2.1932636000000003	4.0	1.0
6.7816266	4.0	1.0
11.371288999999999	4.0	1.0
15.954114	4.0	1.0
20.597725	4.0	1.0
25.18076	4.0	1.0
29.770214000000003	4.0	1.0
34.353722999999995	4.0	1.0
58.146115	4.0	1.0
62.735347	4.0	1.0
67.371975	4.0	1.0
71.955564	4.0	1.0
76.544209	4.0	1.0
81.235098	4.0	1.0
85.81789	4.0	1.0
90.408253	4.0	1.0
114.09236000000001	4.0	1.0
118.73118000000001	4.0	1.0
123.48092	4.0	1.0
128.10946	4.0	1.0
132.74601	4.0	1.0
137.33543999999998	4.0	1.0
141.91796000000002	4.0	1.0
146.50836999999999	4.0	1.0
170.09179	4.0	1.0
174.67803999999998	4.0	1.0
179.31413	4.0	1.0
183.95771000000002	4.0	1.0
188.59818	4.0	1.0
193.22709	4.0	1.0
197.8111	4.0	1.0
202.50274	4.0	1.0
