Cluster Index	Z	x	y	z	
4	5.79	41	17	13
4	5.63	42	21	12
4	5.62	28	7	16
4	5.61	45	15	14
4	5.6	39	13	12
4	5.56	32	10	16
3	5.61	41	41	25
3	5.12	43	41	20
3	4.63	48	37	21
3	4.27	46	45	22
3	4.22	40	37	28
3	4.12	45	42	25
2	4.64	47	18	18
2	4.43	47	20	22
1	4.61	33	38	31
1	3.16	33	43	28
1	3.03	36	39	30
1	2.54	33	46	27
