Cluster Index	Z	x	y	z	
4	5.79	-33.7	-66.7	-14.7
4	5.63	-38	-53.9	-21.9
4	5.62	16.1	-96.6	5.82
4	5.61	-48.1	-73.7	-9.24
4	5.6	-25.5	-80.4	-15.3
4	5.56	0.791	-87.2	3.23
3	5.61	-38.3	20.7	13.2
3	5.12	-45.5	17.8	-6.65
3	4.63	-63.4	3.78	0.366
3	4.27	-57.4	31.8	-2.12
3	4.22	-34	8.84	28.3
3	4.12	-53.3	23.3	12.2
2	4.64	-56.2	-61.9	4.03
2	4.43	-56.7	-53.1	18.2
1	4.61	-8.35	15.1	39.6
1	3.16	-9.14	30.5	23.7
1	3.03	-19.6	17.4	34.7
1	2.54	-9.64	40.1	17.3
