Cluster Index	Z	P	-log10(P)	x	y	z	
211	7.4	6.95e-14	13.2	55.7	-3.01	30.4
211	6.87	3.3e-12	11.5	-7.65	-69.3	37.1
211	6.66	1.35e-11	10.9	43.6	-69.3	7.58
211	6.59	2.16e-11	10.7	37.1	-72	2.51
211	6.42	6.61e-11	10.2	37.8	-77.7	-25.7
211	6.24	2.16e-10	9.67	-6.39	-37.2	27.1
210	7.38	7.98e-14	13.1	43.2	36.2	-2.3
210	6.19	3.07e-10	9.51	29.7	30	25.4
210	5.99	1.07e-09	8.97	30	35.6	-33.6
210	5.31	5.55e-08	7.26	53.4	38	-15.4
210	5.13	1.43e-07	6.85	35.1	50.4	21.4
210	4.89	5.03e-07	6.3	46	39.1	27.4
209	5.92	1.61e-09	8.79	-14.9	35.8	27.2
209	5.19	1.06e-07	6.98	1.85	40.3	19.2
209	4.57	2.49e-06	5.6	2.18	33.1	35.4
209	4.42	5.01e-06	5.3	1.12	52.8	6.66
209	4.36	6.45e-06	5.19	-7.79	29.6	36.8
209	4.06	2.46e-05	4.61	-18.4	39.8	12.6
208	7.16	3.95e-13	12.4	-57.7	17.6	16.5
208	5.82	2.98e-09	8.53	-67.7	18.9	-3.21
208	5.51	1.77e-08	7.75	-50.9	19.2	3.4
208	4.74	1.08e-06	5.97	-58.1	22.2	26.6
207	4.41	5.06e-06	5.3	-34.4	31.5	-27.3
207	4.4	5.42e-06	5.27	-32.8	56.4	-21.2
207	4.25	1.05e-05	4.98	-18.7	48.3	-16.6
207	3.85	5.8e-05	4.24	-40.4	66.6	-14.1
207	3.52	0.000219	3.66	-49.5	53.2	-26.3
207	3.4	0.000333	3.48	-24.5	34.4	-22.2
206	4.38	5.93e-06	5.23	1.45	5.64	-31.7
206	4.22	1.23e-05	4.91	-24	30.4	-38.8
206	4.2	1.34e-05	4.87	-12.5	10.2	-28.2
206	4.16	1.61e-05	4.79	-26	10.7	-41.4
206	3.98	3.48e-05	4.46	-23.3	23.4	-53.9
206	3.86	5.78e-05	4.24	-23.2	18.5	-32.8
205	4	3.14e-05	4.5	-12.6	62.4	-42.2
205	3.96	3.7e-05	4.43	-25.5	53.4	-44.3
205	3.93	4.3e-05	4.37	-10	73.8	-41.7
205	3.78	7.7e-05	4.11	-22.5	59.5	-47.3
205	3.68	0.000118	3.93	-12.5	63.6	-55.3
205	3.43	0.000307	3.51	-20.1	73.9	-48.3
204	4.88	5.26e-07	6.28	-16.1	60.3	-22.6
204	4.09	2.17e-05	4.66	-6.87	75.7	-30.1
204	3.94	4.08e-05	4.39	-6.71	72.1	-22.1
204	3.92	4.44e-05	4.35	-22.6	58.2	-34.2
203	4.82	7.34e-07	6.13	-59.3	46.1	-16.7
203	3.65	0.000131	3.88	-65.5	37.5	-18.8
202	6.42	7.02e-11	10.2	-41	20.2	28.1
202	5.66	7.51e-09	8.12	-41.4	26.1	25.1
201	4.66	1.61e-06	5.79	27.8	66.9	-37.1
201	3.68	0.000115	3.94	28.4	58.7	-39.1
201	3.64	0.000137	3.86	31.4	65.4	-48.6
201	3.57	0.000179	3.75	24	71.4	-27
201	3.53	0.000211	3.68	38.5	59.2	-39.1
201	3.47	0.000262	3.58	25.2	54.9	-31
200	4.24	1.11e-05	4.95	-13.4	19.5	-8.06
200	4.15	1.63e-05	4.79	-35.7	45.5	3
200	3.73	9.73e-05	4.01	-20	16.2	-6.58
200	3.58	0.000173	3.76	-17.5	30.5	-7.55
200	3.56	0.000189	3.72	-31.5	35.1	-4.06
200	3.38	0.000366	3.44	-27.1	22.4	-16.2
199	4.74	1.07e-06	5.97	-43.1	-35.2	-43.5
199	4.04	2.7e-05	4.57	-37.8	-16	-34.4
199	3.96	3.69e-05	4.43	-30.8	-18.6	-32.9
199	3.88	5.21e-05	4.28	-40.2	-30.4	-33.4
199	3.53	0.000206	3.69	-46.8	-33.7	-32
198	5.08	1.85e-07	6.73	-29	11.4	-79.2
198	3.81	7.05e-05	4.15	-25.5	7.33	-64.6
197	4.59	2.24e-06	5.65	32.6	-54.4	-6.54
197	4.53	2.89e-06	5.54	18.3	-43.3	-12.6
197	4.32	7.69e-06	5.11	28.8	-48	-16.1
196	4.14	1.73e-05	4.76	-47.4	28	-57
196	4.08	2.28e-05	4.64	-50.4	21.9	-54
196	3.49	0.000239	3.62	-37.6	34.5	-60
196	3.37	0.000379	3.42	-57.4	23.9	-49
196	3.35	0.000407	3.39	-33.4	24.1	-67.1
196	3.33	0.000427	3.37	-43.4	21.2	-72.2
195	4.43	4.62e-06	5.33	-59.1	-52.2	-23
195	4.33	7.32e-06	5.14	-45.3	-58.6	-6.81
195	3.74	9.31e-05	4.03	-55	-63.8	-16.9
195	3.53	0.000207	3.69	-38.9	-53	-3.25
194	4.19	1.41e-05	4.85	25.1	13	-65.9
194	4.14	1.71e-05	4.77	29.3	3.28	-79.5
194	3.35	0.000402	3.4	31.7	17	-73.9
193	4.6	2.06e-06	5.69	40.6	32.8	-56.7
193	3.58	0.000173	3.76	38.2	19.1	-62.3
192	4.21	1.3e-05	4.88	-54.7	31	-33.9
191	4.4	5.36e-06	5.27	-12.5	-91.8	4.83
191	4.09	2.13e-05	4.67	-9.47	-85.1	-4.73
191	4.02	2.92e-05	4.54	-19.7	-80.8	-25.9
190	5.39	3.57e-08	7.45	-16.7	6.47	67
190	5.19	1.07e-07	6.97	-20.5	12.2	64
190	3.71	0.000103	3.99	-19.8	4.59	55.4
189	4.63	1.79e-06	5.75	-64.8	-30.3	40.6
189	4.56	2.54e-06	5.6	-69.3	-12.8	31.5
189	4.33	7.37e-06	5.13	-65.5	-18.5	34.5
189	3.97	3.54e-05	4.45	-71.9	-24.2	31
188	5.46	2.4e-08	7.62	3.05	16.5	62.5
188	3.81	6.93e-05	4.16	12.8	22.9	59.6
188	3.76	8.53e-05	4.07	10.1	15.1	51
187	4.23	1.18e-05	4.93	7.16	73	-53.2
186	4.65	1.64e-06	5.78	-30.7	15.9	49.3
185	3.5	0.000229	3.64	-44.3	76	-25.2
185	3.48	0.000254	3.6	-38	81	-15.1
185	3.27	0.000541	3.27	-27.6	79.2	-20.1
184	3.9	4.78e-05	4.32	-74.9	-22.9	-13.4
184	3.53	0.000211	3.68	-70.7	-34.5	-7.35
184	3.43	0.0003	3.52	-74.7	-26.5	-5.33
183	4.26	1.02e-05	4.99	-7.79	-3.59	-58.5
183	3.49	0.000244	3.61	-0.835	-6.18	-57
183	3.44	0.000287	3.54	-5.2	7.8	-57.9
182	3.88	5.2e-05	4.28	-69	-12.6	0.257
181	3.82	6.76e-05	4.17	-75	-26	19.4
181	3.19	0.000703	3.15	-68.8	-16.8	14.9
180	3.96	3.78e-05	4.42	26.7	-22.2	8.11
180	3.87	5.38e-05	4.27	12.4	-11.8	8.59
179	3.75	8.78e-05	4.06	46.2	3.57	-72.9
178	4.17	1.54e-05	4.81	56.7	-9.8	-16
177	3.62	0.000147	3.83	-26.3	-42.9	17
177	3.23	0.000616	3.21	-26.6	-37	14
176	4.73	1.11e-06	5.96	-66.2	-4.78	8.85
175	4.36	6.6e-06	5.18	10.1	76.6	-30
174	4.69	1.35e-06	5.87	-49.8	14.3	-62.6
173	4.3	8.59e-06	5.07	-60.5	-31.5	-33.5
172	3.86	5.62e-05	4.25	-0.301	24.3	8.62
171	4.62	1.93e-06	5.71	-4.95	-15.4	66
