Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
166	5	3.81	-6.9	27.7	-30.7	-4.88	27.3	-30.4
165	5	4.44	-66.2	-4.78	8.85	-65.5	-3.5	8.22
164	5	4.46	28.7	-57.3	50.9	30.7	-56.3	48
163	5	3.87	-64	6.42	40.6	-65.3	6.89	40.3
162	5	4.41	-51.5	-61.8	-36.6	-54.2	-62.1	-34
161	4	3.68	26.7	-22.2	8.11	25.2	-22.4	8.16
160	4	3.47	-7.46	22.4	52.9	-11.5	21.8	50.1
159	4	3.86	24.7	-29.6	-63	26.4	-31	-62.2
158	4	4.18	-30.2	5.74	66.9	-31.8	4.13	67.7
157	4	3.56	29.6	83.4	-1.75	28.2	80.9	-5.07
156	4	3.38	46.2	3.57	-72.9	45.3	5.68	-74
155	4	3.92	-13.4	19.5	-8.06	-13.3	19.6	-9.68
154	4	4.32	-57.1	-31.3	-33.5	-59.5	-30.7	-33.9
153	4	3.7	-9.47	-85.1	-4.73	-11.1	-86.6	-4.01
152	4	3.55	-57.8	-33.6	48.6	-56.1	-33.5	48.7
151	4	3.32	-24.2	80.7	-33.2	-23.4	81.3	-32
150	4	3.84	-0.301	24.3	8.62	-2.04	25.6	7.9
149	4	3.58	-26.4	-31.3	-45	-28.8	-33.8	-42.3
148	3	3.54	40.7	13.2	59.1	39.8	11.2	60.1
147	3	3.43	-58.4	37.4	-43.5	-60.5	36.7	-47.3
146	3	4.82	-0.951	86	-16.5	-0.883	86	-16.5
145	3	3.64	-12.5	-4.55	66.5	-12.5	-4.44	66.4
144	3	3.29	31.4	58	-1.29	32.4	60	-2.28
143	3	3.41	-40.7	73.2	-23.7	-41	75.8	-23
142	3	3.85	-15.1	-2.45	-15.7	-14	-3.29	-15.2
141	3	3.54	-75	-26	19.4	-74	-25	18.9
140	3	3.62	-50.2	-41.9	21.9	-51.3	-41.9	22
139	3	3.7	-17.5	-22.3	13	-18.6	-21.9	8.8
138	3	4.24	-4.95	-15.4	66	-4.84	-17.4	68.7
137	3	3.94	-8.23	1.07	-48.4	-8.06	0.162	-47.9
136	3	3.63	17.1	28.5	-55.3	19.3	27.7	-54.8
135	3	3.35	31.9	-39.4	-45.3	32.9	-37.4	-46.3
134	3	3.74	-26.4	-86.7	1.77	-26.5	-85.7	1.29
133	3	3.47	55.7	11.1	-57.7	56.9	9.23	-56.7
132	3	3.29	-7.58	-60.6	-23.3	-8.77	-59.9	-21.7
131	3	3.2	-75.4	-13.4	-24.5	-73	-15.8	-27.3
130	3	4.03	-2.64	18.6	-50.9	-4.87	19.3	-51.3
129	3	3.29	-39.8	18.4	-70.6	-41	20.3	-71.6
128	3	3.41	-9.56	-87	14.9	-8.28	-88.9	15.9
127	3	4.33	-49.8	14.3	-62.6	-50.6	12.8	-65.7
126	2	3.59	7.9	13.2	-47.8	7.81	14.6	-48.5
125	2	3.83	71.1	-19	-29.5	69.6	-19.1	-29.5
124	2	3.46	-14.8	-50.2	-47.5	-13.2	-50.1	-47.5
123	2	3.71	64.3	27.3	-15.9	65.9	27.4	-15.8
122	2	3.93	10.7	8.14	35.8	9.16	8.05	35.8
121	2	3.91	2.09	-16.1	47.9	0.518	-16.2	47.9
120	2	3.44	41.5	58	5.3	41.6	56.5	6.02
119	2	3.38	67.5	-23.6	16.3	67.4	-22.2	15.6
118	2	3.45	12.4	-11.8	8.59	14.1	-13.1	9.31
117	2	3.51	-14	75.1	1.11	-15.6	75	1.11
116	2	3.27	54	23	23.4	55.6	23.1	23.4
115	2	4.61	-12.5	-91.8	4.83	-11.1	-91.8	4.83
114	2	3.46	-49.5	53.2	-26.3	-47.9	53.3	-26.3
113	2	3.17	-16.6	69.8	-33.7	-16.5	68.4	-32.9
112	2	3.55	-30.8	-18.6	-32.9	-30.7	-19.8	-35.4
111	2	3.72	20.9	24.1	-65.4	22.5	25.6	-66.1
110	2	3.41	31.3	21.7	-63.8	32.8	23.2	-64.6
109	2	3.42	-17.5	30.5	-7.55	-19.2	30.4	-7.56
108	2	4.17	-74.2	10.7	19.4	-74.1	9.39	20.1
107	2	3.51	-38.9	3	-56.6	-40.5	2.91	-56.6
106	2	3.43	-18.2	-15.9	34.7	-18.1	-17.3	35.4
105	2	3.18	-14.6	35.4	2.55	-14.5	33.9	3.29
104	2	3.75	19.6	85.4	-28	21.3	85.5	-28
103	2	3.51	-0.894	87.2	-29.6	0.779	87.3	-29.6
102	2	3.37	7.23	12.8	14.7	8.85	12.9	14.7
101	2	3.25	4.98	-38.4	-71.6	3.41	-39.6	-74.1
100	2	3.68	-72.8	-0.73	-37	-72.7	-2.12	-36.3
99	2	3.9	-5.94	67.6	-63.4	-5.85	66.2	-62.7
98	2	3.58	-74.9	-22.9	-13.4	-75	-21.4	-14.1
97	2	3.83	5.17	-15.5	72.6	5.08	-14.1	71.8
96	2	3.14	26.2	-12.1	-9.51	26.1	-10.6	-10.3
95	2	3.53	12.9	79.5	-0.301	14.6	79.6	-0.295
94	2	3.36	-55.8	48.2	-36.4	-55.9	49.6	-37.1
93	1	3.42	36.7	-5.23	-75	36.7	-5.23	-75
92	1	3.1	27.7	-43.8	56.5	27.7	-43.8	56.5
91	1	3.42	-16.3	55.3	29.8	-16.3	55.3	29.8
90	1	3.2	3.05	71.2	22.3	3.05	71.2	22.3
89	1	4.24	12.4	89.7	-17.9	12.4	89.7	-17.9
88	1	3.59	12.1	-18.1	74.1	12.1	-18.1	74.1
87	1	3.29	16.7	-13.5	-58.9	16.7	-13.5	-58.9
86	1	3.51	40.2	-9.26	-60.4	40.2	-9.26	-60.4
85	1	3.3	-13.1	-22.8	-67.6	-13.1	-22.8	-67.6
84	1	3.43	-53.3	52.2	11.5	-53.3	52.2	11.5
83	1	3.16	18.9	-10.9	33.3	18.9	-10.9	33.3
82	1	3.44	53.3	-51.2	-57.4	53.3	-51.2	-57.4
81	1	3.33	23	24.1	53	23	24.1	53
80	1	3.39	63.6	33.7	5.83	63.6	33.7	5.83
79	1	3.3	-17.7	-59.3	-43	-17.7	-59.3	-43
78	1	3.43	30.2	74.5	2.77	30.2	74.5	2.77
77	1	4.13	-35.1	29.9	48.3	-35.1	29.9	48.3
76	1	3.21	-22.7	47.7	45.9	-22.7	47.7	45.9
75	1	3.62	3.21	12.9	70.6	3.21	12.9	70.6
74	1	3.17	3.3	69.5	10.7	3.3	69.5	10.7
73	1	3.35	51.9	0.205	53.6	51.9	0.205	53.6
72	1	3.27	-30.2	-74.8	-35.5	-30.2	-74.8	-35.5
71	1	4.09	-23.1	-47.1	62.8	-23.1	-47.1	62.8
70	1	3.24	-55.1	-4.9	-71.7	-55.1	-4.9	-71.7
69	1	4.18	-34.1	71.7	-4	-34.1	71.7	-4
68	1	3.71	-12.9	-79.8	-32.4	-12.9	-79.8	-32.4
67	1	3.28	-20.7	21.9	21.6	-20.7	21.9	21.6
66	1	3.32	-42.2	36.7	32.2	-42.2	36.7	32.2
65	1	3.55	41.6	53.1	26.5	41.6	53.1	26.5
64	1	3.27	5.77	-23.7	70.5	5.77	-23.7	70.5
63	1	3.13	25.2	14.3	-79	25.2	14.3	-79
62	1	3.53	-31	-8.9	-75.2	-31	-8.9	-75.2
61	1	3.29	71.9	9.12	31	71.9	9.12	31
60	1	3.2	-56.6	-0.829	32.1	-56.6	-0.829	32.1
59	1	3.22	-36.3	0.274	32.1	-36.3	0.274	32.1
58	1	3.51	38.3	-1.16	60.1	38.3	-1.16	60.1
57	1	3.12	30.4	70.9	10.8	30.4	70.9	10.8
56	1	3.38	30.8	10.3	54	30.8	10.3	54
55	1	3.58	30.4	16.2	51	30.4	16.2	51
54	1	3.2	-50.8	-20.1	-57.7	-50.8	-20.1	-57.7
53	1	3.26	-43.4	-40.9	15.4	-43.4	-40.9	15.4
52	1	3.12	-2.83	68.9	-45.2	-2.83	68.9	-45.2
51	1	3.49	-62.6	47.8	-36.4	-62.6	47.8	-36.4
50	1	3.49	-67.7	20.8	-22.9	-67.7	20.8	-22.9
49	1	3.12	-62.6	-5.66	-9.28	-62.6	-5.66	-9.28
48	1	3.35	-67.8	-29.7	2.75	-67.8	-29.7	2.75
47	1	3.18	-61	-29.3	2.77	-61	-29.3	2.77
46	1	3.33	-36.3	61.7	-48.9	-36.3	61.7	-48.9
45	1	3.29	38.2	65.8	-48.6	38.2	65.8	-48.6
44	1	3.11	-46	55.3	-45.9	-46	55.3	-45.9
43	1	3.12	27.3	29.1	-55.3	27.3	29.1	-55.3
42	1	3.12	21.3	11.4	-21.6	21.3	11.4	-21.6
41	1	3.3	-23.7	29.3	-57	-23.7	29.3	-57
40	1	3.11	-24.3	-17.8	-8.17	-24.3	-17.8	-8.17
39	1	3.54	78	-24.1	-1.8	78	-24.1	-1.8
38	1	3.14	71.8	-33.4	2.7	71.8	-33.4	2.7
37	1	3.54	-7.55	42	-62.9	-7.55	42	-62.9
36	1	3.23	-48.2	39.8	-63.1	-48.2	39.8	-63.1
35	1	3.68	-43	62	-55.4	-43	62	-55.4
34	1	3.67	-30.6	-75.6	2.28	-30.6	-75.6	2.28
33	1	3.1	56.8	-62	-1.94	56.8	-62	-1.94
32	1	3.11	-70.7	-34.5	-7.35	-70.7	-34.5	-7.35
31	1	3.38	-63.2	-44.7	-14.4	-63.2	-44.7	-14.4
30	1	3.17	-8.86	8.68	-39.8	-8.86	8.68	-39.8
29	1	3.63	-31.1	36.5	-48.4	-31.1	36.5	-48.4
28	1	3.4	20.4	27.5	-42.2	20.4	27.5	-42.2
27	1	3.46	75	-29	-11.9	75	-29	-11.9
26	1	3.43	48	66.1	-17.3	48	66.1	-17.3
25	1	3.54	-71.7	-13.6	-49.1	-71.7	-13.6	-49.1
24	1	3.89	9.1	-3.3	-51.9	9.1	-3.3	-51.9
23	1	3.53	-37.6	-27.6	27.5	-37.6	-27.6	27.5
22	1	3.88	22.4	-62.9	47.3	22.4	-62.9	47.3
21	1	3.16	38.2	19.1	-62.3	38.2	19.1	-62.3
20	1	3.8	30.2	80.6	-31.5	30.2	80.6	-31.5
19	1	3.15	65.2	11.3	4.78	65.2	11.3	4.78
18	1	3.39	41.4	-31.9	-30.2	41.4	-31.9	-30.2
17	1	3.33	52.1	-48.8	34.9	52.1	-48.8	34.9
16	1	3.56	-71.4	-20.2	-39.6	-71.4	-20.2	-39.6
15	1	3.16	-41.6	35.8	-17.2	-41.6	35.8	-17.2
14	1	3.53	-20	16.2	-6.58	-20	16.2	-6.58
13	1	3.73	1.92	1.62	-48.4	1.92	1.62	-48.4
12	1	3.12	76.5	-5.3	7.3	76.5	-5.3	7.3
11	1	3.11	-61.9	-18.8	9.84	-61.9	-18.8	9.84
10	1	4.23	-28	-70.4	37.1	-28	-70.4	37.1
9	1	3.23	-33.7	72.5	-41.8	-33.7	72.5	-41.8
8	1	3.42	3.91	68.6	-38.7	3.91	68.6	-38.7
7	1	3.19	10.9	66	-37.1	10.9	66	-37.1
6	1	3.25	-42.9	57.1	-34.3	-42.9	57.1	-34.3
5	1	3.15	-27.1	22.4	-16.2	-27.1	22.4	-16.2
4	1	3.83	-3.38	23.7	-16.1	-3.38	23.7	-16.1
3	1	3.27	-7.45	-64.8	-8.71	-7.45	-64.8	-8.71
2	1	3.2	73	-1.89	-0.763	73	-1.89	-0.763
1	1	3.88	-37.8	-16	-34.4	-37.8	-16	-34.4
