Cluster Index	Z	P	-log10(P)	x	y	z	
205	7.13	4.89e-13	12.3	16	25	20
205	7.02	1.11e-12	12	36	7	16
205	6.43	6.47e-11	10.2	38	19	11
205	6.42	6.69e-11	10.2	21	10	11
205	6.32	1.32e-10	9.88	23	10	10
205	6.3	1.49e-10	9.83	37	12	12
204	7.12	5.53e-13	12.3	19	40	18
204	6.03	7.95e-10	9.1	23	44	13
204	5.86	2.26e-09	8.65	23	35	22
204	5.03	2.46e-07	6.61	16	42	16
204	4.58	2.32e-06	5.63	24	47	15
204	4.58	2.32e-06	5.63	23	47	17
203	5.68	6.93e-09	8.16	36	37	23
203	5.26	7.19e-08	7.14	42	43	14
203	4.84	6.62e-07	6.18	31	39	22
203	4.77	9.19e-07	6.04	30	43	21
203	4.69	1.38e-06	5.86	30	37	23
203	4.66	1.61e-06	5.79	31	35	24
202	6.89	2.81e-12	11.6	49	34	20
202	5.65	8.2e-09	8.09	52	38	17
202	5.21	9.37e-08	7.03	47	36	18
202	4.36	6.37e-06	5.2	49	34	22
202	4.23	1.17e-05	4.93	49	37	16
201	6.33	1.23e-10	9.91	44	33	22
201	5.44	2.64e-08	7.58	44	35	22
201	5.06	2.11e-07	6.68	37	24	27
201	4.83	6.72e-07	6.17	38	26	27
201	4.63	1.8e-06	5.74	42	29	24
201	3.99	3.28e-05	4.48	38	29	28
200	5.3	5.65e-08	7.25	23	20	24
199	4.86	5.73e-07	6.24	49	46	17
199	3.35	0.000402	3.4	50	42	17
199	3.34	0.000419	3.38	51	44	16
198	4.59	2.24e-06	5.65	15	24	13
198	4.24	1.11e-05	4.95	16	22	15
198	3.95	3.99e-05	4.4	19	23	15
198	3.64	0.000135	3.87	18	25	12
198	3.36	0.000384	3.42	13	27	12
198	3.33	0.000428	3.37	11	27	12
197	4.84	6.45e-07	6.19	41	44	4
197	4.21	1.28e-05	4.89	39	42	5
197	3.56	0.000188	3.73	39	40	4
196	4.08	2.24e-05	4.65	38	52	13
196	3.59	0.000165	3.78	35	53	14
196	3.56	0.000187	3.73	34	56	15
196	3.46	0.000268	3.57	38	56	13
196	3.32	0.000445	3.35	35	55	12
195	4.67	1.49e-06	5.83	47	21	15
195	3.63	0.000144	3.84	47	25	12
195	3.4	0.000336	3.47	51	23	11
194	4.19	1.41e-05	4.85	52	20	14
193	4.52	3.03e-06	5.52	36	50	17
193	3.74	9.04e-05	4.04	33	54	18
193	3.51	0.000222	3.65	38	51	15
192	4.33	7.43e-06	5.13	14	38	10
192	4.07	2.4e-05	4.62	15	36	11
192	4.02	2.9e-05	4.54	16	40	11
192	3.81	7.07e-05	4.15	14	38	12
192	3.28	0.000511	3.29	16	43	10
191	4.88	5.19e-07	6.28	21	41	23
191	4.27	9.74e-06	5.01	24	39	22
190	4.26	1.03e-05	4.99	47	43	15
190	4.18	1.44e-05	4.84	48	44	13
189	4.3	8.54e-06	5.07	25	41	5
189	3.75	9.01e-05	4.05	24	41	3
188	4.33	7.33e-06	5.13	20	46	9
187	3.91	4.57e-05	4.34	45	52	11
187	3.77	8.27e-05	4.08	47	50	11
187	3.38	0.000368	3.43	42	52	11
186	4.53	3e-06	5.52	19	13	21
186	4.4	5.3e-06	5.28	16	14	20
186	4.15	1.64e-05	4.79	21	10	19
185	4.04	2.72e-05	4.57	41	42	20
185	3.61	0.000153	3.82	41	42	18
184	4.04	2.64e-05	4.58	39	50	11
184	3.62	0.000147	3.83	37	46	10
183	5.16	1.22e-07	6.91	31	27	27
183	3.89	5.08e-05	4.29	30	31	28
183	3.81	7.05e-05	4.15	28	29	27
183	3.37	0.00037	3.43	29	28	25
182	5.41	3.08e-08	7.51	13	23	18
182	4.23	1.15e-05	4.94	13	18	19
182	3.73	9.43e-05	4.03	11	21	18
181	3.61	0.000155	3.81	10	29	12
181	3.38	0.000364	3.44	12	30	12
180	3.82	6.56e-05	4.18	32	41	18
180	3.5	0.000234	3.63	29	41	19
179	4.45	4.35e-06	5.36	34	40	7
179	3.94	4.14e-05	4.38	35	37	6
179	3.43	0.000299	3.52	33	36	6
178	4.02	2.9e-05	4.54	29	56	13
177	3.91	4.54e-05	4.34	53	27	15
176	3.8	7.36e-05	4.13	46	46	9
176	3.68	0.000115	3.94	47	44	9
175	4.26	1.01e-05	5	28	56	17
175	3.36	0.000386	3.41	30	52	16
174	4.12	1.89e-05	4.72	29	4	15
174	3.54	0.000196	3.71	29	6	14
174	3.26	0.000561	3.25	27	6	15
173	3.92	4.5e-05	4.35	48	28	25
173	3.34	0.000415	3.38	47	26	25
172	4.29	9.05e-06	5.04	16	29	12
171	3.92	4.48e-05	4.35	48	22	17
170	4.03	2.76e-05	4.56	45	27	8
