Cluster Index	Z	P	-log10(P)	x	y	z	
170	3.4	0.000342	3.47	47	26	8
169	4	3.19e-05	4.5	15	15	17
168	3.96	3.71e-05	4.43	29	37	17
167	3.71	0.000105	3.98	39	43	9
166	3.81	6.96e-05	4.16	34	42	13
166	3.76	8.53e-05	4.07	32	42	13
165	4.44	4.49e-06	5.35	52	29	17
164	4.46	4.11e-06	5.39	25	8	19
163	3.87	5.5e-05	4.26	51	28	23
162	4.41	5.2e-06	5.28	49	19	5
161	3.68	0.000118	3.93	25	23	15
160	3.47	0.000262	3.58	34	30	26
159	3.86	5.69e-05	4.24	26	30	3
158	4.18	1.47e-05	4.83	41	24	27
157	3.56	0.000186	3.73	22	53	22
157	3.21	0.000654	3.18	24	53	21
156	3.38	0.000364	3.44	19	40	4
155	3.92	4.45e-05	4.35	36	37	16
154	4.32	7.95e-06	5.1	50	27	8
153	3.7	0.000109	3.96	37	8	8
152	3.55	0.000195	3.71	50	16	21
151	3.32	0.000444	3.35	38	57	17
150	3.84	6.24e-05	4.2	32	36	19
149	3.58	0.000174	3.76	41	28	6
148	3.54	0.000198	3.7	20	26	26
147	3.43	0.000297	3.53	49	47	12
146	4.82	7.17e-07	6.14	31	56	20
145	3.64	0.000138	3.86	36	21	26
144	3.29	0.000502	3.3	22	46	20
143	3.41	0.000326	3.49	43	54	18
142	3.85	6.01e-05	4.22	37	32	13
141	3.54	0.0002	3.7	55	22	17
140	3.62	0.000145	3.84	48	17	16
139	3.7	0.000107	3.97	38	23	16
138	4.24	1.13e-05	4.95	34	18	25
137	3.94	4.14e-05	4.38	35	37	8
136	3.63	0.000139	3.86	27	45	9
135	3.35	0.000409	3.39	24	25	5
134	3.74	9.1e-05	4.04	42	7	9
133	3.47	0.000261	3.58	16	40	7
132	3.29	0.000494	3.31	36	17	7
131	3.2	0.000681	3.17	55	31	11
130	4.03	2.8e-05	4.55	33	42	9
129	3.29	0.000494	3.31	44	45	6
128	3.41	0.000331	3.48	37	5	11
127	4.33	7.54e-06	5.12	47	43	7
126	3.59	0.000169	3.77	30	40	9
125	3.83	6.37e-05	4.2	12	28	9
124	3.46	0.00027	3.57	38	23	4
123	3.71	0.000102	3.99	13	39	15
122	3.93	4.21e-05	4.38	29	28	22
121	3.91	4.52e-05	4.34	32	20	22
120	3.44	0.000291	3.54	19	45	21
119	3.38	0.000359	3.44	13	21	16
118	3.45	0.000276	3.56	29	26	16
117	3.51	0.000225	3.65	35	51	22
116	3.27	0.000541	3.27	16	33	21
115	4.61	2.04e-06	5.69	38	5	9
114	3.46	0.000267	3.57	46	49	16
113	3.17	0.000755	3.12	36	54	16
112	3.55	0.000192	3.72	42	30	9
111	3.72	9.95e-05	4	26	45	7
110	3.41	0.000322	3.49	23	44	7
109	3.42	0.000318	3.5	37	40	17
108	4.17	1.56e-05	4.81	54	32	20
107	3.51	0.000222	3.65	44	39	7
106	3.43	0.000296	3.53	38	22	20
105	3.18	0.000731	3.14	36	40	19
104	3.75	8.93e-05	4.05	25	57	18
103	3.51	0.000225	3.65	31	58	18
102	3.37	0.000373	3.43	30	32	19
101	3.25	0.000579	3.24	32	29	1
100	3.68	0.000115	3.94	54	36	10
99	3.9	4.83e-05	4.32	33	57	11
98	3.58	0.000169	3.77	55	27	12
97	3.83	6.48e-05	4.19	31	17	26
96	3.14	0.000854	3.07	25	28	13
95	3.53	0.000207	3.68	27	52	22
94	3.36	0.000392	3.41	48	49	14
93	3.42	0.000311	3.51	22	38	3
92	3.1	0.000957	3.02	25	11	21
91	3.42	0.000312	3.51	36	42	25
90	3.2	0.000696	3.16	30	47	25
89	4.24	1.1e-05	4.96	27	57	20
88	3.59	0.000163	3.79	29	16	26
87	3.29	0.000499	3.3	28	34	5
86	3.51	0.000223	3.65	21	35	5
85	3.3	0.000492	3.31	37	33	3
84	3.43	0.000302	3.52	47	44	22
83	3.16	0.00078	3.11	27	23	20
82	3.44	0.000291	3.54	18	23	2
81	3.33	0.000434	3.36	25	30	26
80	3.39	0.000346	3.46	13	38	19
79	3.3	0.000476	3.32	39	20	4
78	3.43	0.000304	3.52	22	50	22
77	4.13	1.85e-05	4.73	42	33	26
76	3.21	0.000661	3.18	38	38	27
75	3.62	0.000149	3.83	31	25	28
74	3.17	0.000772	3.11	30	48	23
73	3.35	0.000401	3.4	17	23	24
72	3.27	0.000535	3.27	43	15	4
71	4.09	2.14e-05	4.67	40	10	22
70	3.24	0.000591	3.23	49	39	4
69	4.18	1.45e-05	4.84	41	51	21
68	3.71	0.000105	3.98	38	13	4
67	3.28	0.000522	3.28	38	34	21
66	3.32	0.000451	3.35	44	37	24
65	3.55	0.000189	3.72	19	41	24
64	3.27	0.00054	3.27	31	15	25
63	3.13	0.000887	3.05	25	44	4
62	3.53	0.000212	3.67	42	38	3
61	3.29	0.000509	3.29	11	28	21
60	3.2	0.000699	3.16	49	27	21
59	3.22	0.000635	3.2	43	27	21
58	3.51	0.000226	3.65	21	22	25
57	3.12	0.000912	3.04	22	48	23
56	3.38	0.000361	3.44	23	26	25
55	3.58	0.000174	3.76	23	28	25
54	3.2	0.000693	3.16	48	33	5
53	3.26	0.00056	3.25	46	18	15
52	3.12	0.000899	3.05	32	55	14
51	3.49	0.000243	3.61	50	49	14
50	3.49	0.000239	3.62	52	40	14
49	3.12	0.000914	3.04	51	31	14
48	3.35	0.000407	3.39	53	23	14
47	3.18	0.000726	3.14	51	23	14
46	3.33	0.000433	3.36	42	54	13
45	3.29	0.000506	3.3	20	54	13
44	3.11	0.00095	3.02	45	52	13
43	3.12	0.000893	3.05	24	45	9
42	3.12	0.000904	3.04	26	36	13
41	3.3	0.000479	3.32	39	46	9
40	3.11	0.000939	3.03	40	27	13
39	3.54	0.000202	3.69	10	23	13
38	3.14	0.000859	3.07	12	20	13
37	3.54	0.000199	3.7	34	50	9
36	3.23	0.000628	3.2	46	50	9
35	3.68	0.000116	3.93	44	55	12
34	3.67	0.000121	3.92	43	10	10
33	3.1	0.000964	3.02	17	13	10
32	3.11	0.000923	3.03	54	23	12
31	3.38	0.000369	3.43	52	21	10
30	3.17	0.000756	3.12	35	38	10
29	3.63	0.000141	3.85	41	47	11
28	3.4	0.000331	3.48	26	43	11
27	3.46	0.000272	3.57	11	23	11
26	3.43	0.000303	3.52	17	50	18
25	3.54	0.000199	3.7	54	34	7
24	3.89	4.93e-05	4.31	30	36	7
23	3.53	0.000209	3.68	44	20	18
22	3.88	5.23e-05	4.28	27	7	18
21	3.16	0.000799	3.1	21	43	7
20	3.8	7.37e-05	4.13	22	56	17
19	3.15	0.000829	3.08	13	32	17
18	3.39	0.00035	3.46	21	25	8
17	3.33	0.000431	3.37	18	12	17
16	3.56	0.000184	3.74	54	31	8
15	3.16	0.000801	3.1	44	43	16
14	3.53	0.000209	3.68	38	36	16
13	3.73	9.56e-05	4.02	32	37	8
12	3.12	0.000911	3.04	10	27	16
11	3.11	0.000947	3.02	51	25	16
10	4.23	1.18e-05	4.93	42	7	16
9	3.23	0.00061	3.21	41	56	15
8	3.42	0.000315	3.5	30	54	15
7	3.19	0.000701	3.15	28	53	15
6	3.25	0.000573	3.24	44	51	15
5	3.15	0.000807	3.09	40	39	15
4	3.83	6.3e-05	4.2	33	39	15
3	3.27	0.000531	3.28	36	14	9
2	3.2	0.000696	3.16	11	29	15
1	3.88	5.22e-05	4.28	44	31	9
