Cluster Index	Z	P	-log10(P)	x	y	z	
66	3.12	0.000897	3.05	24	24	25
65	3.11	0.000946	3.02	48	25	25
64	3.26	0.000562	3.25	29	24	28
63	3.3	0.000488	3.31	50	41	21
62	3.63	0.00014	3.86	23	28	25
61	3.4	0.000334	3.48	36	42	25
60	3.25	0.000569	3.25	34	43	25
59	3.11	0.00095	3.02	20	49	11
58	3.14	0.000835	3.08	51	35	11
57	3.18	0.000746	3.13	51	23	11
56	3.53	0.00021	3.68	54	36	10
55	3.43	0.000303	3.52	10	35	10
54	3.11	0.000927	3.03	54	26	10
53	3.35	0.0004	3.4	40	11	10
52	3.65	0.000131	3.88	46	50	9
51	3.27	0.000538	3.27	34	50	9
50	3.5	0.000229	3.64	17	46	9
49	3.39	0.000348	3.46	52	41	9
48	3.39	0.00035	3.46	12	28	9
47	3.72	9.92e-05	4	44	19	9
46	3.38	0.000356	3.45	32	37	8
45	3.16	0.000799	3.1	38	37	7
44	3.39	0.000351	3.46	29	35	7
43	3.18	0.000731	3.14	54	34	7
42	3.18	0.00074	3.13	25	30	7
41	3.1	0.00098	3.01	36	20	7
40	3.11	0.000951	3.02	19	45	6
39	3.3	0.000485	3.31	27	39	6
38	3.54	0.0002	3.7	42	8	6
37	3.53	0.000208	3.68	48	33	5
36	3.23	0.000624	3.21	47	41	4
35	3.67	0.000121	3.92	49	39	4
34	3.42	0.000316	3.5	21	26	4
33	3.21	0.000669	3.17	16	26	4
32	3.14	0.00084	3.08	33	27	3
31	3.62	0.000148	3.83	33	29	0
30	3.2	0.000684	3.16	38	28	0
29	3.3	0.000484	3.32	13	42	20
28	3.28	0.000522	3.28	27	29	20
27	3.31	0.000462	3.34	54	27	20
26	3.42	0.000313	3.5	38	22	20
25	3.64	0.000137	3.86	13	38	19
24	3.25	0.000584	3.23	38	25	19
23	3.18	0.000727	3.14	30	41	18
22	3.2	0.000691	3.16	41	36	18
21	4.06	2.45e-05	4.61	27	7	18
20	3.34	0.00042	3.38	27	58	17
19	3.13	0.000877	3.06	36	53	16
18	3.28	0.000519	3.28	44	43	16
17	3.86	5.76e-05	4.24	31	39	16
16	3.22	0.000646	3.19	10	27	16
15	3.36	0.000396	3.4	20	56	15
14	3.31	0.000462	3.34	28	53	15
13	3.1	0.000973	3.01	17	50	15
12	3.87	5.48e-05	4.26	33	39	15
11	3.11	0.000934	3.03	28	22	15
10	3.64	0.000135	3.87	42	13	15
9	3.2	0.000675	3.17	31	39	14
8	3.1	0.000967	3.01	39	36	14
7	3.12	0.000911	3.04	40	34	14
6	3.16	0.000776	3.11	10	26	14
5	3.17	0.000751	3.12	42	54	13
4	3.55	0.000192	3.72	12	20	13
3	3.12	0.000915	3.04	37	22	12
2	4.05	2.52e-05	4.6	42	21	12
1	3.46	0.000274	3.56	32	7	12
