Cluster Index	Z	P	-log10(P)	x	y	z	
205	7.13	4.89e-13	12.3	50	-21.9	25
205	7.02	1.11e-12	12	-12.5	-78.1	5
205	6.43	6.47e-11	10.2	-18.8	-40.6	-20
205	6.42	6.69e-11	10.2	34.4	-68.8	-20
205	6.32	1.32e-10	9.88	28.1	-68.8	-25
205	6.3	1.49e-10	9.83	-15.6	-62.5	-15
204	7.12	5.53e-13	12.3	40.6	25	15
204	6.03	7.95e-10	9.1	28.1	37.5	-10
204	5.86	2.26e-09	8.65	28.1	9.38	35
204	5.03	2.46e-07	6.61	50	31.2	5
204	4.58	2.32e-06	5.63	25	46.9	0
204	4.58	2.32e-06	5.63	28.1	46.9	10
203	5.68	6.93e-09	8.16	-12.5	15.6	40
203	5.26	7.19e-08	7.14	-31.2	34.4	-5
203	4.84	6.62e-07	6.18	3.12	21.9	35
203	4.77	9.19e-07	6.04	6.25	34.4	30
203	4.69	1.38e-06	5.86	6.25	15.6	40
203	4.66	1.61e-06	5.79	3.12	9.38	45
202	6.89	2.81e-12	11.6	-53.1	6.25	25
202	5.65	8.2e-09	8.09	-62.5	18.8	10
202	5.21	9.37e-08	7.03	-46.9	12.5	15
202	4.36	6.37e-06	5.2	-53.1	6.25	35
202	4.23	1.17e-05	4.93	-53.1	15.6	5
201	6.33	1.23e-10	9.91	-37.5	3.12	35
201	5.44	2.64e-08	7.58	-37.5	9.38	35
201	5.06	2.11e-07	6.68	-15.6	-25	60
201	4.83	6.72e-07	6.17	-18.8	-18.8	60
201	4.63	1.8e-06	5.74	-31.2	-9.38	45
201	3.99	3.28e-05	4.48	-18.8	-9.38	65
200	5.3	5.65e-08	7.25	28.1	-37.5	45
199	4.86	5.73e-07	6.24	-53.1	43.8	10
199	3.35	0.000402	3.4	-56.2	31.2	10
199	3.34	0.000419	3.38	-59.4	37.5	5
198	4.59	2.24e-06	5.65	53.1	-25	-10
198	4.24	1.11e-05	4.95	50	-31.2	0
198	3.95	3.99e-05	4.4	40.6	-28.1	0
198	3.64	0.000135	3.87	43.8	-21.9	-15
198	3.36	0.000384	3.42	59.4	-15.6	-15
198	3.33	0.000428	3.37	65.6	-15.6	-15
197	4.84	6.45e-07	6.19	-28.1	37.5	-55
197	4.21	1.28e-05	4.89	-21.9	31.2	-50
197	3.56	0.000188	3.73	-21.9	25	-55
196	4.08	2.24e-05	4.65	-18.8	62.5	-10
196	3.59	0.000165	3.78	-9.38	65.6	-5
196	3.56	0.000187	3.73	-6.25	75	0
196	3.46	0.000268	3.57	-18.8	75	-10
196	3.32	0.000445	3.35	-9.38	71.9	-15
195	4.67	1.49e-06	5.83	-46.9	-34.4	0
195	3.63	0.000144	3.84	-46.9	-21.9	-15
195	3.4	0.000336	3.47	-59.4	-28.1	-20
194	4.19	1.41e-05	4.85	-62.5	-37.5	-5
193	4.52	3.03e-06	5.52	-12.5	56.2	10
193	3.74	9.04e-05	4.04	-3.12	68.8	15
193	3.51	0.000222	3.65	-18.8	59.4	0
192	4.33	7.43e-06	5.13	56.2	18.8	-25
192	4.07	2.4e-05	4.62	53.1	12.5	-20
192	4.02	2.9e-05	4.54	50	25	-20
192	3.81	7.07e-05	4.15	56.2	18.8	-15
192	3.28	0.000511	3.29	50	34.4	-25
191	4.88	5.19e-07	6.28	34.4	28.1	40
191	4.27	9.74e-06	5.01	25	21.9	35
190	4.26	1.03e-05	4.99	-46.9	34.4	0
190	4.18	1.44e-05	4.84	-50	37.5	-10
189	4.3	8.54e-06	5.07	21.9	28.1	-50
189	3.75	9.01e-05	4.05	25	28.1	-60
188	4.33	7.33e-06	5.13	37.5	43.8	-30
187	3.91	4.57e-05	4.34	-40.6	62.5	-20
187	3.77	8.27e-05	4.08	-46.9	56.2	-20
187	3.38	0.000368	3.43	-31.2	62.5	-20
186	4.53	3e-06	5.52	40.6	-59.4	30
186	4.4	5.3e-06	5.28	50	-56.2	25
186	4.15	1.64e-05	4.79	34.4	-68.8	20
185	4.04	2.72e-05	4.57	-28.1	31.2	25
185	3.61	0.000153	3.82	-28.1	31.2	15
184	4.04	2.64e-05	4.58	-21.9	56.2	-20
184	3.62	0.000147	3.83	-15.6	43.8	-25
183	5.16	1.22e-07	6.91	3.12	-15.6	60
183	3.89	5.08e-05	4.29	6.25	-3.12	65
183	3.81	7.05e-05	4.15	12.5	-9.38	60
183	3.37	0.00037	3.43	9.38	-12.5	50
182	5.41	3.08e-08	7.51	59.4	-28.1	15
182	4.23	1.15e-05	4.94	59.4	-43.8	20
182	3.73	9.43e-05	4.03	65.6	-34.4	15
181	3.61	0.000155	3.81	68.8	-9.38	-15
181	3.38	0.000364	3.44	62.5	-6.25	-15
180	3.82	6.56e-05	4.18	0	28.1	15
180	3.5	0.000234	3.63	9.38	28.1	20
179	4.45	4.35e-06	5.36	-6.25	25	-40
179	3.94	4.14e-05	4.38	-9.38	15.6	-45
179	3.43	0.000299	3.52	-3.12	12.5	-45
178	4.02	2.9e-05	4.54	9.38	75	-10
177	3.91	4.54e-05	4.34	-65.6	-15.6	0
176	3.8	7.36e-05	4.13	-43.8	43.8	-30
176	3.68	0.000115	3.94	-46.9	37.5	-30
175	4.26	1.01e-05	5	12.5	75	10
175	3.36	0.000386	3.41	6.25	62.5	5
174	4.12	1.89e-05	4.72	9.38	-87.5	0
174	3.54	0.000196	3.71	9.38	-81.2	-5
174	3.26	0.000561	3.25	15.6	-81.2	0
173	3.92	4.5e-05	4.35	-50	-12.5	50
173	3.34	0.000415	3.38	-46.9	-18.8	50
172	4.29	9.05e-06	5.04	50	-9.38	-15
171	3.92	4.48e-05	4.35	-50	-31.2	10
170	4.03	2.76e-05	4.56	-40.6	-15.6	-35
170	3.4	0.000342	3.47	-46.9	-18.8	-35
169	4	3.19e-05	4.5	53.1	-53.1	10
168	3.96	3.71e-05	4.43	9.38	15.6	10
167	3.71	0.000105	3.98	-21.9	34.4	-30
166	3.81	6.96e-05	4.16	-6.25	31.2	-10
166	3.76	8.53e-05	4.07	0	31.2	-10
165	4.44	4.49e-06	5.35	-62.5	-9.38	10
164	4.46	4.11e-06	5.39	21.9	-75	20
163	3.87	5.5e-05	4.26	-59.4	-12.5	40
162	4.41	5.2e-06	5.28	-53.1	-40.6	-50
161	3.68	0.000118	3.93	21.9	-28.1	0
160	3.47	0.000262	3.58	-6.25	-6.25	55
159	3.86	5.69e-05	4.24	18.8	-6.25	-60
158	4.18	1.47e-05	4.83	-28.1	-25	60
157	3.56	0.000186	3.73	31.2	65.6	35
157	3.21	0.000654	3.18	25	65.6	30
156	3.38	0.000364	3.44	40.6	25	-55
155	3.92	4.45e-05	4.35	-12.5	15.6	5
154	4.32	7.95e-06	5.1	-56.2	-15.6	-35
153	3.7	0.000109	3.96	-15.6	-75	-35
152	3.55	0.000195	3.71	-56.2	-50	30
151	3.32	0.000444	3.35	-18.8	78.1	10
150	3.84	6.24e-05	4.2	0	12.5	20
149	3.58	0.000174	3.76	-28.1	-12.5	-45
148	3.54	0.000198	3.7	37.5	-18.8	55
147	3.43	0.000297	3.53	-53.1	46.9	-15
146	4.82	7.17e-07	6.14	3.12	75	25
145	3.64	0.000138	3.86	-12.5	-34.4	55
144	3.29	0.000502	3.3	31.2	43.8	25
143	3.41	0.000326	3.49	-34.4	68.8	15
142	3.85	6.01e-05	4.22	-15.6	0	-10
141	3.54	0.0002	3.7	-71.9	-31.2	10
140	3.62	0.000145	3.84	-50	-46.9	5
139	3.7	0.000107	3.97	-18.8	-28.1	5
138	4.24	1.13e-05	4.95	-6.25	-43.8	50
