Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
211	2536	7.4	50	-21.9	25	0.371	-50.5	-13.3
210	434	7.38	40.6	25	15	34.7	30.4	9.45
209	177	5.92	-12.5	15.6	40	-1.84	22	36.5
208	98	7.16	-53.1	6.25	25	-52.5	10.7	18.8
207	83	4.41	-31.2	34.4	-5	-25	46	7.75
206	55	4.38	0	12.5	-20	-18.3	28.3	-18.3
205	33	4	-9.38	65.6	-5	-13.4	70.7	-8.01
204	32	4.88	-12.5	56.2	10	-10.7	60.9	10.9
203	32	4.82	-53.1	43.8	10	-50.1	44.7	14.2
202	31	6.42	-37.5	3.12	35	-38	4.74	36.3
201	31	4.66	28.1	65.6	0	28.8	63.1	-1.43
200	30	4.24	-12.5	15.6	5	-22.5	25.7	14
199	28	4.74	-43.8	-15.6	-45	-40.4	-12.5	-38.1
198	24	5.08	-28.1	37.5	-55	-29	33.3	-51.5
197	24	4.59	25	-50	-25	19.3	-41.2	-25.5
196	21	4.14	-43.8	43.8	-30	-41.4	43.9	-32.5
195	21	4.43	-59.4	-37.5	-35	-50	-47.1	-29.4
194	20	4.19	21.9	31.2	-45	24.6	30.8	-52.7
193	18	4.6	37.5	43.8	-30	35.3	42	-32.3
192	15	4.21	-50	37.5	-10	-48.6	35.1	-4.12
191	15	4.4	-18.8	-84.4	-30	-20.8	-70.9	-38.9
190	14	5.39	-15.6	-25	60	-17.9	-21.8	59.5
189	13	4.63	-62.5	-43.8	25	-63.2	-33.5	23.9
188	12	5.46	3.12	-15.6	60	8.43	-12.6	54.2
187	12	4.23	9.38	78.1	-10	11.4	75	-10.8
186	12	4.65	-28.1	-9.38	50	-28.4	-10.6	48.8
185	9	3.5	-37.5	71.9	15	-30.3	71.5	19.5
184	9	3.9	-71.9	-15.6	-15	-68.6	-19.4	-13.4
183	9	4.26	-9.38	15.6	-45	-6.71	17.3	-43.4
182	9	3.88	-65.6	-12.5	0	-67.3	-14.9	0.559
181	8	3.82	-71.9	-31.2	10	-69.2	-29	8.76
180	8	3.96	21.9	-28.1	0	17.6	-25.5	1.28
179	7	3.75	40.6	25	-55	40.2	27.2	-55
178	7	4.17	50	-9.38	-15	50.4	-10.7	-13
177	7	3.62	-28.1	-46.9	0	-26.8	-44.3	4.77e-06
176	6	4.73	-62.5	-9.38	10	-62.3	-7.85	10
175	6	4.36	12.5	71.9	10	11.1	70.5	10
174	6	4.69	-46.9	34.4	-40	-46.9	34.3	-41.7
173	6	4.3	-59.4	-15.6	-35	-58.3	-13.7	-35
172	6	3.86	0	12.5	20	-0.557	12	20
171	5	4.62	-6.25	-43.8	50	-7.29	-46.2	51
170	5	4.18	9.38	15.6	10	11.8	12.6	7.1
169	5	4.49	-56.2	-40.6	35	-58.1	-38.3	35
168	5	4.98	3.12	75	25	4.16	74.5	25
167	5	3.76	-56.2	53.1	-5	-53.7	53.2	-4.04
166	5	3.6	-18.8	78.1	10	-18.1	78.1	12
165	4	4.42	-21.9	56.2	-20	-21.1	56.2	-20
164	4	4.28	-65.6	-21.9	35	-62.7	-22.6	33.8
163	4	3.7	-28.1	-12.5	-45	-30.4	-15.5	-43.7
162	4	3.88	50	25	-40	51.5	23.5	-40
161	4	3.57	59.4	0	10	60.9	1.55	10
160	4	3.87	-6.25	-6.25	55	-8.46	-5.51	55
159	4	4.06	-53.1	-31.2	15	-51.7	-31.2	12.6
158	4	3.97	-6.25	31.2	-10	-4.82	31.2	-10
157	4	4.03	-9.38	15.6	-35	-10.8	13.4	-36.1
156	4	4.55	15.6	78.1	25	20.2	78.1	18.9
155	4	4.12	18.8	-6.25	-60	20.2	-7.8	-60
154	4	3.93	31.2	65.6	35	28.3	65.6	32.7
153	4	4.08	-31.2	56.2	-10	-32	56.3	-10
152	4	4.17	-53.1	-46.9	-60	-51.6	-46.2	-60
151	4	3.45	-53.1	-18.8	10	-56.2	-20.3	7.54
150	4	3.56	37.5	-21.9	55	36	-20.3	55
149	3	3.67	-15.6	-84.4	-20	-14.6	-86.3	-20
148	3	4.48	-3.12	46.9	-25	-3.12	45.8	-23.5
147	3	3.42	-46.9	-56.2	35	-47	-55.2	35
146	3	3.93	-21.9	-25	0	-19.8	-26.1	1.71
145	3	4.3	9.38	-12.5	35	8.34	-13.4	35
144	3	3.36	-9.38	62.5	35	-8.33	63.5	35
143	3	4.08	-31.2	-28.1	60	-30.2	-26.1	60
142	3	3.86	-12.5	-78.1	-45	-11.5	-78.1	-48.3
141	3	3.4	-12.5	25	20	-13.5	24	20
140	3	3.88	-12.5	-31.2	55	-13.4	-34.2	55
139	3	3.88	3.12	-46.9	55	3.12	-43.9	55
138	3	3.66	-18.8	-28.1	-55	-16.7	-28.1	-53.4
137	3	3.8	28.1	62.5	20	29.1	63.5	20
136	3	3.62	12.5	-46.9	-30	11.5	-48.9	-30
135	3	3.42	-40.6	-18.8	55	-40.6	-17.7	51.7
134	3	3.93	-31.2	18.8	-60	-32.2	17.8	-60
133	3	3.33	-34.4	-59.4	-25	-31.3	-58.4	-25
132	3	3.55	-68.8	-6.25	-25	-69.8	-4.18	-23.4
131	3	3.6	-9.38	-28.1	65	-9.31	-28.1	65
130	3	3.82	-46.9	-56.2	-60	-44.9	-59.3	-58.3
129	2	3.52	-59.4	-3.12	-5	-60.9	-3.12	-5
128	2	3.24	-46.9	18.8	35	-46.9	17.2	35
127	2	3.27	15.6	46.9	20	17.2	46.9	20
126	2	3.28	-9.38	62.5	25	-7.84	62.5	25
125	2	3.63	6.25	0	20	7.7	0	20
124	2	3.76	3.12	81.2	15	4.58	81.3	15
123	2	3.25	-59.4	28.1	20	-57.8	28.1	17.5
122	2	3.69	50	3.12	30	51.5	3.12	30
121	2	3.17	-18.8	6.25	30	-18.8	4.69	30
120	2	4.11	31.2	75	10	31.2	73.6	10
119	2	4.53	-28.1	59.4	30	-28.1	58.1	30
118	2	4.11	-31.2	-78.1	5	-31.2	-79.5	5
117	2	4.17	-34.4	-65.6	35	-33	-65.6	35
116	2	3.27	-28.1	75	0	-26.6	73.4	2.49
115	2	3.55	-12.5	-46.9	-40	-14	-46.9	-40
114	2	3.36	31.2	-37.5	-30	31.3	-36	-30
113	2	3.74	-3.12	31.2	-30	-4.58	31.2	-30
112	2	3.33	-9.38	3.12	55	-10.9	3.12	57.4
111	2	3.43	-9.38	18.8	-25	-10.9	20.2	-27.4
110	2	3.43	-12.5	-56.2	-30	-11	-56.2	-30
109	2	4.09	-31.2	-78.1	-30	-29.9	-78.1	-30
108	2	3.39	-62.5	-34.4	-25	-62.5	-35.9	-25
107	2	3.36	-37.5	-15.6	-25	-35.9	-15.6	-25
106	2	3.93	40.6	28.1	45	40.6	26.7	45
105	2	3.92	-37.5	21.9	-40	-39	21.9	-40
104	2	3.54	-18.8	18.8	60	-18.8	17.2	60
103	2	3.37	3.12	53.1	-25	3.12	51.6	-25
102	2	3.46	0	-31.2	-20	1.53	-31.2	-20
101	2	3.28	-21.9	6.25	45	-20.4	6.25	45
100	2	3.28	-31.2	-25	-20	-32.8	-25	-20
99	2	3.65	-37.5	37.5	-20	-37.5	39	-20
98	2	3.64	46.9	-28.1	45	45.4	-28.1	45
97	2	4.06	-18.8	-59.4	-55	-18.8	-58	-55
96	2	3.26	28.1	53.1	40	29.7	51.6	40
95	2	3.79	71.9	-12.5	-15	71.9	-10.9	-15
94	2	3.17	3.12	25	-15	1.57	25	-15
93	2	3.9	-68.8	-3.12	-35	-68.8	-4.59	-35
92	2	3.3	21.9	43.8	-40	23.4	45.3	-40
91	2	3.86	68.8	-28.1	-10	68.8	-29.5	-10
90	2	3.83	31.2	18.8	-60	29.8	18.8	-60
89	2	3.84	43.8	-28.1	-65	43.8	-29.6	-65
88	2	3.29	-12.5	0	-10	-14	0	-10
87	1	3.97	9.38	-50	55	9.38	-50	55
86	1	3.18	6.25	46.9	50	6.25	46.9	50
85	1	3.15	-65.6	-9.38	30	-65.6	-9.38	30
84	1	3.16	37.5	-3.12	55	37.5	-3.12	55
83	1	3.12	0	34.4	55	0	34.4	55
82	1	3.43	6.25	-31.2	60	6.25	-31.2	60
81	1	3.18	-18.8	-37.5	30	-18.8	-37.5	30
80	1	3.25	-6.25	-18.8	60	-6.25	-18.8	60
79	1	3.31	-56.2	-50	30	-56.2	-50	30
78	1	3.51	21.9	-65.6	30	21.9	-65.6	30
77	1	3.63	3.12	-21.9	65	3.12	-21.9	65
76	1	3.24	15.6	62.5	35	15.6	62.5	35
75	1	3.84	-46.9	37.5	35	-46.9	37.5	35
74	1	3.18	59.4	18.8	35	59.4	18.8	35
73	1	3.25	-12.5	-15.6	40	-12.5	-15.6	40
72	1	3.11	-31.2	-15.6	35	-31.2	-15.6	35
71	1	3.45	18.8	53.1	40	18.8	53.1	40
70	1	4.37	-25	-68.8	35	-25	-68.8	35
69	1	3.67	-37.5	15.6	45	-37.5	15.6	45
68	1	3.16	-25	65.6	30	-25	65.6	30
67	1	3.67	34.4	-31.2	50	34.4	-31.2	50
66	1	3.12	25	-25	50	25	-25	50
65	1	3.11	-50	-21.9	50	-50	-21.9	50
64	1	3.26	9.38	-25	65	9.38	-25	65
63	1	3.3	-56.2	28.1	30	-56.2	28.1	30
62	1	3.63	28.1	-12.5	50	28.1	-12.5	50
61	1	3.4	-12.5	31.2	50	-12.5	31.2	50
60	1	3.25	-6.25	34.4	50	-6.25	34.4	50
59	1	3.11	37.5	53.1	-20	37.5	53.1	-20
58	1	3.14	-59.4	9.38	-20	-59.4	9.38	-20
57	1	3.18	-59.4	-28.1	-20	-59.4	-28.1	-20
56	1	3.53	-68.8	12.5	-25	-68.8	12.5	-25
55	1	3.43	68.8	9.38	-25	68.8	9.38	-25
54	1	3.11	-68.8	-18.8	-25	-68.8	-18.8	-25
53	1	3.35	-25	-65.6	-25	-25	-65.6	-25
