Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
52	1	3.65	-43.8	56.2	-30	-43.8	56.3	-30
51	1	3.27	-6.25	56.2	-30	-6.25	56.2	-30
50	1	3.5	46.9	43.8	-30	46.9	43.8	-30
49	1	3.39	-62.5	28.1	-30	-62.5	28.1	-30
48	1	3.39	62.5	-12.5	-30	62.5	-12.5	-30
47	1	3.72	-37.5	-40.6	-30	-37.5	-40.6	-30
46	1	3.38	0	15.6	-35	0	15.6	-35
45	1	3.16	-18.8	15.6	-40	-18.8	15.6	-40
44	1	3.39	9.38	9.38	-40	9.38	9.38	-40
43	1	3.18	-68.8	6.25	-40	-68.8	6.25	-40
42	1	3.18	21.9	-6.25	-40	21.9	-6.25	-40
41	1	3.1	-12.5	-37.5	-40	-12.5	-37.5	-40
40	1	3.11	40.6	40.6	-45	40.6	40.6	-45
39	1	3.3	15.6	21.9	-45	15.6	21.9	-45
38	1	3.54	-31.2	-75	-45	-31.2	-75	-45
37	1	3.53	-50	3.12	-50	-50	3.12	-50
36	1	3.23	-46.9	28.1	-55	-46.9	28.1	-55
35	1	3.67	-53.1	21.9	-55	-53.1	21.9	-55
34	1	3.42	34.4	-18.8	-55	34.4	-18.8	-55
33	1	3.21	50	-18.8	-55	50	-18.8	-55
32	1	3.14	-3.12	-15.6	-60	-3.12	-15.6	-60
31	1	3.62	-3.12	-9.38	-75	-3.12	-9.38	-75
30	1	3.2	-18.8	-12.5	-75	-18.8	-12.5	-75
29	1	3.3	59.4	31.2	25	59.4	31.2	25
28	1	3.28	15.6	-9.38	25	15.6	-9.38	25
27	1	3.31	-68.8	-15.6	25	-68.8	-15.6	25
26	1	3.42	-18.8	-31.2	25	-18.8	-31.2	25
25	1	3.64	59.4	18.8	20	59.4	18.8	20
24	1	3.25	-18.8	-21.9	20	-18.8	-21.9	20
23	1	3.18	6.25	28.1	15	6.25	28.1	15
22	1	3.2	-28.1	12.5	15	-28.1	12.5	15
21	1	4.06	15.6	-78.1	15	15.6	-78.1	15
20	1	3.34	15.6	81.2	10	15.6	81.2	10
19	1	3.13	-12.5	65.6	5	-12.5	65.6	5
18	1	3.28	-37.5	34.4	5	-37.5	34.4	5
17	1	3.86	3.12	21.9	5	3.12	21.9	5
16	1	3.22	68.8	-15.6	5	68.8	-15.6	5
15	1	3.36	37.5	75	0	37.5	75	0
14	1	3.31	12.5	65.6	0	12.5	65.6	0
13	1	3.1	46.9	56.2	0	46.9	56.3	0
12	1	3.87	-3.12	21.9	0	-3.12	21.9	0
11	1	3.11	12.5	-31.2	0	12.5	-31.2	0
10	1	3.64	-31.2	-59.4	0	-31.2	-59.4	0
9	1	3.2	3.12	21.9	-5	3.12	21.9	-5
8	1	3.1	-21.9	12.5	-5	-21.9	12.5	-5
7	1	3.12	-25	6.25	-5	-25	6.25	-5
6	1	3.16	68.8	-18.8	-5	68.8	-18.8	-5
5	1	3.17	-31.2	68.8	-10	-31.3	68.7	-10
4	1	3.55	62.5	-37.5	-10	62.5	-37.5	-10
3	1	3.12	-15.6	-31.2	-15	-15.6	-31.2	-15
2	1	4.05	-31.2	-34.4	-15	-31.2	-34.4	-15
1	1	3.46	0	-78.1	-15	0	-78.1	-15
