Cluster Index	Z	P	-log10(P)	x	y	z	
92	3.24	0.000603	3.22	25	-75	-55
91	3.79	7.45e-05	4.13	-56.2	50	-20
90	3.31	0.000474	3.32	-12.5	-78.1	-50
89	3.59	0.000165	3.78	12.5	6.25	-50
88	3.34	0.000414	3.38	43.8	15.6	-50
87	3.77	8.01e-05	4.1	18.8	40.6	-40
86	3.79	7.43e-05	4.13	34.4	-21.9	-35
85	3.29	0.000495	3.31	-59.4	-28.1	-20
84	3.66	0.000125	3.9	-6.25	15.6	-35
83	3.32	0.000454	3.34	-59.4	-56.2	-20
82	3.98	3.39e-05	4.47	-18.8	-84.4	-30
81	3.35	0.000411	3.39	-18.8	-75	-20
80	3.58	0.000174	3.76	31.2	-75	-30
79	3.29	0.000494	3.31	-12.5	-62.5	-30
78	4.45	4.34e-06	5.36	-6.25	50	-30
77	3.21	0.000669	3.17	-6.25	3.12	-30
76	3.28	0.000527	3.28	25	31.2	-30
75	3.85	5.86e-05	4.23	12.5	-46.9	-75
74	3.51	0.000227	3.64	-50	34.4	-10
73	4.16	1.61e-05	4.79	-6.25	-78.1	0
72	3.32	0.000445	3.35	68.8	0	-10
71	3.34	0.000423	3.37	-6.25	-21.9	-75
70	3.13	0.000862	3.06	3.12	-15.6	60
69	3.23	0.000618	3.21	-18.8	6.25	30
68	3.15	0.000821	3.09	-31.2	28.1	-35
67	3.38	0.000364	3.44	12.5	-9.38	60
66	3.23	0.000609	3.22	-56.2	-3.12	30
65	3.36	0.000384	3.42	3.12	-21.9	65
64	3.56	0.000184	3.74	-25	-12.5	65
63	3.15	0.000811	3.09	-28.1	-46.9	-30
62	3.53	0.000208	3.68	62.5	-25	30
61	3.12	0.000904	3.04	-6.25	-40.6	-75
60	3.17	0.000763	3.12	-25	-21.9	-30
59	3.4	0.000333	3.48	12.5	62.5	25
58	3.49	0.000242	3.62	-28.1	31.2	25
57	3.21	0.000675	3.17	3.12	-46.9	55
56	3.32	0.000457	3.34	-12.5	25	30
55	3.5	0.000232	3.63	15.6	40.6	50
54	3.17	0.000769	3.11	3.12	-56.2	-70
53	3.09	0.000995	3	46.9	40.6	-50
52	3.33	0.000435	3.36	53.1	21.9	-50
51	3.39	0.000347	3.46	25	21.9	35
50	3.35	0.000403	3.39	18.8	-6.25	-65
49	3.65	0.000132	3.88	28.1	-18.8	50
48	3.1	0.000966	3.02	-40.6	-28.1	40
47	3.19	0.000705	3.15	-34.4	-53.1	-55
46	3.27	0.000537	3.27	-21.9	-75	-60
45	3.1	0.000978	3.01	25	-40.6	50
44	3.64	0.000138	3.86	-15.6	3.12	-60
43	3.11	0.00095	3.02	15.6	-46.9	50
42	3.37	0.00037	3.43	6.25	-53.1	10
41	3.46	0.00027	3.57	-28.1	46.9	-20
40	3.16	0.000789	3.1	-9.38	-62.5	10
39	3.11	0.000928	3.03	-46.9	-65.6	10
38	3.27	0.000537	3.27	-21.9	-78.1	10
37	3.33	0.000427	3.37	-40.6	25	5
36	3.17	0.00077	3.11	-71.9	-18.8	5
35	3.09	0.00099	3	6.25	78.1	-20
34	3.38	0.000361	3.44	-40.6	-59.4	-15
33	3.12	0.000901	3.05	-37.5	59.4	0
32	3.35	0.000406	3.39	46.9	-59.4	-10
31	3.35	0.000397	3.4	-25	-15.6	-10
30	3.19	0.000708	3.15	65.6	21.9	-10
29	3.34	0.000417	3.38	-3.12	21.9	0
28	3.6	0.000158	3.8	65.6	-9.38	0
27	3.22	0.000637	3.2	50	59.4	-10
26	3.46	0.000269	3.57	-40.6	62.5	-10
25	3.16	0.000783	3.11	62.5	15.6	-5
24	3.25	0.000584	3.23	25	62.5	-5
23	3.17	0.000755	3.12	9.38	-87.5	0
22	3.12	0.000911	3.04	-21.9	-71.9	0
21	3.31	0.000462	3.33	-53.1	37.5	-30
20	3.19	0.000709	3.15	-34.4	40.6	-30
19	3.33	0.000429	3.37	28.1	62.5	20
18	3.27	0.000537	3.27	-3.12	43.8	-30
17	3.26	0.000558	3.25	-21.9	43.8	-30
16	3.25	0.000567	3.25	-68.8	-34.4	20
15	3.47	0.000265	3.58	-40.6	-65.6	20
14	3.38	0.000361	3.44	-6.25	56.2	-30
13	3.27	0.00053	3.28	34.4	59.4	15
12	3.26	0.000549	3.26	-28.1	31.2	15
11	3.37	0.00038	3.42	3.12	9.38	-25
10	3.16	0.00078	3.11	-12.5	-87.5	-20
9	3.16	0.000802	3.1	-50	-65.6	-20
8	3.82	6.8e-05	4.17	65.6	-28.1	-20
7	3.3	0.000481	3.32	-68.8	-21.9	-20
6	3.25	0.000569	3.25	59.4	18.8	-20
5	3.12	0.000894	3.05	0	37.5	10
4	3.71	0.000103	3.99	53.1	25	-20
3	3.27	0.000533	3.27	0	25	-20
2	3.13	0.000883	3.05	-12.5	-43.8	10
1	3.37	0.000378	3.42	18.8	34.4	-20
