Cluster Index	Z	P	-log10(P)	x	y	z	
203	4.56	2.56e-06	5.59	34.4	-65.6	-50
203	4.41	5.28e-06	5.28	-40.6	-59.4	-60
203	4.26	1.02e-05	4.99	-31.2	-65.6	-65
203	4.21	1.26e-05	4.9	-21.9	-71.9	-50
203	4.2	1.33e-05	4.88	-3.12	-65.6	-60
203	4.19	1.4e-05	4.85	28.1	-59.4	-50
202	4.99	2.96e-07	6.53	-31.2	34.4	-5
202	4.66	1.57e-06	5.8	-37.5	28.1	-20
202	4.44	4.57e-06	5.34	-12.5	18.8	-10
202	4.34	7.08e-06	5.15	-25	46.9	15
202	4.16	1.56e-05	4.81	-31.2	46.9	0
202	4.07	2.33e-05	4.63	-15.6	37.5	10
201	4.86	5.81e-07	6.24	28.1	37.5	-10
201	4.82	7.31e-07	6.14	9.38	18.8	-10
201	4.59	2.2e-06	5.66	18.8	53.1	-20
201	4.4	5.43e-06	5.26	15.6	25	0
201	4.32	7.97e-06	5.1	6.25	43.8	-20
201	4.01	3.05e-05	4.52	43.8	46.9	-20
200	6.01	9.55e-10	9.02	31.2	-68.8	-10
200	5.49	2e-08	7.7	43.8	-40.6	-25
200	5.17	1.17e-07	6.93	34.4	-37.5	-35
200	5.11	1.58e-07	6.8	34.4	-56.2	-30
200	5.1	1.72e-07	6.76	46.9	-28.1	-25
200	4.5	3.39e-06	5.47	34.4	-65.6	-20
199	5.84	2.59e-09	8.59	-46.9	-50	-30
199	5.35	4.4e-08	7.36	-40.6	-50	-25
199	5.1	1.72e-07	6.76	-37.5	-50	-40
199	5.03	2.46e-07	6.61	-31.2	-59.4	-35
199	4.76	9.6e-07	6.02	-59.4	-46.9	-30
199	4.38	6.05e-06	5.22	-43.8	-31.2	-35
198	4.8	8.1e-07	6.09	-34.4	-59.4	0
198	4.4	5.45e-06	5.26	-34.4	-53.1	5
198	4.29	8.81e-06	5.05	-15.6	-62.5	30
198	4.02	2.91e-05	4.54	-31.2	-46.9	30
198	3.96	3.79e-05	4.42	-40.6	-40.6	30
198	3.92	4.37e-05	4.36	-18.8	-50	10
197	4.92	4.36e-07	6.36	31.2	-53.1	30
197	4.89	5.17e-07	6.29	28.1	-50	20
197	4.73	1.13e-06	5.95	25	-56.2	25
197	3.31	0.000459	3.34	15.6	-62.5	25
196	5.49	2.02e-08	7.69	31.2	-53.1	0
196	5.24	8.12e-08	7.09	34.4	-59.4	5
195	4.38	5.87e-06	5.23	6.25	34.4	30
195	3.56	0.000183	3.74	0	46.9	30
195	3.51	0.00022	3.66	0	21.9	30
194	4.93	4.03e-07	6.39	-37.5	3.12	35
194	4.16	1.57e-05	4.8	-34.4	9.38	35
193	4.63	1.8e-06	5.75	37.5	21.9	15
193	3.8	7.22e-05	4.14	28.1	15.6	20
192	4.11	2e-05	4.7	-6.25	-46.9	-60
192	3.85	5.84e-05	4.23	-3.12	-40.6	-65
192	3.67	0.00012	3.92	0	-53.1	-60
191	4.88	5.4e-07	6.27	-46.9	9.38	20
191	3.94	4.01e-05	4.4	-59.4	9.38	30
190	4.35	6.93e-06	5.16	9.38	15.6	35
190	3.89	4.96e-05	4.3	3.12	9.38	45
189	3.69	0.000113	3.95	-18.8	-46.9	-20
189	3.67	0.000119	3.92	-21.9	-46.9	-10
189	3.61	0.000152	3.82	-25	-37.5	-20
189	3.51	0.000222	3.65	-34.4	-40.6	-15
188	4.35	6.73e-06	5.17	15.6	78.1	0
188	4.07	2.35e-05	4.63	18.8	71.9	0
188	3.8	7.25e-05	4.14	28.1	75	0
188	3.37	0.000381	3.42	6.25	68.8	0
187	3.91	4.55e-05	4.34	-53.1	43.8	10
187	3.81	6.98e-05	4.16	-43.8	50	20
187	3.69	0.000111	3.96	-46.9	40.6	15
186	3.88	5.23e-05	4.28	40.6	46.9	10
186	3.72	9.83e-05	4.01	21.9	43.8	15
186	3.4	0.000334	3.48	28.1	40.6	15
185	4.57	2.44e-06	5.61	-21.9	31.2	-50
184	4.27	9.85e-06	5.01	-28.1	-53.1	-15
184	3.94	4.13e-05	4.38	-18.8	-65.6	-10
183	4.11	1.97e-05	4.7	28.1	-40.6	-20
183	3.99	3.32e-05	4.48	21.9	-34.4	-15
183	3.91	4.53e-05	4.34	15.6	-34.4	-15
182	3.92	4.34e-05	4.36	53.1	-46.9	-40
182	3.74	9.02e-05	4.04	50	-40.6	-50
182	3.65	0.00013	3.88	50	-34.4	-55
182	3.62	0.000147	3.83	53.1	-34.4	-45
182	3.62	0.000149	3.83	46.9	-53.1	-40
181	5.29	6.02e-08	7.22	-53.1	-25	25
180	4.47	3.95e-06	5.4	3.12	-50	-10
179	4.29	8.8e-06	5.06	-40.6	62.5	-20
179	3.78	7.86e-05	4.1	-31.2	62.5	-20
178	4.04	2.68e-05	4.57	43.8	-21.9	-15
178	3.77	8.26e-05	4.08	50	-9.38	-15
177	4.56	2.62e-06	5.58	-56.2	-62.5	0
176	4.06	2.41e-05	4.62	0	28.1	15
176	3.5	0.000233	3.63	12.5	28.1	20
175	3.92	4.48e-05	4.35	9.38	-37.5	-75
175	3.79	7.52e-05	4.12	9.38	-28.1	-75
174	4.44	4.4e-06	5.36	31.2	62.5	5
173	4.8	7.85e-07	6.11	25	46.9	0
172	4.34	7e-06	5.16	21.9	-28.1	-65
171	4.6	2.08e-06	5.68	46.9	-21.9	25
171	3.34	0.000417	3.38	46.9	-28.1	30
170	4.14	1.75e-05	4.76	-15.6	53.1	-20
170	3.55	0.000192	3.72	-12.5	40.6	-20
169	3.71	0.000102	3.99	-15.6	78.1	-10
169	3.62	0.000147	3.83	-12.5	71.9	-20
168	3.7	0.000106	3.98	28.1	9.38	30
168	3.41	0.00032	3.49	28.1	6.25	45
167	4.2	1.32e-05	4.88	-12.5	-87.5	-10
166	4.36	6.48e-06	5.19	37.5	-71.9	0
165	3.83	6.51e-05	4.19	-21.9	-25	-70
164	3.67	0.000123	3.91	15.6	40.6	-30
164	3.55	0.000191	3.72	25	40.6	-30
163	3.88	5.3e-05	4.28	-3.12	78.1	-20
163	3.83	6.35e-05	4.2	3.12	68.8	-20
162	3.71	0.000105	3.98	-53.1	-28.1	10
161	3.87	5.54e-05	4.26	-9.38	15.6	40
160	4.04	2.63e-05	4.58	21.9	28.1	-50
159	4.24	1.13e-05	4.95	-50	-12.5	50
158	4.66	1.59e-06	5.8	53.1	37.5	-10
157	4.62	1.91e-06	5.72	-43.8	-68.8	-10
156	4.27	9.97e-06	5	-59.4	-12.5	40
155	3.63	0.000142	3.85	12.5	-81.2	-30
155	3.62	0.00015	3.82	18.8	-78.1	-30
154	4.09	2.16e-05	4.67	-46.9	34.4	0
153	3.54	0.000197	3.71	59.4	-37.5	-20
153	3.53	0.00021	3.68	59.4	-43.8	-20
152	4	3.13e-05	4.5	-15.6	0	-10
151	4.07	2.39e-05	4.62	-50	-28.1	-10
150	4.18	1.43e-05	4.84	12.5	-46.9	10
149	3.59	0.000167	3.78	6.25	59.4	-10
148	4.15	1.68e-05	4.78	28.1	-78.1	-10
147	4.03	2.77e-05	4.56	-15.6	-28.1	65
146	4.48	3.73e-06	5.43	-6.25	25	-40
145	3.74	9.2e-05	4.04	28.1	37.5	-40
144	3.67	0.000123	3.91	-12.5	-68.8	35
143	3.32	0.000449	3.35	25	-15.6	25
142	3.25	0.000581	3.24	-56.2	-34.4	40
141	3.18	0.000729	3.14	-43.8	-62.5	-35
140	3.62	0.000148	3.83	-65.6	-25	30
139	3.66	0.000128	3.89	-53.1	-53.1	30
138	3.35	0.000405	3.39	-37.5	-65.6	30
138	3.33	0.000431	3.37	-34.4	-59.4	30
137	3.98	3.37e-05	4.47	6.25	25	-30
136	3.54	0.000202	3.69	-31.2	34.4	-40
135	3.74	9.06e-05	4.04	-6.25	31.2	-30
134	3.36	0.000391	3.41	-56.2	25	-20
133	3.46	0.000267	3.57	50	37.5	20
132	3.77	8.06e-05	4.09	-50	-21.9	-50
131	3.93	4.32e-05	4.36	-18.8	62.5	-10
130	3.96	3.77e-05	4.42	-46.9	-34.4	0
129	3.59	0.000167	3.78	6.25	75	-10
128	3.65	0.000129	3.89	50	-31.2	0
127	3.56	0.000187	3.73	21.9	-12.5	-10
126	3.3	0.000482	3.32	-50	-56.2	-20
125	3.27	0.000544	3.26	-43.8	43.8	5
124	4.07	2.34e-05	4.63	6.25	12.5	-40
124	3.49	0.000244	3.61	0	15.6	-35
123	3.57	0.00018	3.74	-56.2	-28.1	-35
122	3.78	7.91e-05	4.1	-43.8	-53.1	40
121	4.12	1.88e-05	4.73	-56.2	-15.6	-35
120	3.39	0.000351	3.45	0	31.2	-10
119	3.35	0.000402	3.4	43.8	3.12	-35
118	3.61	0.000152	3.82	-34.4	-15.6	30
117	3.75	8.81e-05	4.06	-21.9	-37.5	0
116	3.38	0.000367	3.44	-3.12	78.1	-10
115	3.48	0.000252	3.6	40.6	-31.2	0
114	3.46	0.000274	3.56	-53.1	37.5	-20
113	3.69	0.00011	3.96	-62.5	-15.6	0
112	3.34	0.000418	3.38	-59.4	31.2	10
111	3.39	0.000345	3.46	3.12	-3.12	65
110	4.12	1.9e-05	4.72	59.4	21.9	0
109	3.55	0.00019	3.72	-18.8	-6.25	65
108	3.65	0.000132	3.88	-12.5	-3.12	50
107	3.69	0.000112	3.95	59.4	-31.2	5
106	3.21	0.000667	3.18	40.6	-68.8	10
105	3.21	0.000658	3.18	-15.6	-62.5	10
104	3.68	0.000116	3.93	-34.4	-28.1	50
103	3.4	0.000341	3.47	43.8	18.8	40
102	3.4	0.000342	3.47	12.5	75	10
101	3.94	4.13e-05	4.38	0	-62.5	15
100	3.94	4.05e-05	4.39	-12.5	6.25	40
99	3.96	3.7e-05	4.43	65.6	-34.4	15
98	3.84	6.16e-05	4.21	-9.38	59.4	35
97	3.59	0.000164	3.78	-3.12	71.9	15
96	3.33	0.000442	3.35	34.4	28.1	40
95	3.29	0.000509	3.29	0	12.5	20
94	3.53	0.000206	3.69	-53.1	-15.6	30
93	3.18	0.000729	3.14	-21.9	21.9	30
