Cluster Index	Z	P	-log10(P)	x	y	z	
145	5.13	1.48e-07	6.83	-34.4	31.5	-27.3
145	4.8	7.85e-07	6.11	-40.1	18.2	-39.4
145	4.58	2.28e-06	5.64	-12.9	15.5	-24.7
145	4.53	2.93e-06	5.53	4.69	50	8.18
145	4.5	3.46e-06	5.46	9	34.8	22.3
145	4.49	3.54e-06	5.45	-29.3	53	-13.1
144	6.12	4.77e-10	9.32	39.8	-64.8	17.7
144	5.61	1e-08	8	52.3	-44.4	-11
144	5.61	1.01e-08	8	38.4	-45.3	20.2
144	5.36	4.06e-08	7.39	42	-48.7	28.3
144	5.3	5.84e-08	7.23	42.4	-46.7	-22.6
144	5.24	7.89e-08	7.1	43.3	-62.1	-8.54
143	5	2.91e-07	6.54	30	35.6	-33.6
143	4.95	3.66e-07	6.44	10.8	16.8	-24.6
143	4.73	1.1e-06	5.96	19.3	45.2	-51.2
143	4.55	2.72e-06	5.57	16.7	27.7	-17.5
143	4.47	3.98e-06	5.4	6.32	35.6	-46.8
143	4.3	8.73e-06	5.06	-17.9	43.2	-51.4
142	5.96	1.3e-09	8.89	-45.1	-61	-11.9
142	5.47	2.2e-08	7.66	-38.5	-58.3	-6.79
142	5.23	8.6e-08	7.07	-34.5	-65.1	-21.9
142	5.16	1.23e-07	6.91	-27.3	-71.2	-12.3
142	4.9	4.8e-07	6.32	-58.8	-58.7	-13.4
142	4.52	3.03e-06	5.52	-42.6	-45.3	-25.9
141	4.93	4.05e-07	6.39	-32.3	-55.1	23
141	4.55	2.72e-06	5.56	-32.9	-46.9	25
141	4.44	4.41e-06	5.36	-13.1	-43	54.8
141	4.18	1.45e-05	4.84	-31	-29.1	47.2
141	4.12	1.9e-05	4.72	-41.5	-23.8	44.2
141	4.09	2.19e-05	4.66	-16.4	-40.7	28.6
140	4.77	8.99e-07	6.05	40	33	-0.805
140	3.97	3.61e-05	4.44	30	28.9	7.22
140	3.88	5.29e-05	4.28	29.9	27.6	20.3
140	3.65	0.000133	3.88	52.3	50.9	-3.25
140	3.6	0.00016	3.8	29.4	31.7	37
139	4.42	4.93e-06	5.31	-25.2	-55.8	4.85
139	4.1	2.07e-05	4.68	-14.5	-64.8	16
139	3.86	5.65e-05	4.25	-15.2	-51.7	-3.17
139	3.85	5.95e-05	4.23	-19.1	-47.2	6.91
139	3.79	7.58e-05	4.12	-22.6	-43.2	-7.71
139	3.69	0.000111	3.95	-32.8	-44.4	-1.2
138	4.94	3.93e-07	6.41	25.6	49	-28
138	4.05	2.62e-05	4.58	42	54.6	-17.9
138	3.89	4.91e-05	4.31	21.7	52.8	-11.4
138	3.59	0.000167	3.78	28.7	50.2	-9.88
137	5.07	2.02e-07	6.7	-41	20.2	28.1
137	4.32	7.85e-06	5.1	-38	26.3	25.1
136	5.01	2.7e-07	6.57	-50.9	18.6	9.95
136	4.11	2e-05	4.7	-64.9	22.5	20
136	3.43	0.000305	3.52	-60.7	10.8	26
135	4.5	3.36e-06	5.47	13.5	78	-43.1
135	4.23	1.17e-05	4.93	17.3	72.3	-40.1
135	3.97	3.62e-05	4.44	27.2	75.8	-41.6
135	3.55	0.000191	3.72	3.91	68.6	-38.7
134	5.42	3.01e-08	7.52	-55.8	-12	31.5
133	4.1	2.02e-05	4.69	-14.3	26.9	31.8
133	4.03	2.77e-05	4.56	-11.5	36	27.2
133	3.5	0.000228	3.64	-15	40	12.6
133	3.38	0.000365	3.44	-25	36.5	14.1
132	4.2	1.34e-05	4.87	50.7	-22	-9.95
132	3.94	4.13e-05	4.38	56.7	-9.8	-16
131	4.59	2.17e-06	5.66	-7.17	36.1	-59.9
131	4.15	1.69e-05	4.77	7.9	13.2	-47.8
131	3.91	4.53e-05	4.34	-6.02	18.4	-50.9
131	3.46	0.000268	3.57	-3.4	30.4	-56.9
130	4.32	7.98e-06	5.1	15.1	-92.5	-31.4
130	3.72	9.81e-05	4.01	-1.6	-96.4	-29.9
130	3.46	0.000268	3.57	-15.1	-97.1	-30
129	4.44	4.4e-06	5.36	-45.6	50.6	-56
129	3.95	3.93e-05	4.41	-35.4	51.2	-55.9
128	4.59	2.2e-06	5.66	31.2	66.5	-30.5
128	3.47	0.000265	3.58	34.3	68.4	-18.9
127	4.04	2.65e-05	4.58	-5.94	67.6	-63.4
127	4	3.18e-05	4.5	1.4	59.1	-58.8
126	3.84	6.13e-05	4.21	17.1	28.5	-55.3
126	3.73	9.55e-05	4.02	27.3	29.1	-55.3
126	3.47	0.000263	3.58	27.8	20.2	-50.8
125	4.23	1.19e-05	4.92	-50.7	-31.1	-2.24
125	4.12	1.88e-05	4.73	-47.3	-32.2	10.9
124	4.75	1.04e-06	5.98	52.3	-3.19	30.4
124	3.53	0.000209	3.68	52.5	-6.78	38.5
123	4.42	4.98e-06	5.3	-64	6.42	40.6
122	4.19	1.39e-05	4.86	-15.6	-86.4	-54.1
122	4.15	1.67e-05	4.78	-8.86	-86	-54.1
121	4.76	9.53e-07	6.02	-41.4	-69.2	17.4
121	3.57	0.00018	3.74	-38.4	-62.5	7.82
120	3.76	8.37e-05	4.08	4.92	55.1	-44.2
119	4.39	5.66e-06	5.25	-54.2	11.6	50.7
118	3.64	0.000137	3.86	-57.6	26.2	-44
118	3.55	0.000195	3.71	-60.2	14.2	-38
117	3.88	5.27e-05	4.28	-54.9	-22	17.9
116	3.54	0.000203	3.69	-36.6	-47.3	56.2
116	3.52	0.000215	3.67	-33.6	-41.2	53.2
115	3.83	6.44e-05	4.19	57.4	-23.5	9.73
115	3.66	0.000126	3.9	47.2	-24.1	9.69
114	3.65	0.00013	3.89	28.6	-86.9	-52.5
113	3.79	7.41e-05	4.13	-69.5	-10.4	36.5
112	3.51	0.000225	3.65	28.3	1.44	27.3
111	3.94	4.03e-05	4.39	-49.3	-43.8	-45.6
110	4.8	7.97e-07	6.1	57	37.1	-33.5
109	3.58	0.00017	3.77	45.8	42.1	25.9
108	3.95	3.95e-05	4.4	-44.6	-31.1	60.3
107	3.58	0.000171	3.77	9.86	79.5	-31.6
106	3.58	0.000174	3.76	25.5	41.6	19.3
106	3.51	0.000221	3.66	35.1	50.4	21.4
105	3.84	6.15e-05	4.21	-9.54	-46.4	62.9
104	3.54	0.000201	3.7	50.1	-7.64	-42.2
103	3.53	0.000209	3.68	-65.3	33.9	-10.7
102	4.28	9.4e-06	5.03	-57.1	-31.3	-33.5
101	3.89	5.11e-05	4.29	-19.9	71.5	-53.3
100	3.48	0.000255	3.59	-0.301	24.3	8.62
99	3.41	0.000329	3.48	-12.2	-52.3	34.6
99	3.36	0.000394	3.4	-5.44	-52	34.7
98	3.83	6.42e-05	4.19	-54.3	-36.3	50.1
97	3.91	4.6e-05	4.34	31.3	21.7	-63.8
96	3.8	7.33e-05	4.13	-15.7	61.1	-60.4
95	3.44	0.000291	3.54	-59.2	-14.1	51.2
94	3.74	9.35e-05	4.03	26.2	-12.1	-9.51
93	3.92	4.4e-05	4.36	-20.1	-33.7	12.5
92	3.75	9.02e-05	4.04	-56.3	-43.1	-27.5
91	3.4	0.000334	3.48	-4.3	-8.26	-37.3
90	4.13	1.85e-05	4.73	73.9	-18.6	26.4
90	3.25	0.000567	3.25	66.9	-16	24.9
89	3.39	0.000355	3.45	-37.1	25.6	-55.5
88	3.43	0.000301	3.52	35.4	-92	-24.7
87	3.79	7.59e-05	4.12	-36.3	0.274	32.1
86	3.86	5.58e-05	4.25	67.3	-20.6	14.8
85	3.56	0.000184	3.74	-6.38	72.3	-53.3
84	4.02	2.93e-05	4.53	21	-75.5	-58.5
83	3.53	0.000205	3.69	-13.5	-78.3	10.4
82	3.28	0.000526	3.28	-49.7	-5.94	59.8
81	3.42	0.000309	3.51	-20.7	21.9	21.6
80	3.55	0.00019	3.72	5.25	0.541	-35.3
79	3.49	0.000241	3.62	-48.5	-62.4	1.24
78	3.51	0.000227	3.64	-58.7	-62.9	1.2
77	3.96	3.72e-05	4.43	41.4	-31.9	-30.2
76	3.49	0.000241	3.62	-70.9	-31	-15.4
75	3.72	0.000101	4	-32.9	15.2	-62.6
74	4.1	2.07e-05	4.68	4.5	-49.1	39.7
73	3.82	6.6e-05	4.18	-14.2	22.7	46.4
72	3.82	6.59e-05	4.18	30.8	10.3	54
71	3.5	0.000237	3.63	-5.24	-94.9	-18.3
70	3.53	0.000207	3.68	50	-2.79	-63.3
69	3.52	0.000213	3.67	-44.4	26.7	-12.7
68	3.39	0.000352	3.45	-30.2	-74.8	-35.5
67	3.23	0.000621	3.21	-20.6	-78.2	35.1
66	3.71	0.000103	3.99	-56.6	-0.829	32.1
65	3.18	0.000747	3.13	52.8	6.27	-67.8
64	3.42	0.000318	3.5	52.3	57.6	-44.1
63	3.32	0.000447	3.35	-1.39	43.3	-13.5
62	3.13	0.000867	3.06	5.77	-23.7	70.5
61	3.48	0.000247	3.61	-7.07	-70.8	-5.7
60	3.2	0.000699	3.16	9.59	-14.1	-27.7
59	3.37	0.000381	3.42	-23.1	-33	-25.3
58	3.16	0.00078	3.11	10.6	13	14.7
57	3.68	0.000116	3.93	13.6	65.8	25.4
56	3.52	0.000215	3.67	27.1	73.3	-15.4
55	3.19	0.00071	3.15	-17.6	-24.2	32.7
54	3.59	0.000166	3.78	9.97	74.7	-10.4
53	3.16	0.000777	3.11	19.4	87.1	-16.4
52	3.16	0.000779	3.11	-6.7	-36.7	51.8
51	3.19	0.000706	3.15	56.5	-15.5	43
50	3.71	0.000104	3.98	69.2	-2.9	37
49	3.1	0.000962	3.02	-30	4.04	55.3
48	3.18	0.000745	3.13	13.2	23.7	21.8
47	3.17	0.000768	3.11	-45.9	-11.7	62.8
46	3.2	0.000699	3.16	11.8	-11.5	64.5
45	3.22	0.000639	3.19	42.4	-12.8	66.1
44	3.3	0.000483	3.32	-42.7	-7.27	48.2
43	3.14	0.000847	3.07	-46.5	-1.54	45.2
42	3.19	0.000708	3.15	34.3	61.6	21.9
41	3.17	0.000771	3.11	20.4	13.3	46
40	3.25	0.00058	3.24	41.8	10.2	-26.5
39	3.13	0.000886	3.05	58.8	11.1	-26.5
38	3.29	0.000495	3.31	4.22	68.2	-63.3
37	3.22	0.000643	3.19	50.7	32.1	-43.6
36	3.46	0.000266	3.57	0.69	17.5	-37.8
35	3.24	0.000597	3.22	27.8	19	-37.7
34	3.57	0.000181	3.74	-7.55	42	-62.9
33	3.26	0.000565	3.25	38	20.8	-50.7
32	3.13	0.000883	3.05	28.3	-39.2	-20.6
31	3.35	0.000406	3.39	-24.9	-56.9	-13.3
30	3.35	0.00041	3.39	-32.7	11.6	-54.5
29	3.2	0.000683	3.17	-47	23.3	-67.1
28	3.22	0.00064	3.19	55.9	8.15	-56.2
27	3.13	0.000862	3.06	39.9	-7.56	-48.8
26	3.27	0.000529	3.28	65.2	-29.9	-36.6
25	3.19	0.000708	3.15	29.9	-60.9	-28.2
24	3.52	0.000217	3.66	59.7	3.68	-66.3
23	3.14	0.000855	3.07	43.6	-9.08	-60.3
22	3.17	0.000775	3.11	30.2	-12.8	-58.9
21	3.36	0.000385	3.41	11.2	-82.6	-49
20	3.1	0.000971	3.01	-33.2	61.7	-17.6
19	3.15	0.000821	3.09	-63	-1.63	7.35
18	3.25	0.000568	3.25	18.8	-59.5	39.3
17	3.18	0.000725	3.14	-7.68	-69.9	43.7
16	3.24	0.000608	3.22	18	59.8	-27.5
15	3.14	0.000835	3.08	-20	16.2	-6.58
14	3.1	0.000975	3.01	76.5	-5.3	7.3
13	3.18	0.000727	3.14	-33.7	72.5	-41.8
12	3.53	0.000208	3.68	-3.38	23.7	-16.1
11	3.78	7.9e-05	4.1	73	-1.89	-0.763
10	3.14	0.000838	3.08	-71.4	-27.6	7.78
9	3.18	0.000736	3.13	61.7	-38.1	17.3
8	3.13	0.000888	3.05	-24.9	-63.6	27.5
7	3.32	0.000455	3.34	-18	-66.2	29
6	3.18	0.000734	3.13	-53	57.2	-40.9
5	3.36	0.000392	3.41	68.3	19.3	-17.9
4	3.39	0.000354	3.45	71.5	23	-25.9
3	3.17	0.000754	3.12	-2.56	13.1	-23.2
2	3.54	0.000198	3.7	-24.3	-17.8	-8.17
1	3.1	0.000972	3.01	64.6	26.3	-34
