Cluster Index	Z	P	-log10(P)	x	y	z	
198	3.36	0.000384	3.42	67.3	-15.2	-12.9
198	3.33	0.000428	3.37	74	-14.8	-12.9
197	4.84	6.45e-07	6.19	-29	11.4	-79.2
197	4.21	1.28e-05	4.89	-22.1	8.14	-71.1
197	3.56	0.000188	3.73	-21.5	-0.105	-73.1
196	4.08	2.24e-05	4.65	-22.3	56.5	-45.8
196	3.59	0.000165	3.78	-12.6	62.4	-42.2
196	3.56	0.000187	3.73	-10	73.8	-41.7
196	3.46	0.000268	3.57	-23.1	68.4	-51.8
196	3.32	0.000445	3.35	-12.5	63.6	-55.3
195	4.67	1.49e-06	5.83	-47.3	-32.2	10.9
195	3.63	0.000144	3.84	-47.4	-27.3	-10.3
195	3.4	0.000336	3.47	-60.4	-36.3	-12.4
194	4.19	1.41e-05	4.85	-63.8	-38.4	7.28
193	4.52	3.03e-06	5.52	-16.1	60.3	-22.6
193	3.74	9.04e-05	4.04	-6.9	75	-23.6
193	3.51	0.000222	3.65	-22.6	58.2	-34.2
192	4.33	7.43e-06	5.13	62.2	12.5	-39.6
192	4.07	2.4e-05	4.62	59	8.77	-31.5
192	4.02	2.9e-05	4.54	54.8	20.4	-37.6
192	3.81	7.07e-05	4.15	61.8	17.2	-29.5
192	3.28	0.000511	3.29	54.5	27	-47.1
191	4.88	5.19e-07	6.28	35.1	50.4	21.4
191	4.27	9.74e-06	5.01	25.5	41.6	19.3
190	4.26	1.03e-05	4.99	-51.5	32.9	-22.3
190	4.18	1.44e-05	4.84	-54.7	31	-33.9
189	4.3	8.54e-06	5.07	25.5	7.76	-69.4
189	3.75	9.01e-05	4.05	29.3	3.28	-79.5
188	4.33	7.33e-06	5.13	40.6	32.8	-56.7
187	3.91	4.57e-05	4.34	-45.6	50.6	-56
187	3.77	8.27e-05	4.08	-52	44.3	-53
187	3.38	0.000368	3.43	-35.4	51.2	-55.9
186	4.53	3e-06	5.52	47.6	-36.7	53.5
186	4.4	5.3e-06	5.28	57.8	-35.6	47
186	4.15	1.64e-05	4.79	41.9	-50.6	47.9
185	4.04	2.72e-05	4.57	-32.1	42.7	4.52
185	3.61	0.000153	3.82	-31.7	38	-5.57
184	4.04	2.64e-05	4.58	-24.9	45.8	-52.9
184	3.62	0.000147	3.83	-17.2	32	-51.9
183	5.16	1.22e-07	6.91	3.05	16.5	62.5
183	3.89	5.08e-05	4.29	5.45	30.8	61.6
183	3.81	7.05e-05	4.15	12.8	22.9	59.6
183	3.37	0.00037	3.43	10.1	15.1	51
182	5.41	3.08e-08	7.51	66.7	-13	23.4
182	4.23	1.15e-05	4.94	67.4	-25.5	36
182	3.73	9.43e-05	4.03	73.9	-18.6	26.4
181	3.61	0.000155	3.81	77	-8.69	-15.9
181	3.38	0.000364	3.44	70.1	-6.1	-17.4
180	3.82	6.56e-05	4.18	-1.04	36.7	-3.96
180	3.5	0.000234	3.63	8.9	39.6	1.12
179	4.45	4.35e-06	5.36	-5.2	7.8	-57.9
179	3.94	4.14e-05	4.38	-7.79	-3.59	-58.5
179	3.43	0.000299	3.52	-0.835	-6.18	-57
178	4.02	2.9e-05	4.54	7.35	70	-51.7
177	3.91	4.54e-05	4.34	-68.8	-15.5	1.76
176	3.8	7.36e-05	4.13	-47.4	28	-57
176	3.68	0.000115	3.94	-50.4	21.9	-54
175	4.26	1.01e-05	5	9.86	79.5	-31.6
175	3.36	0.000386	3.41	4.07	65	-30.6
174	4.12	1.89e-05	4.72	16.8	-79.2	36.7
174	3.54	0.000196	3.71	16.7	-75.6	28.6
174	3.26	0.000561	3.25	23.2	-72.9	33.7
173	3.92	4.5e-05	4.35	-54.2	11.6	50.7
173	3.34	0.000415	3.38	-50.5	5.89	53.8
172	4.29	9.05e-06	5.04	56.7	-9.8	-16
171	3.92	4.48e-05	4.35	-51.3	-24.8	19.4
170	4.03	2.76e-05	4.56	-40.2	-30.4	-33.4
170	3.4	0.000342	3.47	-46.8	-33.7	-32
169	4	3.19e-05	4.5	61.7	-39.4	30.4
168	3.96	3.71e-05	4.43	10.1	23.1	-2.94
167	3.71	0.000105	3.98	-23.1	20.4	-52.4
166	3.81	6.96e-05	4.16	-6.9	27.7	-30.7
166	3.76	8.53e-05	4.07	-0.13	28.1	-30.7
165	4.44	4.49e-06	5.35	-66.2	-4.78	8.85
164	4.46	4.11e-06	5.39	28.7	-57.3	50.9
163	3.87	5.5e-05	4.26	-64	6.42	40.6
162	4.41	5.2e-06	5.28	-51.5	-61.8	-36.6
161	3.68	0.000118	3.93	26.7	-22.2	8.11
160	3.47	0.000262	3.58	-7.46	22.4	52.9
159	3.86	5.69e-05	4.24	24.7	-29.6	-63
158	4.18	1.47e-05	4.83	-30.2	5.74	66.9
157	3.56	0.000186	3.73	29.6	83.4	-1.75
157	3.21	0.000654	3.18	23.1	80.7	-6.82
156	3.38	0.000364	3.44	46.2	3.57	-72.9
155	3.92	4.45e-05	4.35	-13.4	19.5	-8.06
154	4.32	7.95e-06	5.1	-57.1	-31.3	-33.5
153	3.7	0.000109	3.96	-9.47	-85.1	-4.73
152	3.55	0.000195	3.71	-57.8	-33.6	48.6
151	3.32	0.000444	3.35	-24.2	80.7	-33.2
150	3.84	6.24e-05	4.2	-0.301	24.3	8.62
149	3.58	0.000174	3.76	-26.4	-31.3	-45
148	3.54	0.000198	3.7	40.7	13.2	59.1
147	3.43	0.000297	3.53	-58.4	37.4	-43.5
146	4.82	7.17e-07	6.14	-0.951	86	-16.5
145	3.64	0.000138	3.86	-12.5	-4.55	66.5
144	3.29	0.000502	3.3	31.4	58	-1.29
143	3.41	0.000326	3.49	-40.7	73.2	-23.7
142	3.85	6.01e-05	4.22	-15.1	-2.45	-15.7
141	3.54	0.0002	3.7	-75	-26	19.4
140	3.62	0.000145	3.84	-50.2	-41.9	21.9
139	3.7	0.000107	3.97	-17.5	-22.3	13
138	4.24	1.13e-05	4.95	-4.95	-15.4	66
137	3.94	4.14e-05	4.38	-8.23	1.07	-48.4
136	3.63	0.000139	3.86	17.1	28.5	-55.3
135	3.35	0.000409	3.39	31.9	-39.4	-45.3
134	3.74	9.1e-05	4.04	-26.4	-86.7	1.77
133	3.47	0.000261	3.58	55.7	11.1	-57.7
132	3.29	0.000494	3.31	-7.58	-60.6	-23.3
131	3.2	0.000681	3.17	-75.4	-13.4	-24.5
130	4.03	2.8e-05	4.55	-2.64	18.6	-50.9
129	3.29	0.000494	3.31	-39.8	18.4	-70.6
128	3.41	0.000331	3.48	-9.56	-87	14.9
127	4.33	7.54e-06	5.12	-49.8	14.3	-62.6
126	3.59	0.000169	3.77	7.9	13.2	-47.8
125	3.83	6.37e-05	4.2	71.1	-19	-29.5
124	3.46	0.00027	3.57	-14.8	-50.2	-47.5
123	3.71	0.000102	3.99	64.3	27.3	-15.9
122	3.93	4.21e-05	4.38	10.7	8.14	35.8
121	3.91	4.52e-05	4.34	2.09	-16.1	47.9
120	3.44	0.000291	3.54	41.5	58	5.3
119	3.38	0.000359	3.44	67.5	-23.6	16.3
118	3.45	0.000276	3.56	12.4	-11.8	8.59
117	3.51	0.000225	3.65	-14	75.1	1.11
116	3.27	0.000541	3.27	54	23	23.4
115	4.61	2.04e-06	5.69	-12.5	-91.8	4.83
114	3.46	0.000267	3.57	-49.5	53.2	-26.3
113	3.17	0.000755	3.12	-16.6	69.8	-33.7
112	3.55	0.000192	3.72	-30.8	-18.6	-32.9
111	3.72	9.95e-05	4	20.9	24.1	-65.4
110	3.41	0.000322	3.49	31.3	21.7	-63.8
109	3.42	0.000318	3.5	-17.5	30.5	-7.55
108	4.17	1.56e-05	4.81	-74.2	10.7	19.4
107	3.51	0.000222	3.65	-38.9	3	-56.6
106	3.43	0.000296	3.53	-18.2	-15.9	34.7
105	3.18	0.000731	3.14	-14.6	35.4	2.55
104	3.75	8.93e-05	4.05	19.6	85.4	-28
103	3.51	0.000225	3.65	-0.894	87.2	-29.6
102	3.37	0.000373	3.43	7.23	12.8	14.7
101	3.25	0.000579	3.24	4.98	-38.4	-71.6
100	3.68	0.000115	3.94	-72.8	-0.73	-37
99	3.9	4.83e-05	4.32	-5.94	67.6	-63.4
98	3.58	0.000169	3.77	-74.9	-22.9	-13.4
97	3.83	6.48e-05	4.19	5.17	-15.5	72.6
96	3.14	0.000854	3.07	26.2	-12.1	-9.51
95	3.53	0.000207	3.68	12.9	79.5	-0.301
94	3.36	0.000392	3.41	-55.8	48.2	-36.4
93	3.42	0.000311	3.51	36.7	-5.23	-75
92	3.1	0.000957	3.02	27.7	-43.8	56.5
91	3.42	0.000312	3.51	-16.3	55.3	29.8
90	3.2	0.000696	3.16	3.05	71.2	22.3
89	4.24	1.1e-05	4.96	12.4	89.7	-17.9
88	3.59	0.000163	3.79	12.1	-18.1	74.1
87	3.29	0.000499	3.3	16.7	-13.5	-58.9
86	3.51	0.000223	3.65	40.2	-9.26	-60.4
85	3.3	0.000492	3.31	-13.1	-22.8	-67.6
84	3.43	0.000302	3.52	-53.3	52.2	11.5
83	3.16	0.00078	3.11	18.9	-10.9	33.3
82	3.44	0.000291	3.54	53.3	-51.2	-57.4
81	3.33	0.000434	3.36	23	24.1	53
80	3.39	0.000346	3.46	63.6	33.7	5.83
79	3.3	0.000476	3.32	-17.7	-59.3	-43
78	3.43	0.000304	3.52	30.2	74.5	2.77
77	4.13	1.85e-05	4.73	-35.1	29.9	48.3
76	3.21	0.000661	3.18	-22.7	47.7	45.9
75	3.62	0.000149	3.83	3.21	12.9	70.6
74	3.17	0.000772	3.11	3.3	69.5	10.7
73	3.35	0.000401	3.4	51.9	0.205	53.6
72	3.27	0.000535	3.27	-30.2	-74.8	-35.5
71	4.09	2.14e-05	4.67	-23.1	-47.1	62.8
70	3.24	0.000591	3.23	-55.1	-4.9	-71.7
69	4.18	1.45e-05	4.84	-34.1	71.7	-4
68	3.71	0.000105	3.98	-12.9	-79.8	-32.4
67	3.28	0.000522	3.28	-20.7	21.9	21.6
66	3.32	0.000451	3.35	-42.2	36.7	32.2
65	3.55	0.000189	3.72	41.6	53.1	26.5
64	3.27	0.00054	3.27	5.77	-23.7	70.5
63	3.13	0.000887	3.05	25.2	14.3	-79
62	3.53	0.000212	3.67	-31	-8.9	-75.2
61	3.29	0.000509	3.29	71.9	9.12	31
60	3.2	0.000699	3.16	-56.6	-0.829	32.1
59	3.22	0.000635	3.2	-36.3	0.274	32.1
58	3.51	0.000226	3.65	38.3	-1.16	60.1
57	3.12	0.000912	3.04	30.4	70.9	10.8
56	3.38	0.000361	3.44	30.8	10.3	54
55	3.58	0.000174	3.76	30.4	16.2	51
54	3.2	0.000693	3.16	-50.8	-20.1	-57.7
53	3.26	0.00056	3.25	-43.4	-40.9	15.4
52	3.12	0.000899	3.05	-2.83	68.9	-45.2
51	3.49	0.000243	3.61	-62.6	47.8	-36.4
50	3.49	0.000239	3.62	-67.7	20.8	-22.9
49	3.12	0.000914	3.04	-62.6	-5.66	-9.28
48	3.35	0.000407	3.39	-67.8	-29.7	2.75
47	3.18	0.000726	3.14	-61	-29.3	2.77
46	3.33	0.000433	3.36	-36.3	61.7	-48.9
45	3.29	0.000506	3.3	38.2	65.8	-48.6
44	3.11	0.00095	3.02	-46	55.3	-45.9
43	3.12	0.000893	3.05	27.3	29.1	-55.3
42	3.12	0.000904	3.04	21.3	11.4	-21.6
41	3.3	0.000479	3.32	-23.7	29.3	-57
40	3.11	0.000939	3.03	-24.3	-17.8	-8.17
39	3.54	0.000202	3.69	78	-24.1	-1.8
38	3.14	0.000859	3.07	71.8	-33.4	2.7
37	3.54	0.000199	3.7	-7.55	42	-62.9
36	3.23	0.000628	3.2	-48.2	39.8	-63.1
35	3.68	0.000116	3.93	-43	62	-55.4
34	3.67	0.000121	3.92	-30.6	-75.6	2.28
33	3.1	0.000964	3.02	56.8	-62	-1.94
32	3.11	0.000923	3.03	-70.7	-34.5	-7.35
31	3.38	0.000369	3.43	-63.2	-44.7	-14.4
30	3.17	0.000756	3.12	-8.86	8.68	-39.8
29	3.63	0.000141	3.85	-31.1	36.5	-48.4
28	3.4	0.000331	3.48	20.4	27.5	-42.2
27	3.46	0.000272	3.57	75	-29	-11.9
26	3.43	0.000303	3.52	48	66.1	-17.3
25	3.54	0.000199	3.7	-71.7	-13.6	-49.1
24	3.89	4.93e-05	4.31	9.1	-3.3	-51.9
23	3.53	0.000209	3.68	-37.6	-27.6	27.5
22	3.88	5.23e-05	4.28	22.4	-62.9	47.3
21	3.16	0.000799	3.1	38.2	19.1	-62.3
20	3.8	7.37e-05	4.13	30.2	80.6	-31.5
19	3.15	0.000829	3.08	65.2	11.3	4.78
18	3.39	0.00035	3.46	41.4	-31.9	-30.2
17	3.33	0.000431	3.37	52.1	-48.8	34.9
16	3.56	0.000184	3.74	-71.4	-20.2	-39.6
15	3.16	0.000801	3.1	-41.6	35.8	-17.2
14	3.53	0.000209	3.68	-20	16.2	-6.58
13	3.73	9.56e-05	4.02	1.92	1.62	-48.4
12	3.12	0.000911	3.04	76.5	-5.3	7.3
11	3.11	0.000947	3.02	-61.9	-18.8	9.84
10	4.23	1.18e-05	4.93	-28	-70.4	37.1
9	3.23	0.00061	3.21	-33.7	72.5	-41.8
8	3.42	0.000315	3.5	3.91	68.6	-38.7
7	3.19	0.000701	3.15	10.9	66	-37.1
6	3.25	0.000573	3.24	-42.9	57.1	-34.3
5	3.15	0.000807	3.09	-27.1	22.4	-16.2
4	3.83	6.3e-05	4.2	-3.38	23.7	-16.1
3	3.27	0.000531	3.28	-7.45	-64.8	-8.71
2	3.2	0.000696	3.16	73	-1.89	-0.763
1	3.88	5.22e-05	4.28	-37.8	-16	-34.4
