Cluster Index	Z	P	-log10(P)	x	y	z	
205	7.13	4.89e-13	12.3	55.7	-3.01	30.4
205	7.02	1.11e-12	12	-7.65	-69.3	37.1
205	6.43	6.47e-11	10.2	-15.6	-45.8	-6.18
205	6.42	6.69e-11	10.2	43.6	-69.3	7.58
205	6.32	1.32e-10	9.88	37.1	-72	2.51
205	6.3	1.49e-10	9.83	-11.1	-64	9.42
204	7.12	5.53e-13	12.3	43.2	36.2	-2.3
204	6.03	7.95e-10	9.1	30	35.6	-33.6
204	5.86	2.26e-09	8.65	29.7	30	25.4
204	5.03	2.46e-07	6.61	53.4	38	-15.4
204	4.58	2.32e-06	5.63	25.6	49	-28
204	4.58	2.32e-06	5.63	28.5	53.8	-17.9
203	5.68	6.93e-09	8.16	-14.9	35.8	27.2
203	5.26	7.19e-08	7.14	-34.4	31.5	-27.3
203	4.84	6.62e-07	6.18	1.85	40.3	19.2
203	4.77	9.19e-07	6.04	4.69	50	8.18
203	4.69	1.38e-06	5.86	5.4	36.9	27.3
203	4.66	1.61e-06	5.79	2.18	33.1	35.4
202	6.89	2.81e-12	11.6	-57.7	17.6	16.5
202	5.65	8.2e-09	8.09	-67.9	21.9	-4.71
202	5.21	9.37e-08	7.03	-50.9	19.2	3.4
202	4.36	6.37e-06	5.2	-58.1	22.2	26.6
202	4.23	1.17e-05	4.93	-57.4	17.1	-8.21
201	6.33	1.23e-10	9.91	-41	20.2	28.1
201	5.44	2.64e-08	7.58	-41.4	26.1	25.1
201	5.06	2.11e-07	6.68	-16.7	6.47	67
201	4.83	6.72e-07	6.17	-20.5	12.2	64
201	4.63	1.8e-06	5.74	-33.9	13.4	44.3
201	3.99	3.28e-05	4.48	-21.2	23.4	64.5
200	5.3	5.65e-08	7.25	32.1	-9.78	58
199	4.86	5.73e-07	6.24	-59.3	46.1	-16.7
199	3.35	0.000402	3.4	-61.9	34.1	-10.7
199	3.34	0.000419	3.38	-65.5	37.5	-18.8
198	4.59	2.24e-06	5.65	60.8	-22.1	-3.36
198	4.24	1.11e-05	4.95	57.4	-23.5	9.73
198	3.95	3.99e-05	4.4	47.1	-21.1	8.18
198	3.64	0.000135	3.87	50.7	-22	-9.95
