Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
115	3	3.26	-52	-5.41	-26.2	-52	-5.4	-26.2	0.886	-52.1	-2.98	-32.3	0.851
114	3	3.23	-17.3	25.7	6.96	-16.2	26.8	6.74	1.57	-17.3	25.7	6.96	1.34
113	3	3.54	9.65	29.8	-5.83	8.52	27.7	-5.43	1.22	9.65	29.8	-5.83	1.01
112	3	4.09	-38.8	-39.3	-3.73	-37.7	-40.3	-3.59	1.86	-35.4	-39.4	-3.81	1.7
111	3	3.55	51.9	-73.9	-17.3	54.1	-72.4	-13.9	1.21	55.3	-73.1	-11.8	1.16
110	3	3.71	38.9	-67.6	21.6	41.1	-64.5	21	1.02	38.9	-67.6	21.6	0.855
109	3	3.37	-69.4	-40.1	-14	-69.4	-43.1	-11.7	0.988	-69.4	-45.8	-7.38	0.864
108	3	3.29	31.9	-69.9	5.24	29.7	-69.6	7.14	0.884	31.9	-69.9	5.24	0.846
107	3	3.41	15.5	-35.9	5.43	16.6	-34.8	5.22	1.44	15.6	-32.6	4.86	1.27
106	3	3.66	-62	2.27	-21.6	-61	0.126	-21.3	1.16	-62	2.27	-21.6	1.01
105	3	3.44	-12.1	-54.8	-13.1	-13.2	-57	-12.7	2.11	-15.5	-58	-12.4	1.96
104	3	4.37	-0.449	-36.7	85.2	-2.54	-37.6	85.4	2.58	-3.83	-36.6	85.3	2.26
103	3	3.81	41.5	-68	-46.2	39.3	-66.9	-46.4	1.3	41.5	-68	-46.2	1.24
102	3	3.48	50.8	24	50.6	49.7	21.9	50.9	2.6	47.4	20.8	51.2	2.26
101	3	3.44	-54.5	-9.04	59.3	-53.3	-6.93	58.9	2.78	-54.4	-5.76	58.7	2.68
100	3	4.43	-11.3	-65.9	68	-10.3	-67	68.1	3.46	-11.3	-65.9	68	3.13
99	3	3.4	-12.6	-77.8	-31.7	-13.8	-81	-31.1	1.48	-16.1	-84.3	-30.5	1.34
98	3	3.55	-36.4	-60.9	-56.6	-35.3	-59.8	-56.8	1.49	-36.3	-57.6	-57.1	1.31
97	3	3.3	-0.792	-31.9	50.4	-0.792	-31.9	50.4	2	-0.836	-35.2	51	1.81
96	3	3.46	6.78	32.6	33.4	5.63	30.4	33.8	1.91	3.35	29.4	34	1.61
95	3	3.58	70.1	-29	36.6	69	-31.1	37	1.31	70.1	-29	36.6	1.05
94	3	3.24	11.8	-28.6	-35.3	11.8	-25.3	-35.9	1.4	11.9	-22	-36.4	1.19
93	3	3.27	24.5	-82.2	-32	21.1	-82.1	-31.9	1.37	21.1	-82.1	-31.9	1.32
92	3	3.49	32.3	-65.7	32.8	33.4	-63.6	32.4	1.02	32.3	-65.7	32.8	0.963
91	2	3.42	-61.7	11.3	-6.24	-61.7	12.9	-6.51	1.98	-61.7	11.3	-6.24	1.9
90	2	3.41	-9.13	-87.7	-7.46	-7.46	-87.7	-7.5	1.77	-5.75	-87.8	-7.54	1.56
89	2	3.1	2.31	-57.3	60.4	0.625	-57.3	60.5	3.47	2.31	-57.3	60.4	3.16
88	2	3.58	13.7	65	4.9	15.3	65	4.86	2.55	17.1	64.9	4.82	2.15
87	2	3.32	29.9	34.1	-18.5	28.2	34.2	-18.4	1.6	26.5	34.2	-18.4	1.56
86	2	3.32	-39.5	-58.3	-40	-37.8	-56.7	-40.3	1.12	-39.5	-58.3	-40	1.03
85	2	3.78	-42.7	-86.6	15.9	-42.6	-85.1	15.6	1.62	-42.7	-86.6	15.9	1.3
84	2	3.39	-35.5	-54.9	4.54	-34	-55.4	1.87	1.73	-35.5	-54.9	4.54	1.43
83	2	3.66	32.1	-78.8	35	33.7	-80.4	35.3	1.47	35.5	-82.2	35.5	1.37
82	2	3.43	-1.98	-69.8	0.531	-0.349	-69.8	0.493	1.62	-1.98	-69.8	0.531	1.45
81	2	3.73	-2.04	-34	-50.9	-3.72	-33.9	-50.9	1.63	-5.42	-33.9	-50.8	1.38
80	2	4.04	-5.72	-95.9	5.18	-5.7	-94.4	4.92	1.87	-5.72	-95.9	5.18	1.77
79	2	3.64	-27	9.1	72.3	-27	7.53	72.6	2.25	-27	9.1	72.3	1.89
78	2	3.4	-15.3	-87.3	37.9	-17	-85.6	37.6	2.35	-18.7	-83.9	37.4	2.2
77	2	3.21	25.4	-41.9	-10.7	27.1	-42	-10.8	1.27	25.4	-41.9	-10.7	1.23
76	2	4.21	56.7	-41.7	61.8	55.2	-43.1	62.1	2.46	53.3	-44.8	62.5	2.42
75	2	3.43	14.8	-45.9	-38	14.8	-47.4	-37.8	1.04	14.8	-45.9	-38	1
74	2	3.54	-42.5	-42.6	-25.7	-42.4	-40.9	-26	1.3	-42.5	-42.6	-25.7	1.25
73	2	3.65	-62.9	-55.1	-22.9	-63	-56.6	-22.6	1.37	-62.9	-55.1	-22.9	1.32
72	2	3.51	-34.5	-15.4	42.9	-36.1	-15.8	40.3	1.26	-34.5	-15.4	42.9	1.2
71	2	3.25	73.8	-11.9	39.2	73.8	-10.7	36.2	0.691	73.8	-11.9	39.2	0.675
70	2	3.32	-50.9	26.8	30.3	-49.2	26.7	30.3	1.54	-50.9	26.8	30.3	1.33
69	2	3.48	31.9	-81.3	18.5	30.2	-81.3	18.6	1.03	28.5	-81.2	18.6	0.992
68	2	3.21	-47.6	14.4	38	-47.6	12.8	38.3	1.65	-47.6	14.4	38	1.65
67	2	3.97	-35.8	-41.2	-37.4	-37.5	-41.1	-37.4	2.12	-35.8	-41.2	-37.4	2.01
66	2	3.71	-35.1	20.2	-53.8	-33.4	20.2	-53.8	1.73	-35.1	20.2	-53.8	1.53
65	2	3.26	5.19	-29.1	-18.1	6.83	-29.6	-20.8	0.909	8.5	-30.1	-23.6	0.841
64	2	3.2	42.4	-49.7	7.08	44.1	-48.1	6.76	0.762	45.8	-46.5	6.43	0.705
63	2	3.9	-10.5	18.2	25	-8.87	18.2	25	1.11	-7.08	18.2	24.9	1.1
62	2	3.29	-35.2	-34.4	6.62	-35.2	-32.8	6.34	0.824	-35.2	-34.4	6.62	0.797
61	2	4.07	-18.2	-31.6	5.66	-16.7	-31.7	5.62	1.42	-18.2	-31.6	5.66	1.33
60	2	3.11	-23.7	38.3	21.9	-23.7	39.9	21.6	1.8	-23.7	38.3	21.9	1.79
59	1	3.29	-49.6	-57.1	-34.2	-49.6	-57.1	-34.2	0.955	-49.6	-57.1	-34.2	0.955
58	1	3.33	-39.8	-77.9	-36.6	-39.8	-77.9	-36.6	1.55	-39.8	-77.9	-36.6	1.55
57	1	3.24	-36	-48.6	-41.8	-36	-48.6	-41.8	0.956	-36	-48.6	-41.8	0.956
56	1	3.26	-48.3	26.4	-37.5	-48.3	26.4	-37.5	1.33	-48.3	26.4	-37.5	1.33
55	1	3.22	58.7	-48	-44.6	58.7	-48	-44.6	1.7	58.7	-48	-44.6	1.7
54	1	3.31	-26.2	-77.5	-31.4	-26.2	-77.5	-31.4	1.22	-26.2	-77.5	-31.4	1.22
53	1	3.64	-69	-13.9	-18.6	-69	-13.9	-18.6	1.41	-69	-13.9	-18.6	1.41
52	1	3.73	45.2	-38.6	-51.5	45.2	-38.6	-51.5	1.38	45.2	-38.6	-51.5	1.38
51	1	3.26	66.3	-0.624	-41.7	66.3	-0.624	-41.7	0.572	66.3	-0.624	-41.7	0.572
50	1	3.09	-35.6	-38.6	-20.9	-35.6	-38.6	-20.9	1.26	-35.6	-38.6	-20.9	1.26
49	1	3.24	-15.1	-31.8	-17	-15.1	-31.8	-17	4.51	-15.1	-31.8	-17	4.51
48	1	3.44	-15.6	-28.7	-62.8	-15.6	-28.7	-62.8	1.49	-15.6	-28.7	-62.8	1.49
47	1	3.46	40.7	55.3	11.5	40.7	55.3	11.5	1.51	40.7	55.3	11.5	1.51
46	1	3.65	-26.8	63.7	11.9	-26.8	63.7	11.9	1.65	-26.8	63.7	11.9	1.65
45	1	3.78	11.9	-83.1	47.7	11.9	-83.1	47.7	2.81	11.9	-83.1	47.7	2.81
44	1	3.16	-45	-42.2	42.2	-45	-42.2	42.2	1.46	-45	-42.2	42.2	1.46
43	1	3.26	54.2	40.2	25	54.2	40.2	25	1.83	54.2	40.2	25	1.83
42	1	3.11	33.9	40.8	25.5	33.9	40.8	25.5	0.903	33.9	40.8	25.5	0.903
41	1	3.39	-58	-10.6	48.4	-58	-10.6	48.4	1.6	-58	-10.6	48.4	1.6
40	1	3.15	-64.8	-10.4	48.5	-64.8	-10.4	48.5	1.5	-64.8	-10.4	48.5	1.5
39	1	3.1	57.4	22.1	39.4	57.4	22.1	39.4	2.57	57.4	22.1	39.4	2.57
38	1	3.36	-43.9	34.8	40	-43.9	34.8	40	1.68	-43.9	34.8	40	1.68
37	1	3.49	24.1	-92.1	-52.9	24.1	-92.1	-52.9	0.91	24.1	-92.1	-52.9	0.91
36	1	3.18	-0.899	-49.9	64.9	-0.899	-49.9	64.9	2.89	-0.899	-49.9	64.9	2.89
35	1	3.45	-44.3	-9.32	59.1	-44.3	-9.32	59.1	1.61	-44.3	-9.32	59.1	1.61
34	1	3.09	57.5	14	52.1	57.5	14	52.1	0.877	57.5	14	52.1	0.877
33	1	3.09	6.7	6.46	60.5	6.7	6.46	60.5	1.29	6.7	6.46	60.5	1.29
32	1	3.61	20.6	35.5	55.1	20.6	35.5	55.1	2.55	20.6	35.5	55.1	2.55
31	1	3.74	9.36	-51.7	76.2	9.36	-51.7	76.2	1.68	9.36	-51.7	76.2	1.68
30	1	3.13	-37.8	-37.3	75	-37.8	-37.3	75	1.81	-37.8	-37.3	75	1.81
29	1	3.56	-24.2	-31.1	73.6	-24.2	-31.1	73.6	1.42	-24.2	-31.1	73.6	1.42
28	1	3.43	50.6	-0.495	66.1	50.6	-0.495	66.1	0.828	50.6	-0.495	66.1	0.828
27	1	3.34	13.7	17.8	69.6	13.7	17.8	69.6	3.51	13.7	17.8	69.6	3.51
26	1	3.62	3.14	-26.1	88.9	3.14	-26.1	88.9	1.24	3.14	-26.1	88.9	1.24
25	1	3.09	-2.93	59.9	34.5	-2.93	59.9	34.5	3.38	-2.93	59.9	34.5	3.38
24	1	3.17	53	3.13	-19.4	53	3.13	-19.4	1.02	53	3.13	-19.4	1.02
23	1	3.24	52.1	-74.6	-0.166	52.1	-74.6	-0.166	1.52	52.1	-74.6	-0.166	1.52
22	1	3.26	11.5	-73.5	0.785	11.5	-73.5	0.785	0.923	11.5	-73.5	0.785	0.923
21	1	3.4	-11.8	-43.3	-3.8	-11.8	-43.3	-3.8	2.25	-11.8	-43.3	-3.8	2.25
20	1	3.17	-21.6	-20.1	-7.56	-21.6	-20.1	-7.56	1.03	-21.6	-20.1	-7.56	1.03
19	1	3.22	-48	29.8	-15.5	-48	29.8	-15.5	1.32	-48	29.8	-15.5	1.32
18	1	3.25	69.4	-44.8	-0.197	69.4	-44.8	-0.197	1.18	69.4	-44.8	-0.197	1.18
17	1	3.37	19	-27	-1.86	19	-27	-1.86	1	19	-27	-1.86	1
16	1	3.12	8.36	-65.1	10.7	8.36	-65.1	10.7	1.92	8.36	-65.1	10.7	1.92
15	1	3.29	15.2	-58.8	9.43	15.2	-58.8	9.43	1.96	15.2	-58.8	9.43	1.96
14	1	3.11	-48.8	-43.9	8.65	-48.8	-43.9	8.65	0.904	-48.8	-43.9	8.65	0.904
13	1	3.11	-51.1	18.6	20.5	-51.1	18.6	20.5	0.755	-51.1	18.6	20.5	0.755
12	1	3.15	-22.2	-76.5	19.2	-22.2	-76.5	19.2	0.768	-22.2	-76.5	19.2	0.768
11	1	3.33	-38.1	-7.28	7.64	-38.1	-7.28	7.64	1.09	-38.1	-7.28	7.64	1.09
10	1	3.09	-38.9	-68.6	24	-38.9	-68.6	24	1.13	-38.9	-68.6	24	1.13
9	1	3.14	-72.4	-48	21.4	-72.4	-48	21.4	0.688	-72.4	-48	21.4	0.688
8	1	3.36	5.45	-40.4	17.8	5.45	-40.4	17.8	1.3	5.45	-40.4	17.8	1.3
7	1	3.19	-7.85	-23.7	15.3	-7.85	-23.7	15.3	1.66	-7.85	-23.7	15.3	1.66
6	1	3.29	2.42	-14.1	13.3	2.42	-14.1	13.3	4.01	2.42	-14.1	13.3	4.01
5	1	3.6	49.6	-34.3	21.2	49.6	-34.3	21.2	1.12	49.6	-34.3	21.2	1.12
4	1	3.3	63.6	1.36	14.6	63.6	1.36	14.6	1.32	63.6	1.36	14.6	1.32
3	1	3.33	-28.9	-86.9	38.2	-28.9	-86.9	38.2	2.55	-28.9	-86.9	38.2	2.55
2	1	3.27	-1.02	-28.7	27.3	-1.02	-28.7	27.3	1.84	-1.02	-28.7	27.3	1.84
1	1	3.34	56.9	21.9	-5.79	56.9	21.9	-5.79	1.98	56.9	21.9	-5.79	1.98
