Cluster Index	Z	P	-log10(P)	x	y	z	
64	3.26	0.000564	3.25	31	28	9
63	4.07	2.36e-05	4.63	38	26	13
62	3.39	0.00035	3.46	43	19	12
61	4.04	2.65e-05	4.58	34	7	11
60	3.1	0.000977	3.01	16	41	21
59	3.36	0.000395	3.4	46	44	21
58	3.15	0.000817	3.09	52	30	21
57	3.39	0.000355	3.45	50	30	21
56	3.09	0.000999	3	34	52	21
55	3.11	0.000942	3.03	23	47	19
54	3.26	0.000557	3.25	17	47	19
53	3.3	0.000492	3.31	47	20	5
52	3.49	0.000244	3.61	25	11	1
51	3.34	0.000417	3.38	29	38	26
50	3.44	0.00029	3.54	37	30	1
49	3.43	0.0003	3.52	18	33	25
48	3.56	0.000188	3.73	40	23	25
47	3.13	0.000872	3.06	44	21	25
46	3.74	9.33e-05	4.03	30	17	25
45	3.61	0.000155	3.81	27	44	24
44	3.23	0.000629	3.2	15	24	4
43	3.09	0.000999	3	31	35	24
42	3.33	0.000441	3.36	44	14	4
41	3.16	0.000796	3.1	16	16	4
40	3.09	0.000991	3	16	38	23
39	3.24	0.000605	3.22	43	23	4
38	3.45	0.000282	3.55	46	30	23
37	3.18	0.000745	3.13	33	18	23
36	3.31	0.00047	3.33	40	14	5
35	3.73	9.45e-05	4.02	19	27	3
34	3.37	0.000379	3.42	27	28	12
33	3.3	0.000488	3.31	14	36	16
32	3.6	0.000157	3.8	18	25	16
31	3.12	0.000891	3.05	30	16	13
30	3.29	0.000505	3.3	28	18	13
29	3.29	0.000505	3.3	32	31	15
28	3.19	0.000702	3.15	35	28	15
27	3.24	0.000593	3.23	37	27	9
26	3.15	0.000829	3.08	54	20	15
25	3.09	0.000984	3.01	44	14	15
24	3.1	0.000968	3.01	51	45	14
23	3.33	0.000437	3.36	44	33	14
22	3.15	0.000813	3.09	39	12	14
21	3.11	0.000947	3.02	47	22	13
20	3.62	0.000145	3.84	32	24	28
19	3.34	0.000415	3.38	16	43	13
18	3.36	0.000384	3.42	31	23	15
17	3.26	0.000553	3.26	47	45	7
16	3.09	0.000993	3	43	25	8
15	3.17	0.000775	3.11	46	21	19
14	3.63	0.000141	3.85	53	32	9
13	3.17	0.000751	3.12	17	38	10
12	3.78	7.83e-05	4.11	29	9	19
11	3.24	0.000607	3.22	17	14	11
10	3.25	0.000574	3.24	12	23	12
9	3.65	0.000129	3.89	41	54	17
8	3.46	0.000272	3.57	21	52	17
7	3.1	0.000951	3.02	48	40	17
6	3.27	0.000546	3.26	33	26	17
5	3.4	0.000334	3.48	36	23	11
4	3.17	0.000756	3.12	39	30	11
3	3.22	0.000637	3.2	47	45	11
2	3.33	0.000438	3.36	41	8	17
1	3.26	0.000552	3.26	29	14	11
