Cluster Index	Voxels	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
106	325	4.66	33	45	21	35.4	46	20.4	4.32	33	45	21	2.26
105	116	4.71	20	41	18	19.8	45.6	17.3	4.64	20	52	15	2.31
104	71	4.71	26	40	15	26.7	39.6	14.3	3.62	29	37	17	1.86
103	67	5.01	24	34	24	28.3	36.2	24	4.79	24	35	25	1.99
102	59	4.17	40	38	12	39.1	39.5	12.7	4.82	35	37	13	2.42
101	27	4.88	14	23	22	15.7	22.4	21.8	3.68	17	19	23	2.12
100	11	3.98	26	45	9	26.1	45.8	9.18	4.54	26	44	9	2.79
99	10	3.41	28	34	26	29	33.5	25	2.47	29	33	26	1.57
98	9	4.51	23	48	12	22.7	47.1	12	2.27	23	48	12	1.78
97	8	4.44	21	15	21	20.5	13.7	21.2	2.82	20	13	20	1.82
96	7	4.41	47	46	19	46.5	46.8	19	2.83	47	46	19	1.89
95	7	3.43	14	39	7	15	39.4	7.42	2.6	15	40	8	1.72
94	7	3.64	18	37	23	19.3	35.9	23	1.94	19	36	23	1.64
93	6	3.94	30	54	15	29.5	53.5	15	2.52	28	53	15	2.43
92	6	3.95	19	45	21	19.8	45.7	21	3.01	19	44	21	2.09
91	6	3.5	21	26	25	21.8	25.7	25	1.7	23	25	25	1.57
90	5	3.81	49	15	21	49	15.4	20.8	4.05	49	17	21	2.5
89	5	3.89	19	42	14	18.8	42.2	13.8	2.62	18	42	13	2.08
88	5	3.79	31	41	18	29.9	41	18.2	2.02	31	41	18	1.49
87	4	3.27	48	35	19	49.5	34.5	19.2	1.66	48	35	19	1.38
86	4	3.45	44	16	7	43.5	16.5	7	5.33	43	16	7	4.84
85	4	3.61	36	37	16	36.5	37.5	16	4.37	36	37	16	3.4
84	4	4.03	17	51	13	18.2	50.8	13	2.77	18	51	13	2.12
83	4	4.51	15	42	15	15.4	41.5	15	3.05	15	42	15	2.41
82	4	4.01	18	44	12	18	44.5	12	2.1	17	44	12	1.77
81	3	3.35	28	56	17	27.7	57	17	5.25	28	56	17	3.94
80	3	3.82	44	47	11	44.6	47.3	11	2.12	45	47	11	1.91
79	3	3.39	14	24	13	15	24	13	2.33	14	24	13	1.78
78	3	3.55	36	45	13	35.7	45.6	13	1.78	35	46	13	1.59
77	3	3.31	30	52	13	30	52.3	13	2.1	30	52	13	2.06
76	3	3.65	22	10	11	21.7	10.3	11	1.99	21	10	11	1.55
75	3	3.54	26	15	0	25.7	14.3	0	3.37	25	14	0	2.91
74	3	3.21	38	38	22	38.7	37.7	22	1.07	39	38	22	0.952
73	2	3.8	47	40	14	47	40.5	14	1.91	47	40	14	1.71
72	2	3.26	31	31	26	31	30.5	26	1.8	31	31	26	1.59
71	2	3.55	40	14	0	39.5	14	0	4.81	40	14	0	4.55
70	2	3.37	13	25	15	12.5	25	15	1.54	12	25	15	1.47
69	2	3.8	38	8	4	37.5	8	4	1.91	38	8	4	1.62
68	2	4.11	44	37	24	44	36.5	24	1.55	44	37	24	1.34
67	2	3.28	33	30	24	33.5	30	24	1.91	33	30	24	1.79
66	2	3.9	51	41	17	51	41.4	17	2.31	51	41	17	1.91
65	2	3.33	22	15	0	22.5	14.5	0	2.56	22	15	0	2.49
64	2	3.22	42	33	23	42	32.5	23	1.14	42	32	23	1.07
63	2	3.18	47	37	18	46.5	37	18	1.29	47	37	18	1.16
62	2	3.29	50	28	8	50	27.5	8	1.82	50	28	8	1.65
61	2	3.34	42	12	22	42	12.5	22.5	2.51	42	13	23	1.9
60	2	3.37	42	17	21	42.5	17	21	2.1	42	17	21	1.97
59	2	3.36	19	35	21	19	34.5	21	1.73	19	35	21	1.63
58	2	3.15	16	17	20	16	17.5	20	2.14	16	17	20	2
57	2	3.31	15	37	21	15.5	37	21	2.84	16	37	21	2.73
56	2	3.31	44	44	11	44	44.5	11	1.59	44	44	11	1.52
55	2	3.31	42	37	21	42.5	37	21	0.878	43	37	21	0.868
54	2	3.42	20	27	23	20.5	26.5	23	1.52	20	27	23	1.51
53	2	3.64	22	52	19	22.5	52	19	1.76	22	52	19	1.68
52	2	3.68	23	50	21	23.5	50	21	2.2	24	50	21	2.07
51	1	3.7	53	26	10	53	26	10	1.76	53	26	10	1.76
50	1	3.25	38	56	13	38	56	13	2.87	38	56	13	2.87
49	1	3.21	45	52	13	45	52	13	2.2	45	52	13	2.2
48	1	3.24	27	21	14	27	21	14	1.06	27	21	14	1.06
47	1	3.1	49	46	10	49	46	10	0.996	49	46	10	0.996
46	1	3.1	34	49	10	34	49	10	3.54	34	49	10	3.54
45	1	3.18	29	50	13	29	50	13	1.84	29	50	13	1.84
44	1	3.22	15	25	10	15	25	10	0.97	15	25	10	0.97
43	1	3.1	32	45	9	32	45	9	2.19	32	45	9	2.19
42	1	3.25	17	44	6	17	44	6	1.39	17	44	6	1.39
41	1	3.13	43	43	7	43	43	7	2.79	43	43	7	2.79
40	1	3.09	16	29	13	16	29	13	1.33	16	29	13	1.33
39	1	3.13	23	44	7	23	44	7	2.54	23	44	7	2.54
38	1	3.32	49	43	11	49	43	11	3.4	49	43	11	3.4
37	1	3.74	20	46	7	20	46	7	2.08	20	46	7	2.08
36	1	3.35	22	33	6	22	33	6	1.08	22	33	6	1.08
35	1	3.11	18	27	21	18	27	21	1.28	18	27	21	1.28
34	1	3.09	16	33	21	16	33	21	1.23	16	33	21	1.23
33	1	3.21	44	33	21	44	33	21	1.2	44	33	21	1.2
32	1	3.16	23	34	21	23	34	21	1.07	23	34	21	1.07
31	1	3.67	40	11	22	40	11	22	1.6	40	11	22	1.6
30	1	3.27	23	32	22	23	32	22	1.18	23	32	22	1.18
29	1	3.43	42	21	23	42	21	23	1.48	42	21	23	1.48
28	1	3.47	49	45	17	49	45	17	2.08	49	45	17	2.08
27	1	3.43	47	42	23	47	42	23	1.33	47	42	23	1.33
26	1	3.29	17	25	24	17	25	24	1.33	17	25	24	1.33
25	1	3.16	47	26	24	47	26	24	1.31	47	26	24	1.31
24	1	3.39	26	29	24	26	29	24	0.865	26	29	24	0.865
23	1	3.32	38	14	25	38	14	25	1.63	38	14	25	1.63
22	1	3.28	26	22	25	26	22	25	1.66	26	22	25	1.66
21	1	3.12	27	31	25	27	31	25	1.41	27	31	25	1.41
20	1	3.16	36	33	26	36	33	26	2.23	36	33	26	2.23
19	1	3.5	43	42	23	43	42	23	1.74	43	42	23	1.74
18	1	3.98	14	44	14	14	44	14	1.13	14	44	14	1.13
17	1	3.22	52	45	14	52	45	14	1.01	52	45	14	1.01
16	1	3.29	15	14	15	15	14	15	0.978	15	14	15	0.978
15	1	3.1	18	40	15	18	40	15	1.43	18	40	15	1.43
14	1	3.26	41	32	16	41	32	16	0.898	41	32	16	0.898
13	1	3.67	29	45	16	29	45	16	1.33	29	45	16	1.33
12	1	3.38	35	52	16	35	52	16	1.23	35	52	16	1.23
