Cluster Index	Z	P	-log10(P)	x	y	z	
151	6.86	3.48e-12	11.5	19	40	18
151	5.74	4.72e-09	8.33	23	35	22
151	5.16	1.22e-07	6.91	18	37	23
151	4.99	3e-07	6.52	16	42	16
151	4.94	3.96e-07	6.4	21	41	23
151	4.74	1.07e-06	5.97	24	34	24
150	7.13	5.05e-13	12.3	16	25	20
150	5.87	2.12e-09	8.67	15	20	22
150	5.76	4.25e-09	8.37	13	23	22
150	5.28	6.56e-08	7.18	17	19	24
150	5.14	1.37e-07	6.86	21	15	21
150	4.8	8.08e-07	6.09	14	24	14
149	5.56	1.32e-08	7.88	36	37	23
149	4.81	7.4e-07	6.13	31	39	22
149	4.33	7.36e-06	5.13	31	35	24
149	4.15	1.65e-05	4.78	34	34	24
149	4.09	2.19e-05	4.66	37	40	21
149	4.05	2.57e-05	4.59	30	43	21
148	5.55	1.46e-08	7.84	23	44	13
148	5.27	6.67e-08	7.18	24	44	15
148	4.67	1.5e-06	5.82	27	50	12
148	4.34	7.09e-06	5.15	18	45	12
148	4.3	8.61e-06	5.07	28	47	11
148	4.08	2.22e-05	4.65	29	52	12
147	6.83	4.37e-12	11.4	49	34	20
147	5.78	3.7e-09	8.43	52	38	17
147	5.4	3.33e-08	7.48	47	36	18
147	4.54	2.86e-06	5.54	49	34	22
146	4.27	9.9e-06	5	41	49	17
146	4.25	1.06e-05	4.97	42	43	14
146	4.19	1.4e-05	4.85	37	46	17
146	3.93	4.22e-05	4.38	43	51	19
146	3.67	0.00012	3.92	40	47	16
146	3.44	0.000288	3.54	39	43	15
145	6.61	1.98e-11	10.7	23	10	10
145	6.58	2.36e-11	10.6	21	10	11
145	5.88	2.08e-09	8.68	25	9	14
145	5.43	2.86e-08	7.54	23	10	13
145	5.14	1.37e-07	6.86	21	14	9
145	4.39	5.68e-06	5.25	19	15	9
144	4.77	9.42e-07	6.03	46	23	20
144	4.68	1.42e-06	5.85	39	16	20
144	4.35	6.89e-06	5.16	40	18	20
144	3.67	0.000119	3.92	42	16	21
143	4.91	4.47e-07	6.35	49	46	17
143	4.52	3.05e-06	5.52	47	47	19
143	4.02	2.94e-05	4.53	51	44	16
143	3.59	0.000165	3.78	51	41	19
142	4.65	1.67e-06	5.78	23	53	15
142	3.84	6.19e-05	4.21	22	54	13
142	3.78	7.73e-05	4.11	25	54	15
142	3.77	8.09e-05	4.09	23	51	14
142	3.5	0.000233	3.63	20	51	14
142	3.49	0.000246	3.61	24	49	15
141	4.39	5.75e-06	5.24	32	36	11
