Cluster Index	Z	P	-log10(P)	x	y	z	
40	4	3.17e-05	4.5	12	24	21
39	3.26	0.000563	3.25	17	17	23
38	3.12	0.000919	3.04	39	12	23
37	3.15	0.000823	3.08	26	28	24
36	3.37	0.000381	3.42	30	19	19
35	3.17	0.000774	3.11	41	9	19
34	3.13	0.000887	3.05	30	7	19
33	3.49	0.000242	3.62	12	37	14
32	3.14	0.000859	3.07	47	52	14
31	3.2	0.000691	3.16	15	17	15
30	4.2	1.31e-05	4.88	11	29	15
29	3.21	0.00067	3.17	32	57	17
28	3.13	0.00086	3.07	37	16	21
27	3.78	7.92e-05	4.1	33	39	15
26	3.21	0.00067	3.17	32	44	17
25	3.43	0.000303	3.52	41	56	15
24	3.12	0.00089	3.05	23	30	17
23	3.15	0.00081	3.09	19	17	17
22	3.27	0.000531	3.27	26	50	16
21	3.34	0.00042	3.38	25	10	17
20	3.49	0.000244	3.61	36	6	17
19	3.12	0.000913	3.04	20	56	17
18	3.26	0.000558	3.25	21	20	21
17	3.32	0.000457	3.34	16	20	21
16	3.7	0.000107	3.97	32	40	11
15	3.33	0.000433	3.36	17	44	11
14	3.25	0.000573	3.24	25	56	20
13	3.26	0.000549	3.26	10	35	12
12	3.1	0.000973	3.01	49	47	20
11	3.21	0.000672	3.17	27	31	20
10	3.16	0.000798	3.1	21	54	13
9	3.36	0.00039	3.41	44	55	19
8	3.4	0.000334	3.48	40	27	13
7	3.12	0.000915	3.04	26	35	19
6	3.37	0.00037	3.43	11	39	13
5	3.2	0.000683	3.17	36	46	13
4	3.45	0.000279	3.55	16	51	13
3	3.16	0.000796	3.1	19	20	19
2	3.2	0.000697	3.16	41	19	19
1	3.22	0.000646	3.19	15	36	12
