Cluster Index	Z	P	-log10(P)	x	y	z	
66	3.94	4.06e-05	4.39	15	16	12
65	3.96	3.82e-05	4.42	9	28	12
64	4.08	2.29e-05	4.64	44	10	5
63	4.19	1.37e-05	4.86	29	4	14
62	3.51	0.000227	3.64	51	22	14
61	3.7	0.000108	3.97	51	31	14
60	3.22	0.000638	3.2	29	32	14
59	4.73	1.12e-06	5.95	28	17	0
58	3.58	0.000175	3.76	12	28	9
57	3.22	0.000633	3.2	44	15	4
56	3.31	0.000467	3.33	28	22	15
55	4.41	5.16e-06	5.29	24	8	4
54	3.51	0.000223	3.65	51	22	8
53	3.17	0.000775	3.11	36	21	22
52	3.29	0.0005	3.3	25	17	8
51	3.13	0.000884	3.05	40	45	7
50	3.14	0.00085	3.07	15	25	7
49	3.25	0.000575	3.24	23	26	27
48	3.38	0.000363	3.44	13	38	22
47	3.35	0.0004	3.4	20	31	26
46	3.44	0.000287	3.54	36	27	23
45	3.1	0.000972	3.01	22	23	0
44	3.43	0.000301	3.52	31	14	1
43	3.48	0.000247	3.61	26	8	6
42	3.09	0.000998	3	30	21	24
41	3.38	0.000366	3.44	30	47	25
40	3.1	0.00096	3.02	17	40	5
39	3.31	0.000473	3.33	48	25	25
38	3.34	0.000413	3.38	41	16	25
37	3.84	6.07e-05	4.22	49	39	4
36	3.84	6.08e-05	4.22	44	37	24
35	3.4	0.000335	3.48	16	26	4
34	3.2	0.00068	3.17	45	42	24
33	3.18	0.00073	3.14	37	49	24
32	3.11	0.000921	3.04	16	31	8
31	3.46	0.000269	3.57	41	56	15
30	3.46	0.000273	3.56	21	8	16
29	3.25	0.000572	3.24	13	21	16
28	3.09	0.000993	3	45	39	15
27	3.41	0.000323	3.49	10	27	16
26	4.03	2.74e-05	4.56	33	39	15
25	3.09	0.000984	3.01	26	49	16
24	3.1	0.000973	3.01	48	51	16
23	3.82	6.74e-05	4.17	42	13	15
22	3.16	0.000783	3.11	15	48	14
21	3.4	0.000338	3.47	31	39	14
20	3.36	0.000388	3.41	10	26	14
19	3.53	0.00021	3.68	27	58	17
18	4.22	1.23e-05	4.91	27	7	18
17	3.42	0.000314	3.5	39	13	21
16	3.62	0.00015	3.82	55	25	13
15	3.17	0.000771	3.11	39	13	19
14	3.81	6.87e-05	4.16	13	38	19
13	3.09	0.000995	3	52	16	11
12	3.26	0.000562	3.25	28	6	11
11	3.09	0.000997	3	49	47	10
10	3.54	0.000197	3.7	23	10	20
9	3.1	0.000968	3.01	50	19	20
8	3.5	0.000231	3.64	54	27	20
7	3.31	0.000464	3.33	54	26	10
6	3.1	0.000952	3.02	29	37	20
5	3.55	0.000192	3.72	50	13	10
4	3.78	7.75e-05	4.11	21	20	21
3	3.35	0.000409	3.39	53	29	21
2	3.46	0.000269	3.57	34	50	9
1	3.2	0.000694	3.16	46	18	18
