Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
98	4	3.81	-30.2	41.8	44.1	-31.8	38.7	44.7	919	-30.2	41.8	44.1	789
97	3	3.45	-61.2	27.8	13.5	-59	28.8	13.3	386	-61.2	27.8	13.5	384
96	3	3.68	20.2	39.5	14.8	20.3	43.1	17.8	449	20.4	46.9	19.2	356
95	3	3.52	-27	2.55	73.5	-26	3.29	71.5	512	-23.7	2.45	73.4	396
94	3	3.47	16.4	21.5	6.74	15.3	19.4	7.13	602	13	18.3	7.39	546
93	3	3.39	32.5	-58.3	37.1	33.5	-59.4	37.3	366	32.5	-58.3	37.1	352
92	3	3.72	10.5	39.1	54.7	8.35	40.2	54.6	976	10.5	39.1	54.7	768
91	3	3.58	27.3	37.8	48.8	25.2	38.9	48.7	807	24	41.2	48.3	780
90	3	4.05	52.2	-59.1	-8.53	51.1	-60	-8.33	450	52.2	-59.1	-8.53	393
89	3	3.38	-65.3	-13.1	9.42	-67.5	-14.1	9.66	444	-68.7	-13	9.5	427
88	3	3.9	53.7	44.1	-15.2	53.7	44.1	-15.2	596	53.7	44.1	-15.2	512
87	3	3.75	-51.6	11.1	-6.48	-53.7	12.2	-6.61	538	-51.6	11.1	-6.48	485
86	3	3.7	53.4	-17.9	40.8	53.4	-17.9	40.8	383	53.4	-17.9	40.8	337
85	3	3.74	-4.31	3.17	-6.45	-6.52	2.22	-6.22	680	-7.69	3.27	-6.37	577
84	3	3.61	60.6	8.1	36.1	61.6	5.96	36.4	672	60.6	8.1	36.1	646
83	3	3.24	-40.9	-0.439	51.8	-43.1	0.689	51.6	320	-40.9	-0.439	51.8	295
82	3	3.46	46.9	-9.48	50.8	49.2	-8.48	50.6	384	46.9	-9.48	50.8	341
81	3	3.43	-64.9	10.7	10.9	-67.1	9.17	7.6	404	-64.9	10.7	10.9	325
80	3	3.75	-27.7	-23.7	55.4	-24.5	-23.8	55.4	374	-27.7	-23.7	55.4	288
79	3	3.34	22.7	-6.57	0.137	21.6	-5.2	1.77	425	22.8	-2.46	5.07	335
78	2	3.2	52.7	5.46	-48	52.7	3.85	-47.8	373	52.7	2.19	-47.5	358
77	2	3.53	-7.06	29.6	11.7	-7.08	27.9	11.9	426	-7.11	26.3	12.2	369
76	2	3.39	-32.5	-58.4	-17.6	-32.4	-56.8	-17.8	475	-32.4	-55.1	-18.1	470
75	2	3.43	-14.6	-8.79	1.58	-14.6	-10.4	1.86	272	-14.6	-12.1	2.15	272
74	2	3.46	-35	-31.9	23.1	-33.3	-31.9	23.1	399	-35	-31.9	23.1	353
73	2	3.46	73.7	-2.21	14.9	73.6	-2.62	12.2	277	73.7	-2.21	14.9	274
72	2	3.56	-17	57.6	-4.25	-18.7	57.7	-4.22	420	-20.3	57.7	-4.18	391
71	2	4.4	-50.9	48.8	-1.75	-50.9	47.2	-1.47	752	-50.9	45.5	-1.18	668
70	2	3.39	-14.1	41.1	-24.1	-14.1	39.5	-23.8	585	-14.1	41.1	-24.1	537
69	2	3.3	-42.7	-80.9	9.27	-42.6	-79.3	8.99	351	-42.7	-80.9	9.27	348
68	2	3.19	-4.46	-18.1	8.56	-2.8	-18.1	8.52	613	-1.08	-18.2	8.48	506
67	2	3.24	-15.4	-80	19.6	-17.1	-79.9	19.7	258	-18.8	-79.9	19.7	252
66	2	3.23	46	-27.7	-2.5	47.7	-27.8	-2.54	349	49.4	-27.8	-2.58	321
65	2	3.65	-44.1	54.3	-8.55	-42.5	54.2	-8.59	598	-44.1	54.3	-8.55	561
64	2	3.25	-42.4	-41.7	-20.2	-42.4	-43.3	-19.9	419	-42.4	-45	-19.6	400
63	2	3.78	7.29	-98.9	-34.2	5.68	-98.9	-34.2	461	7.29	-98.9	-34.2	450
62	2	3.36	46.8	-22.6	53.1	48.3	-23	50.4	310	50.1	-23.5	47.5	295
61	2	3.33	37.3	38.2	31.5	35.6	38.3	31.5	400	33.9	38.3	31.6	392
60	2	3.63	-55	-31.2	46.2	-54.9	-29.7	45.9	339	-55	-31.2	46.2	308
59	2	3.47	26.3	-35.1	55.9	24.7	-35.1	55.9	410	26.3	-35.1	55.9	355
58	2	3.65	34.4	62.9	38.6	36	62.9	38.6	293	34.4	62.9	38.6	285
57	2	3.39	9.86	-4.31	56.6	11.5	-4.35	56.6	309	13.2	-4.4	56.6	301
56	2	3.59	-26.7	54	36.2	-26.7	52.4	36.5	759	-26.7	50.7	36.8	745
55	2	3.45	70.3	-10.2	27.7	68.6	-11.8	28	452	66.9	-13.4	28.3	436
54	2	3.57	33.8	39.9	20	32.2	40	20	389	33.8	39.9	20	360
53	1	3.25	-57.9	40.7	-11.5	-57.9	40.7	-11.5	407	-57.9	40.7	-11.5	407
52	1	3.4	-39.2	-37.8	-37.9	-39.2	-37.8	-37.9	396	-39.2	-37.8	-37.9	396
51	1	3.11	39.7	-45.3	57.3	39.7	-45.3	57.3	340	39.7	-45.3	57.3	340
50	1	3.4	-34	-13.6	76.5	-34	-13.6	76.5	488	-34	-13.6	76.5	488
49	1	3.25	-11.7	-14.8	-37	-11.7	-14.8	-37	1.03e+03	-11.7	-14.8	-37	1.03e+03
48	1	3.19	-32.8	-81.3	-13.6	-32.8	-81.3	-13.6	364	-32.8	-81.3	-13.6	364
47	1	3.24	31.7	-63.5	-18.5	31.7	-63.5	-18.5	714	31.7	-63.5	-18.5	714
46	1	3.11	3.33	18	47.3	3.33	18	47.3	349	3.33	18	47.3	349
45	1	3.59	30.5	9.9	64.9	30.5	9.9	64.9	805	30.5	9.9	64.9	805
44	1	3.15	-29	-68.2	6.67	-29	-68.2	6.67	342	-29	-68.2	6.67	342
43	1	3.27	-9.76	39.7	55.2	-9.76	39.7	55.2	473	-9.76	39.7	55.2	473
42	1	3.09	66.8	13.4	-15.9	66.8	13.4	-15.9	228	66.8	13.4	-15.9	228
41	1	3.14	32.6	-15.1	-9.97	32.6	-15.1	-9.97	465	32.6	-15.1	-9.97	465
40	1	3.34	50.5	1.09	54.5	50.5	1.09	54.5	480	50.5	1.09	54.5	480
39	1	3.47	-1.18	-5.16	-16.4	-1.18	-5.16	-16.4	955	-1.18	-5.16	-16.4	955
38	1	3.44	29.5	25	-33.8	29.5	25	-33.8	793	29.5	25	-33.8	793
37	1	3.21	-55.8	-39.6	-8.84	-55.8	-39.6	-8.84	328	-55.8	-39.6	-8.84	328
36	1	3.32	-40.5	20	53.8	-40.5	20	53.8	315	-40.5	20	53.8	315
35	1	3.18	37.3	21.1	51.4	37.3	21.1	51.4	484	37.3	21.1	51.4	484
34	1	3.45	10.6	48.1	47.5	10.6	48.1	47.5	504	10.6	48.1	47.5	504
33	1	3.13	-3.97	43.2	-30.4	-3.97	43.2	-30.4	454	-3.97	43.2	-30.4	454
32	1	3.1	-32.8	-89.4	-0.834	-32.8	-89.4	-0.834	529	-32.8	-89.4	-0.834	529
31	1	3.17	40.5	8.77	59.1	40.5	8.77	59.1	456	40.5	8.77	59.1	456
30	1	3.14	-0.234	-0.745	56.3	-0.234	-0.745	56.3	441	-0.234	-0.745	56.3	441
29	1	3.4	6.99	68.5	4.49	6.99	68.5	4.49	532	6.99	68.5	4.49	532
28	1	3.22	13	6.91	20.7	13	6.91	20.7	964	13	6.91	20.7	964
27	1	3.19	2.99	22.7	12.6	2.99	22.7	12.6	475	2.99	22.7	12.6	475
26	1	3.22	-44.9	-18.5	21.1	-44.9	-18.5	21.1	281	-44.9	-18.5	21.1	281
25	1	3.51	60.8	41.6	13.3	60.8	41.6	13.3	266	60.8	41.6	13.3	266
24	1	3.12	-8.37	-76.8	41.5	-8.37	-76.8	41.5	447	-8.37	-76.8	41.5	447
23	1	3.21	42.6	-47.2	23.6	42.6	-47.2	23.6	275	42.6	-47.2	23.6	275
22	1	3.17	48.9	-80.1	29.1	48.9	-80.1	29.1	266	48.9	-80.1	29.1	266
21	1	3.7	38.7	-86.4	30.5	38.7	-86.4	30.5	512	38.7	-86.4	30.5	512
20	1	3.2	-21.7	-63.3	39.5	-21.7	-63.3	39.5	306	-21.7	-63.3	39.5	306
19	1	3.62	29.9	17.8	6.99	29.9	17.8	6.99	327	29.9	17.8	6.99	327
18	1	3.2	-68.3	-9.59	31.5	-68.3	-9.59	31.5	305	-68.3	-9.59	31.5	305
17	1	3.28	67.3	19.3	22.6	67.3	19.3	22.6	363	67.3	19.3	22.6	363
16	1	3.2	-0.259	7.39	43.6	-0.259	7.39	43.6	601	-0.259	7.39	43.6	601
15	1	3.25	57.3	26.2	21.7	57.3	26.2	21.7	620	57.3	26.2	21.7	620
14	1	3.09	-40.6	42	21.7	-40.6	42	21.7	435	-40.6	42	21.7	435
13	1	3.24	-51.4	9.47	5.1	-51.4	9.47	5.1	349	-51.4	9.47	5.1	349
12	1	3.21	-37	55	19.4	-37	55	19.4	479	-37	55	19.4	479
11	1	3.11	19.5	4.19	4.01	19.5	4.19	4.01	461	19.5	4.19	4.01	461
10	1	3.23	12.6	-8.72	6.45	12.6	-8.72	6.45	268	12.6	-8.72	6.45	268
9	1	3.12	-41.6	-13.7	8.86	-41.6	-13.7	8.86	586	-41.6	-13.7	8.86	586
8	1	3.32	-33.5	68	17	-33.5	68	17	285	-33.5	68	17	285
7	1	3.09	9.9	18.5	30.1	9.9	18.5	30.1	464	9.9	18.5	30.1	464
6	1	3.29	-50.7	36.6	28.6	-50.7	36.6	28.6	447	-50.7	36.6	28.6	447
5	1	3.29	53	-47.4	45.9	53	-47.4	45.9	309	53	-47.4	45.9	309
4	1	3.11	-4.41	-9.08	1.34	-4.41	-9.08	1.34	298	-4.41	-9.08	1.34	298
3	1	3.86	-27.2	18	42.5	-27.2	18	42.5	331	-27.2	18	42.5	331
2	1	3.1	16.6	48.4	-14.9	16.6	48.4	-14.9	1.3e+03	16.6	48.4	-14.9	1.3e+03
1	1	3.19	-10.3	47.6	-2.7	-10.3	47.6	-2.7	361	-10.3	47.6	-2.7	361
