Cluster Index	Z	P	-log10(P)		x	y	z	
217	5.34	4.61e-08	7.34	3.41	63.6	-5.87
217	5.25	7.45e-08	7.13	10.2	55.3	6.69
217	5.22	8.98e-08	7.05	20.7	39.7	60
217	5.04	2.34e-07	6.63	43.4	31.3	-12.7
217	4.98	3.2e-07	6.49	50.8	24	50.6
217	4.96	3.5e-07	6.46	13.5	42.9	14.4
216	5.43	2.84e-08	7.55	-28.7	-46.1	-2.83
216	5.35	4.44e-08	7.35	-56.1	-56.9	-11.5
216	5.33	4.92e-08	7.31	48.8	-59	-8.45
216	5.26	7.05e-08	7.15	-49.4	-66.9	-9.94
216	5.23	8.55e-08	7.07	-42.9	-72.9	-26
216	5.14	1.35e-07	6.87	-2.55	-81.4	-31.4
215	5.39	3.45e-08	7.46	29	-76.2	51.6
215	5.29	6.13e-08	7.21	42.8	-65	60.6
215	5.16	1.22e-07	6.91	49.4	-63.6	48.9
215	5.15	1.31e-07	6.88	59.6	-60.7	48.1
215	5.11	1.6e-07	6.8	8.85	-73.9	63.1
215	5.06	2.09e-07	6.68	2.09	-73.7	63.3
214	5.19	1.05e-07	6.98	-34.3	28.6	1.28
214	4.95	3.71e-07	6.43	10.2	24.3	46
214	4.8	7.89e-07	6.1	-34.5	28.5	-21.3
214	4.72	1.2e-06	5.92	3.48	33.5	38.9
214	4.71	1.26e-06	5.9	-6.75	32.9	33.7
214	4.43	4.8e-06	5.32	-17.2	27.4	18
213	5.19	1.05e-07	6.98	1.23	-96.8	22.1
213	4.31	8.12e-06	5.09	-28.7	-79.5	42.6
213	4.2	1.35e-05	4.87	8.32	-87.9	37.3
213	3.87	5.5e-05	4.26	-28.9	-86.9	38.2
213	3.71	0.000103	3.99	-12.2	-95.6	27.9
213	3.62	0.00015	3.82	11.4	-103	28.5
212	4.61	1.99e-06	5.7	-38.3	-62.7	62.5
212	4.24	1.13e-05	4.95	-48.6	-57.6	50.6
212	3.79	7.38e-05	4.13	-41.8	-52.1	43.8
212	3.67	0.000123	3.91	-31.5	-54	55.1
212	3.26	0.00056	3.25	-28.3	-69.6	63.4
211	5.41	3.11e-08	7.51	-40.9	50.1	-13.6
211	5.04	2.27e-07	6.64	-34.2	46.6	-13.2
211	4.38	5.97e-06	5.22	-34.1	55.6	-20.4
211	4.35	6.96e-06	5.16	-47.8	48.6	-24.4
211	4.19	1.4e-05	4.86	-40.6	61.6	-4.27
211	3.73	9.72e-05	4.01	-44.4	42.8	-17.8
210	4.97	3.37e-07	6.47	-51.2	3.87	34.3
210	3.41	0.000324	3.49	-54.4	13.8	32.7
209	4.58	2.36e-06	5.63	-2.97	62.3	28.5
208	4.78	8.9e-07	6.05	-48.8	-3.92	-37.9
208	4.61	2e-06	5.7	-62.3	-3.53	-37.6
208	4.31	8.22e-06	5.09	-51.9	10.1	-34.6
208	4.19	1.42e-05	4.85	-55.5	-0.451	-38.3
208	3.47	0.000263	3.58	-62.1	1.43	-27.1
207	4.56	2.59e-06	5.59	48.2	-68.2	-46.4
207	4.34	7.02e-06	5.15	55.2	-54.4	-43.3
207	3.89	4.97e-05	4.3	44.9	-62.4	-53
207	3.44	0.000292	3.54	45.1	-57.4	-42.5
206	4.7	1.28e-06	5.89	-42.6	-83.3	15.3
206	3.51	0.000226	3.65	-39.2	-88.3	27.4
205	4	3.11e-05	4.51	73.2	-13	-11.5
205	3.66	0.000126	3.9	70	-5.48	-7.05
204	4.69	1.39e-06	5.86	33	29.1	-29
204	4.29	9.03e-06	5.04	33	22.5	-27.8
204	3.97	3.64e-05	4.44	29.5	16.1	-26.6
204	3.4	0.000332	3.48	39.8	28.9	-29.1
203	4.2	1.32e-05	4.88	-29	-68.2	6.67
203	3.78	7.9e-05	4.1	-15.6	-81.7	8.64
203	3.78	7.98e-05	4.1	-25.6	-74	13.2
202	4.09	2.17e-05	4.66	-37.5	-0.535	51.7
202	3.96	3.67e-05	4.43	-30.7	-3.16	57.6
202	3.4	0.000332	3.48	-34	5.92	50.5
201	4.37	6.3e-06	5.2	53.3	-31	43.1
201	3.71	0.000104	3.98	56.7	-41.7	61.8
201	3.49	0.000242	3.62	46.5	-34.1	43.8
200	4.91	4.5e-07	6.35	-21.1	27.3	-27.1
200	4.5	3.38e-06	5.47	-28	23.4	-31.9
199	4.38	5.91e-06	5.23	60.1	12	-4.16
199	4.03	2.81e-05	4.55	60.3	25.1	-6.44
198	4.12	1.89e-05	4.72	-28.4	-59	44.6
198	3.48	0.00025	3.6	-21.6	-62.5	45
198	3.4	0.000332	3.48	-18.4	-61	33.4
197	4.12	1.87e-05	4.73	-43.2	-84.4	-35.3
196	3.73	9.47e-05	4.02	-47.8	23.3	8.24
195	4.07	2.35e-05	4.63	-5.76	-93.5	-0.897
195	3.63	0.000139	3.86	4.34	-97	-0.564
195	3.32	0.000454	3.34	4.43	-90.5	-1.71
194	3.81	6.94e-05	4.16	65.9	-57.8	2.17
194	3.68	0.000116	3.93	62.4	-56.1	-9.33
194	3.37	0.000377	3.42	72.7	-45.7	-5.78
193	4.07	2.38e-05	4.62	-49	-31.7	-21.7
193	3.61	0.000153	3.82	-42.2	-25.3	-23
193	3.39	0.000347	3.46	-55.9	-38.1	-20.4
192	3.86	5.64e-05	4.25	-35.6	-72	24.5
192	3.7	0.000109	3.96	-35.4	-61.4	28.3
191	4.65	1.7e-06	5.77	33.7	52.9	-4.87
190	3.77	8.24e-05	4.08	53	2.29	-24.9
190	3.4	0.000342	3.47	63.2	2.84	-19.6
190	3.25	0.000581	3.24	63.1	-3.7	-18.5
189	3.84	6.18e-05	4.21	-4.9	-25.6	-18.4
189	3.52	0.000213	3.67	8.62	-25.9	-18.7
188	4.22	1.24e-05	4.91	-36.1	-43.7	-53.9
187	3.57	0.000181	3.74	11	-53.3	-64.9
187	3.51	0.000228	3.64	10.9	-63.1	-63.2
187	3.22	0.000651	3.19	17.8	-59.2	-58.4
186	3.53	0.000209	3.68	-44.4	-13.4	54.1
185	3.92	4.51e-05	4.35	-51.4	24.2	-8.76
184	4.31	8.03e-06	5.1	-10.3	11.8	48.8
184	3.42	0.000315	3.5	-3.44	12.4	54.1
183	4.1	2.03e-05	4.69	-23.2	52.3	47.7
183	3.68	0.000119	3.93	-26.7	54	36.2
182	3.53	0.000211	3.68	-37.2	45.2	21.1
182	3.15	0.000812	3.09	-40.7	35.5	22.9
181	4.32	7.93e-06	5.1	20.2	-11	80.1
181	3.72	0.000101	4	23.5	-17.7	81.2
180	4.79	8.35e-07	6.08	11.4	-85.7	8.57
180	3.53	0.000206	3.69	14.8	-76.8	1.28
179	3.81	7.08e-05	4.15	-69	-35.9	13.5
178	3.84	6.26e-05	4.2	-7.51	16.4	-8.65
178	3.79	7.41e-05	4.13	2.75	20.2	-3.95
177	3.51	0.000226	3.65	-31.9	-13.4	-31
177	3.18	0.000735	3.13	-42.1	-16.4	-30.2
176	4.22	1.21e-05	4.92	-61.2	31.1	12.9
175	3.95	3.91e-05	4.41	30.3	2.51	60.5
174	4.59	2.17e-06	5.66	33.1	-49.1	75.1
174	3.89	4.98e-05	4.3	29.5	-56.4	70.8
173	3.53	0.00021	3.68	67.3	19.3	22.6
173	3.32	0.000451	3.35	64	28.4	15.5
172	3.95	3.99e-05	4.4	31.8	-40.6	-45.1
171	3.71	0.000106	3.98	-41.6	-39	41.5
170	3.37	0.000371	3.43	5.12	-24.3	-30.2
170	3.25	0.000581	3.24	4.92	-29.2	-40.6
169	3.59	0.000164	3.78	43.2	-4.62	16.2
168	3.65	0.000133	3.88	-31.7	14.4	-47.2
168	3.41	0.00032	3.5	-31.9	1.31	-44.9
167	3.85	6e-05	4.22	51.8	-65.7	-30
166	4.07	2.39e-05	4.62	49.3	4.72	-53.5
166	3.34	0.000414	3.38	42.6	11.5	-54.4
165	5.23	8.44e-08	7.07	-55	-31.2	46.2
164	3.74	9.04e-05	4.04	-58	-16.3	55
163	3.31	0.000469	3.33	-69.1	-49	15.8
163	3.29	0.000506	3.3	-65.8	-55.6	16.8
162	3.74	9.02e-05	4.04	-32.2	-29.7	-28.2
161	4.3	8.63e-06	5.06	-33.5	68	17
160	3.45	0.000278	3.56	39.5	19.8	-44.5
160	3.45	0.00028	3.55	32.8	20.8	-38.8
159	4.05	2.52e-05	4.6	-14.6	-12.1	2.15
158	3.51	0.000225	3.65	-22.3	-53	-24.4
158	3.18	0.00073	3.14	-22.5	-60.3	-28.8
157	4.87	5.72e-07	6.24	-27.6	-25.3	67
156	3.7	0.000109	3.96	34.5	-78.4	-49.9
155	3.86	5.76e-05	4.24	24.6	-52.8	-59.7
154	3.21	0.000663	3.18	-23.7	49.7	8.63
154	3.2	0.000694	3.16	-33.8	50	8.86
153	3.94	4.12e-05	4.39	-26.8	69.4	5.28
152	3.32	0.000444	3.35	10.2	4.77	72
151	4.21	1.27e-05	4.89	39.1	-20.2	-20.6
150	3.88	5.23e-05	4.28	41.4	-76.9	-39
149	3.83	6.5e-05	4.19	37	7.18	48.2
148	4.15	1.66e-05	4.78	30.2	37.5	3.57
147	3.89	4.92e-05	4.31	-54.6	37.4	-11
146	3.5	0.000237	3.63	2.42	-14.1	13.3
145	3.5	0.000231	3.64	-68.5	0.13	7.21
144	3.65	0.000129	3.89	-65.3	-44	48.7
143	4.49	3.62e-06	5.44	58.7	-56.1	-31.8
142	3.96	3.69e-05	4.43	-7.12	40.1	-7.14
141	3.68	0.000117	3.93	2.43	-58.9	72
140	5.15	1.31e-07	6.88	-50.9	48.8	-1.75
139	3.24	0.000596	3.22	-23	-85.8	-41.3
138	3.9	4.8e-05	4.32	42.9	0.988	-13.1
137	4.21	1.26e-05	4.9	-4.28	-4.96	6.28
136	3.76	8.38e-05	4.08	33.4	-22.9	70.5
135	4.31	7.99e-06	5.1	-11.4	-3.28	-27.7
134	3.51	0.000222	3.65	-37.8	-34	74.5
133	3.32	0.000448	3.35	-29.6	-88.8	-18
132	3.44	0.000287	3.54	-53.2	-65.3	-44
131	3.82	6.74e-05	4.17	8.77	-4.7	-33.7
130	3.63	0.000144	3.84	-52.7	-40.7	-37
129	3.44	0.000293	3.53	-13.8	-23.2	83.2
128	3.68	0.000118	3.93	-52.7	-77.3	8.94
127	3.8	7.27e-05	4.14	52.7	-5.95	-34.7
126	3.62	0.000147	3.83	-47.4	47.1	9.75
125	3.93	4.28e-05	4.37	-18.1	17.3	-48.1
124	3.22	0.00063	3.2	2.2	-5.25	-16.5
124	3.22	0.000643	3.19	-4.56	-5.06	-16.3
123	3.26	0.000549	3.26	-24.1	16.9	14.3
122	3.63	0.000143	3.85	29.5	4.65	-13.3
121	3.46	0.000272	3.57	3.11	21.1	24.1
120	3.32	0.00045	3.35	-13.5	7.87	66.5
120	3.1	0.000975	3.01	-13.3	15.3	70.9
119	3.42	0.000314	3.5	13.3	24.1	23.3
118	4.15	1.66e-05	4.78	25.7	9.51	-48
117	3.29	0.000503	3.3	25.6	-25.6	-13.6
116	4.1	2.08e-05	4.68	43.4	-36.3	72.6
115	3.24	0.000595	3.23	-22.5	-91.3	10.5
114	3.85	5.93e-05	4.23	-69.3	-27.8	-21.8
113	3.44	0.000293	3.53	46.5	14	-15.4
112	3.17	0.000757	3.12	-38.3	-6.54	-9.44
111	3.39	0.000343	3.46	5.6	6.06	-29.8
110	3.34	0.000426	3.37	32.3	-38	-5.97
109	3.32	0.000442	3.35	-51	-14	71.4
108	3.44	0.000294	3.53	3.25	17.1	41.8
107	3.31	0.000474	3.32	20.9	-84.6	-48.4
106	4.29	9.07e-06	5.04	49.7	17.9	-33.2
105	3.14	0.000831	3.08	-19.9	-96.6	-45.2
104	3.45	0.000279	3.55	-22.7	-99.5	0.641
103	3.79	7.58e-05	4.12	6.58	-17.2	81.6
102	3.44	0.000289	3.54	-6.59	9.37	77.3
101	3.24	0.000603	3.22	-16.7	9.66	77.6
