Cluster Index	Z	P	-log10(P)	x	y	z	
108	3.44	0.000294	3.53	32	39	21
107	3.31	0.000474	3.32	26	13	2
106	4.29	9.07e-06	5.04	18	43	8
105	3.14	0.000831	3.08	38	9	2
104	3.45	0.000279	3.55	39	6	10
103	3.79	7.58e-05	4.12	31	27	27
102	3.44	0.000289	3.54	35	35	27
101	3.24	0.000603	3.22	38	35	27
100	3.66	0.000125	3.9	50	27	8
99	3.72	9.99e-05	4	47	44	22
98	3.35	0.000408	3.39	55	32	16
97	3.46	0.000272	3.57	44	29	13
96	3.35	0.000399	3.4	43	43	21
95	4.09	2.19e-05	4.66	16	21	15
94	3.41	0.000329	3.48	52	38	14
93	4.09	2.2e-05	4.66	36	51	16
92	3.39	0.00035	3.46	34	49	20
91	3.5	0.000233	3.63	42	18	24
90	3.29	0.000504	3.3	36	39	21
89	3.19	0.000721	3.14	29	14	18
88	3.48	0.000251	3.6	52	26	17
87	3.63	0.00014	3.86	34	40	7
86	3.67	0.00012	3.92	31	35	20
85	3.46	0.000273	3.56	38	32	5
84	3.64	0.000134	3.87	45	11	19
83	3.22	0.000638	3.2	39	9	5
82	3.37	0.000381	3.42	25	29	3
81	3.19	0.000702	3.15	27	17	4
80	3.32	0.000446	3.35	25	37	3
79	3.4	0.000338	3.47	27	48	8
78	3.27	0.000536	3.27	34	8	2
77	3.13	0.000876	3.06	41	44	4
76	3.24	0.000599	3.22	47	41	4
75	3.12	0.000896	3.05	36	34	9
74	3.92	4.41e-05	4.36	26	38	5
73	3.61	0.000154	3.81	39	40	4
72	3.27	0.000543	3.27	33	36	6
71	3.2	0.000685	3.16	12	38	8
70	3.09	0.000985	3.01	37	33	3
69	3.25	0.000577	3.24	30	20	2
68	3.2	0.000683	3.17	41	25	4
67	3.1	0.000971	3.01	54	31	8
66	3.18	0.000744	3.13	21	34	7
65	3.34	0.000419	3.38	25	35	7
64	3.25	0.000576	3.24	28	16	2
63	3.7	0.000109	3.96	48	44	5
62	3.14	0.000837	3.08	43	42	16
61	3.23	0.000629	3.2	16	46	16
60	3.13	0.000867	3.06	34	49	16
59	3.12	0.000901	3.05	40	6	17
58	3.16	0.000795	3.1	27	36	18
57	3.37	0.000377	3.42	14	38	18
56	3.32	0.000449	3.35	43	12	19
55	3.15	0.000816	3.09	38	17	19
54	4.07	2.39e-05	4.62	46	51	19
53	3.17	0.000757	3.12	13	26	20
52	3.32	0.000445	3.35	39	53	20
51	3.2	0.000688	3.16	53	24	21
50	3.25	0.000577	3.24	39	29	21
49	3.1	0.000966	3.01	41	39	21
48	3.13	0.000871	3.06	20	35	13
47	3.11	0.000923	3.03	18	34	22
46	3.2	0.00069	3.16	42	46	22
