Cluster Index	Z	P	-log10(P)		x	y	z	
21	4.12	1.92e-05	4.72	-18.7	-22	-41.2
20	3.62	0.000146	3.83	-58.9	-0.355	-38.2
19	3.59	0.000166	3.78	-21	37.1	-28.8
18	3.39	0.000348	3.46	13.5	62.5	-11.6
17	3.77	8.25e-05	4.08	-14	28.1	0.804
16	3.27	0.000537	3.27	-20.9	-18.2	48.6
15	3.5	0.000233	3.63	-1.23	-39.4	23.5
14	4.28	9.52e-06	5.02	6.21	20.9	1.47
13	3.33	0.000432	3.36	-6.19	-95.3	-34.5
12	3.45	0.00028	3.55	-47.8	48.6	-24.4
11	3.21	0.000659	3.18	32.3	-1.35	-51.9
10	3.5	0.000232	3.63	22.1	-18.2	-31.7
9	3.23	0.000618	3.21	69.7	-2.31	-30.2
8	3.34	0.000418	3.38	35.6	-47.1	1.17
7	3.58	0.00017	3.77	25.2	-74.6	17.6
6	3.25	0.000585	3.23	32.3	-48.6	12.8
5	3.34	0.000417	3.38	-27.1	57.9	-4.02
4	3.24	0.000596	3.22	-10.6	5.15	27.3
3	3.49	0.00024	3.62	-27.9	-23	38.3
2	3.68	0.000115	3.94	57.6	32	37.7
1	3.43	0.000302	3.52	-7.17	36.9	-6.57
