Cluster Index	Z	P	-log10(P)	x	y	z	
97	7.24	2.2e-13	12.7	16	21	23
97	6.99	1.34e-12	11.9	20	45	11
97	6.97	1.63e-12	11.8	16	17	20
97	6.76	6.88e-12	11.2	34	37	23
97	6.58	2.33e-11	10.6	18	14	20
97	6.53	3.34e-11	10.5	13	29	11
96	4.67	1.48e-06	5.83	34	50	11
96	4.24	1.13e-05	4.95	33	45	11
96	3.76	8.6e-05	4.07	31	54	11
96	3.59	0.000168	3.77	31	49	11
96	3.56	0.000184	3.73	29	53	11
96	3.48	0.000254	3.6	35	48	11
95	4.35	6.86e-06	5.16	39	24	26
95	4.35	6.93e-06	5.16	42	27	25
95	3.72	9.93e-05	4	36	27	25
95	3.59	0.000168	3.77	38	26	26
94	4.25	1.08e-05	4.97	25	10	17
94	4.1	2.05e-05	4.69	27	10	16
93	5.23	8.53e-08	7.07	31	23	15
93	3.78	7.84e-05	4.11	33	22	16
93	3.51	0.000225	3.65	35	24	15
92	4.78	8.85e-07	6.05	55	26	13
91	3.94	4.04e-05	4.39	27	24	27
91	3.53	0.000209	3.68	26	27	27
90	4.47	3.93e-06	5.41	38	8	3
90	4.22	1.22e-05	4.91	35	9	3
90	3.3	0.000478	3.32	37	7	5
89	4.23	1.18e-05	4.93	37	14	0
88	4.78	8.6e-07	6.07	35	47	13
87	4.43	4.71e-06	5.33	25	14	0
87	3.98	3.39e-05	4.47	23	14	0
86	3.98	3.46e-05	4.46	39	8	15
85	4.07	2.3e-05	4.64	36	54	11
84	3.8	7.33e-05	4.13	26	22	25
84	3.41	0.000321	3.49	23	23	24
83	3.99	3.33e-05	4.48	49	30	14
83	3.9	4.81e-05	4.32	50	28	15
82	4.1	2.11e-05	4.68	36	34	21
81	3.73	9.52e-05	4.02	34	43	9
80	3.58	0.000173	3.76	30	6	14
80	3.48	0.000255	3.59	31	8	15
79	3.98	3.49e-05	4.46	49	22	17
78	3.52	0.000216	3.66	35	19	19
77	3.96	3.77e-05	4.42	20	15	9
76	3.78	7.95e-05	4.1	37	56	13
75	3.37	0.000377	3.42	54	23	15
74	3.29	0.000506	3.3	44	32	8
73	4.18	1.45e-05	4.84	26	27	15
72	4.7	1.31e-06	5.88	43	14	23
72	3.63	0.000142	3.85	45	15	23
71	3.95	3.94e-05	4.4	36	6	17
70	4.01	3.06e-05	4.51	49	14	11
69	3.53	0.00021	3.68	47	38	16
68	3.51	0.000221	3.66	45	22	23
67	3.29	0.000505	3.3	45	27	9
66	3.26	0.000552	3.26	31	20	4
66	3.21	0.00066	3.18	29	19	2
65	3.43	0.000306	3.51	46	9	13
64	3.86	5.59e-05	4.25	46	10	15
63	3.63	0.000141	3.85	24	36	8
62	3.96	3.8e-05	4.42	20	46	7
61	3.42	0.000315	3.5	20	34	13
60	3.48	0.000248	3.6	42	20	1
59	3.44	0.00029	3.54	39	43	15
58	3.18	0.000729	3.14	43	26	13
57	4.17	1.55e-05	4.81	15	28	23
56	3.49	0.000238	3.62	46	43	5
55	3.15	0.000818	3.09	37	25	3
54	3.92	4.4e-05	4.36	51	15	11
53	3.37	0.000375	3.43	41	8	6
52	4.02	2.91e-05	4.54	13	37	14
51	3.26	0.000554	3.26	23	34	8
50	3.42	0.000313	3.5	41	10	15
49	3.33	0.000438	3.36	43	27	21
48	3.39	0.000344	3.46	15	24	4
47	3.19	0.000705	3.15	53	35	15
46	3.11	0.000925	3.03	36	30	25
45	3.22	0.000645	3.19	37	49	24
44	3.1	0.000954	3.02	40	20	26
43	3.1	0.000966	3.01	23	28	24
42	3.17	0.000764	3.12	27	17	24
41	3.22	0.000635	3.2	49	36	16
40	3.26	0.000558	3.25	30	14	17
39	3.45	0.000283	3.55	37	54	18
38	3.23	0.000613	3.21	42	21	23
37	3.28	0.000516	3.29	40	57	18
36	3.3	0.000489	3.31	21	18	19
35	3.09	0.000992	3	29	18	21
34	3.14	0.000859	3.07	20	34	22
33	3.44	0.00029	3.54	48	27	21
32	3.23	0.000613	3.21	47	35	15
31	3.9	4.81e-05	4.32	28	17	0
30	3.3	0.00048	3.32	31	14	1
29	3.21	0.000653	3.18	47	16	1
28	3.37	0.000374	3.43	23	30	2
27	3.68	0.000118	3.93	30	9	3
26	3.43	0.000298	3.53	51	23	4
25	3.17	0.000769	3.11	41	30	4
24	3.76	8.58e-05	4.07	25	8	5
23	3.51	0.000221	3.65	41	39	5
22	3.46	0.000267	3.57	27	21	6
21	3.33	0.000429	3.37	51	23	6
20	3.1	0.000984	3.01	14	33	6
19	3.28	0.000514	3.29	40	34	6
18	3.14	0.000847	3.07	45	26	7
17	3.19	0.000715	3.15	29	38	26
16	3.14	0.000838	3.08	46	31	7
15	3.43	0.000306	3.51	20	39	7
14	3.34	0.000425	3.37	44	44	7
13	3.31	0.000459	3.34	54	36	8
12	3.22	0.000639	3.19	14	40	8
11	3.19	0.00071	3.15	45	35	10
10	3.24	0.000606	3.22	36	37	10
9	3.13	0.000885	3.05	28	32	11
8	3.23	0.000614	3.21	34	36	11
7	3.29	0.000493	3.31	54	30	12
6	3.09	0.000995	3	32	6	13
5	3.43	0.0003	3.52	44	20	13
4	3.16	0.000793	3.1	36	6	14
3	3.33	0.000433	3.36	33	37	14
2	3.15	0.000824	3.08	51	31	15
1	3.09	0.000989	3	26	31	7
