Cluster Index	Z	P	-log10(P)	x	y	z	
129	3.8	7.14e-05	4.15	27	36	22
129	3.67	0.00012	3.92	26	33	23
129	3.58	0.000174	3.76	27	37	25
129	3.46	0.000266	3.57	24	32	24
128	4.3	8.43e-06	5.07	46	29	22
128	3.52	0.000218	3.66	45	25	22
127	4.3	8.59e-06	5.07	23	26	26
127	3.48	0.000248	3.6	20	29	25
126	4.46	4.13e-06	5.38	46	12	10
126	3.92	4.4e-05	4.36	46	15	10
125	3.78	7.7e-05	4.11	37	36	25
125	3.52	0.000214	3.67	36	32	25
124	3.83	6.4e-05	4.19	45	35	18
124	3.71	0.000103	3.99	48	34	20
124	3.49	0.000241	3.62	49	37	18
123	4.06	2.42e-05	4.62	38	43	17
123	3.68	0.000115	3.94	36	44	18
122	3.44	0.000292	3.53	42	16	10
122	3.44	0.000293	3.53	41	12	10
121	4.67	1.49e-06	5.83	35	44	20
120	3.98	3.45e-05	4.46	23	10	10
120	3.43	0.000297	3.53	21	12	10
119	3.68	0.000117	3.93	17	39	20
119	3.31	0.000468	3.33	20	38	20
118	4.36	6.59e-06	5.18	43	44	14
117	3.88	5.14e-05	4.29	23	9	14
117	3.47	0.000256	3.59	26	9	14
116	4.18	1.45e-05	4.84	30	35	26
115	4.03	2.82e-05	4.55	43	39	24
115	3.43	0.000304	3.52	41	36	23
114	3.46	0.000269	3.57	47	49	16
114	3.46	0.000272	3.57	45	47	16
113	4.1	2.07e-05	4.68	18	23	20
112	4.03	2.8e-05	4.55	37	53	12
111	3.23	0.000627	3.2	22	50	16
110	3.75	8.86e-05	4.05	19	40	18
110	3.74	9.27e-05	4.03	21	40	18
109	3.83	6.52e-05	4.19	42	48	18
108	3.68	0.000115	3.94	29	46	22
107	4.37	6.21e-06	5.21	36	36	22
106	4.5	3.42e-06	5.47	30	10	12
105	4.46	4.07e-06	5.39	22	36	22
105	3.61	0.000152	3.82	19	36	22
104	3.53	0.000207	3.68	31	35	20
103	4.14	1.77e-05	4.75	43	31	16
102	3.58	0.000169	3.77	23	45	14
101	3.81	7.01e-05	4.15	42	46	22
100	3.64	0.000134	3.87	32	39	13
99	4.32	7.67e-06	5.11	50	28	22
98	3.61	0.000154	3.81	26	31	26
97	3.7	0.000107	3.97	17	29	20
96	3.24	0.000603	3.22	45	33	22
95	3.53	0.000211	3.67	41	33	26
94	3.47	0.000256	3.59	28	42	15
93	3.6	0.000157	3.8	15	37	20
92	3.45	0.000275	3.56	19	31	22
91	3.75	8.68e-05	4.06	41	26	22
90	3.72	9.93e-05	4	30	45	24
89	4.05	2.59e-05	4.59	17	19	10
88	3.45	0.000281	3.55	51	43	16
87	3.58	0.000174	3.76	25	45	23
86	3.38	0.000357	3.45	52	31	14
85	3.74	9.36e-05	4.03	34	37	12
84	3.75	9.01e-05	4.05	48	39	12
83	3.68	0.000117	3.93	27	47	17
82	3.34	0.000419	3.38	26	34	13
81	3.38	0.000357	3.45	23	17	18
80	3.9	4.86e-05	4.31	17	50	12
79	3.42	0.000315	3.5	52	38	15
78	3.57	0.000181	3.74	23	47	18
77	3.36	0.000387	3.41	19	27	22
76	3.52	0.000214	3.67	35	44	16
75	3.33	0.000439	3.36	22	46	20
74	3.47	0.00026	3.58	25	23	22
73	3.45	0.000277	3.56	12	32	18
72	3.59	0.000166	3.78	41	50	21
71	3.68	0.000116	3.93	30	8	4
70	3.2	0.000689	3.16	17	40	5
69	3.39	0.000344	3.46	42	19	8
68	3.25	0.000574	3.24	45	24	8
67	3.39	0.00035	3.46	37	49	10
66	3.29	0.000494	3.31	45	11	12
65	3.23	0.00063	3.2	19	28	12
64	3.63	0.00014	3.85	49	24	20
63	3.43	0.000303	3.52	37	33	13
62	3.65	0.000132	3.88	46	52	13
61	3.46	0.000267	3.57	43	25	16
60	3.46	0.00027	3.57	11	35	16
59	3.55	0.000192	3.72	38	53	14
58	4.39	5.63e-06	5.25	48	50	14
57	3.73	9.4e-05	4.03	51	44	12
56	3.39	0.000348	3.46	30	32	23
55	3.19	0.000703	3.15	34	30	14
54	3.24	0.0006	3.22	37	11	14
53	3.65	0.000133	3.88	23	53	22
52	3.86	5.66e-05	4.25	41	39	21
51	3.18	0.00073	3.14	22	40	23
50	3.2	0.000692	3.16	33	36	21
49	3.32	0.000445	3.35	45	39	23
48	3.11	0.000945	3.02	32	39	22
47	3.45	0.000283	3.55	30	48	23
46	3.17	0.000756	3.12	21	36	24
45	3.27	0.00054	3.27	36	45	24
44	3.34	0.000419	3.38	18	34	23
43	3.13	0.00086	3.07	33	33	23
42	3.59	0.000163	3.79	24	36	25
41	3.11	0.000931	3.03	21	20	22
40	3.24	0.0006	3.22	48	38	14
39	3.11	0.000946	3.02	27	37	14
38	3.23	0.000623	3.21	29	33	14
37	3.12	0.0009	3.05	45	31	14
36	3.11	0.00093	3.03	34	33	13
35	3.1	0.000979	3.01	28	51	12
34	3.23	0.000619	3.21	50	48	12
33	3.15	0.000828	3.08	41	15	12
32	3.14	0.000844	3.07	23	32	11
31	3.4	0.000332	3.48	43	28	26
30	3.2	0.000676	3.17	49	24	10
29	3.1	0.000975	3.01	42	9	10
28	3.13	0.000862	3.06	34	50	9
27	3.44	0.000294	3.53	24	45	8
26	3.24	0.000593	3.23	23	18	8
25	3.19	0.000704	3.15	42	12	8
24	3.25	0.000575	3.24	36	33	6
23	3.4	0.000337	3.47	44	26	5
22	3.1	0.000979	3.01	39	9	2
21	3.47	0.00026	3.59	33	35	10
20	3.29	0.000502	3.3	17	20	20
19	3.29	0.000506	3.3	48	45	19
18	3.09	0.000986	3.01	30	40	19
17	3.32	0.000451	3.35	43	55	18
16	3.21	0.000666	3.18	44	51	18
15	3.24	0.000591	3.23	16	43	18
14	3.27	0.000531	3.28	13	41	18
13	3.21	0.000669	3.17	53	31	18
12	3.2	0.000686	3.16	39	15	18
11	3.18	0.00073	3.14	36	50	14
10	3.42	0.000314	3.5	15	48	17
9	3.22	0.000633	3.2	29	37	17
8	3.4	0.000341	3.47	31	56	16
7	3.19	0.000714	3.15	32	42	16
6	3.22	0.000644	3.19	46	29	16
5	3.21	0.00066	3.18	20	21	16
4	3.17	0.000757	3.12	18	11	16
3	3.69	0.00011	3.96	21	9	16
2	3.62	0.000146	3.84	24	41	15
1	3.12	0.00091	3.04	35	11	18
