Cluster Index	Voxels	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
47	1	3.45	30	48	23	30	48	23	504	30	48	23	504
46	1	3.17	21	36	24	21	36	24	456	21	36	24	456
45	1	3.27	36	45	24	36	45	24	473	36	45	24	473
44	1	3.34	18	34	23	18	34	23	481	18	34	23	481
43	1	3.13	33	33	23	33	33	23	441	33	33	23	441
42	1	3.59	24	36	25	24	36	25	805	24	36	25	805
41	1	3.11	21	20	22	21	20	22	340	21	20	22	340
40	1	3.24	48	38	14	48	38	14	348	48	38	14	348
39	1	3.11	27	37	14	27	37	14	461	27	37	14	461
38	1	3.23	29	33	14	29	33	14	268	29	33	14	268
37	1	3.12	45	31	14	45	31	14	586	45	31	14	586
36	1	3.11	34	33	13	34	33	13	298	34	33	13	298
35	1	3.1	28	51	12	28	51	12	1.3e+03	28	51	12	1.3e+03
34	1	3.23	50	48	12	50	48	12	405	50	48	12	405
33	1	3.15	41	15	12	41	15	12	342	41	15	12	342
32	1	3.14	23	32	11	23	32	11	465	23	32	11	465
31	1	3.4	43	28	26	43	28	26	489	43	28	26	489
30	1	3.2	49	24	10	49	24	10	327	49	24	10	327
29	1	3.1	42	9	10	42	9	10	529	42	9	10	529
28	1	3.13	34	50	9	34	50	9	454	34	50	9	454
27	1	3.44	24	45	8	24	45	8	792	24	45	8	792
26	1	3.24	23	18	8	23	18	8	713	23	18	8	713
25	1	3.19	42	12	8	42	12	8	364	42	12	8	364
24	1	3.25	36	33	6	36	33	6	1.03e+03	36	33	6	1.03e+03
23	1	3.4	44	26	5	44	26	5	397	44	26	5	397
22	1	3.1	39	9	2	39	9	2	394	39	9	2	394
21	1	3.47	33	35	10	33	35	10	955	33	35	10	955
20	1	3.29	17	20	20	17	20	20	309	17	20	20	309
19	1	3.29	48	45	19	48	45	19	447	48	45	19	447
18	1	3.09	30	40	19	30	40	19	464	30	40	19	464
17	1	3.32	43	55	18	43	55	18	285	43	55	18	285
16	1	3.21	44	51	18	44	51	18	479	44	51	18	479
15	1	3.24	16	43	18	16	43	18	620	16	43	18	620
14	1	3.27	13	41	18	13	41	18	363	13	41	18	363
13	1	3.21	53	31	18	53	31	18	306	53	31	18	306
12	1	3.2	39	15	18	39	15	18	305	39	15	18	305
11	1	3.18	36	50	14	36	50	14	361	36	50	14	361
10	1	3.42	15	48	17	15	48	17	257	15	48	17	257
9	1	3.22	29	37	17	29	37	17	964	29	37	17	964
8	1	3.4	31	56	16	31	56	16	532	31	56	16	532
7	1	3.19	32	42	16	32	42	16	475	32	42	16	475
6	1	3.22	46	29	16	46	29	16	280	46	29	16	280
5	1	3.21	20	21	16	20	21	16	275	20	21	16	275
4	1	3.17	18	11	16	18	11	16	266	18	11	16	266
3	1	3.69	21	9	16	21	9	16	512	21	9	16	512
2	1	3.62	24	41	15	24	41	15	327	24	41	15	327
1	1	3.12	35	11	18	35	11	18	447	35	11	18	447
