Cluster Index	Z	P	-log10(P)	x	y	z	
23	4.07	2.33e-05	4.63	26	12	14
22	3.83	6.53e-05	4.18	43	25	2
21	3.77	8.14e-05	4.09	38	31	5
20	3.49	0.000237	3.62	44	21	17
19	3.88	5.28e-05	4.28	35	15	17
18	3.58	0.000173	3.76	22	17	16
17	3.4	0.000333	3.48	24	14	5
16	3.82	6.67e-05	4.18	22	16	5
15	3.51	0.000223	3.65	30	19	26
14	3.49	0.000243	3.61	23	24	24
13	3.34	0.00042	3.38	21	42	17
12	3.59	0.000165	3.78	45	17	17
11	3.24	0.000592	3.23	19	16	17
10	3.26	0.000556	3.26	26	46	14
9	3.12	0.000915	3.04	40	46	12
8	3.14	0.000843	3.07	16	41	11
7	3.31	0.000474	3.32	11	32	10
6	3.27	0.000533	3.27	23	20	10
5	3.26	0.00056	3.25	12	37	8
4	3.28	0.000513	3.29	20	26	5
3	3.23	0.000619	3.21	18	21	5
2	3.16	0.000795	3.1	40	31	4
1	3.14	0.000848	3.07	28	45	25
